HHuniqueID,DefaultOnRecord,RecentBalance,HHInsurance,CarLoan
HH4756d67784,0,54,1,0
HH0ca57da421,0,938,1,0
HH03a62c13b2,0,1116,1,0
HHbe28bff5b8,0,0,1,0
HH1fdf90d8b3,0,12,1,0
HH0d48427eb9,0,4145,0,0
HHc4afc5aa7c,0,798,1,0
HH19705caa8a,0,1628,1,0
HH511f85a203,0,2635,0,0
HHb1af376fff,0,202,1,0
HHa206ca18e2,0,4262,1,0
HHdf4590e3f7,0,149,1,0
HH2fed67e938,0,211,1,1
HH38705be380,0,980,0,0
HHa661423a66,0,-473,1,0
HHadb19b2d56,0,973,0,0
HH3076236aac,0,934,1,0
HH345e564545,0,3834,1,0
HHf059880776,0,-546,0,0
HHc30b4e1a2d,0,2817,0,0
HH0291739f80,0,1105,1,0
HH91bccaee1f,0,47,1,0
HH4e7a8864d4,0,2769,0,0
HH426721b4c5,0,631,0,0
HHb6d5c26b4e,0,4198,0,0
HH8e4bfaa4a2,0,83,0,0
HH9e9e67c71a,0,294,1,0
HH87d26bc68d,0,1170,0,0
HHb55ba885fa,0,990,1,0
HH29e1c85d99,0,-46,1,0
HHca617d7a07,0,497,1,0
HHaaf010e16e,0,290,1,0
HHfbc2077216,0,0,0,1
HHa26c1efaeb,0,360,1,1
HH73c186e573,0,197,0,0
HHb4e6266ee9,0,0,0,0
HHd11864ddd4,0,462,0,0
HH3a50b2d01e,0,1183,1,0
HH87224437f9,0,1454,0,0
HHb838b144d4,0,129,1,1
HHc99accd05f,0,0,0,0
HHd14e7f7f8c,0,3840,1,0
HHdea0578574,0,2802,1,0
HH840709ebe8,0,905,0,0
HHb8c7eded1b,0,797,1,0
HH708f0cd44c,0,637,0,0
HH1c6855123d,0,0,1,0
HH30dd3ea2f7,0,699,0,0
HHf39c5e05a6,0,1267,1,1
HH47a273b32c,0,15,1,0
HH2e1a1bdbc3,0,299,1,0
HH9970ae1c50,0,836,1,0
HH4bc3c5cfb5,0,-317,1,0
HH546eb5b2e0,0,672,0,0
HH8068c440b0,0,3636,0,0
HHa4934a393b,0,4949,0,1
HH0a95d8b003,0,93,1,0
HHc2d62cd7e3,0,117,1,0
HHbc956bc067,0,1385,0,0
HHb6749fb4be,0,1011,1,0
HH0b581766bc,0,530,1,0
HHea93cd2e73,0,1315,0,0
HHc547853117,0,95,1,0
HHf2e5e4887e,0,-94,1,0
HHd6de61a50b,0,1206,0,0
HH39a2c610ff,0,7990,1,0
HH4eae50a552,0,-216,1,0
HH00c92703df,0,26,1,0
HHab70d1100d,0,3492,1,1
HHffafeeedb4,0,1880,0,0
HH325ab94507,0,2769,1,0
HH9b59b2dd04,0,6112,0,0
HH2c95a5ff7d,0,3,1,0
HHbf236934fc,0,-460,0,0
HH8a23375d1a,0,548,0,0
HH4e62aa361e,0,29,0,0
HH20da7cbd16,0,83,0,0
HH79162d5afb,0,113,1,0
HHc1b49c2397,0,697,0,0
HH679361e7a1,0,909,0,1
HH5b0af6ebc1,0,155,0,0
HH15b3c733ed,0,559,0,0
HH0e8d37e5a4,0,4348,1,0
HH61ae45f07d,0,546,0,0
HH0810ef509d,0,776,0,0
HH688e5e5dd2,0,525,1,1
HHff8f652ca6,0,8295,0,0
HHf9c3d97d4f,0,296,0,1
HH5c94bfeb32,0,409,0,0
HHfaf3f08c05,0,-799,0,1
HHeaacea2c52,0,151,1,0
HH6e2550fbaf,0,246,0,0
HH4534393d31,0,395,1,0
HHc5faf40122,0,10,0,1
HHab846338e0,0,-143,1,0
HH5e347fc47d,0,-40,1,0
HHa4e66e3a2a,0,19,0,0
HHde1855dafd,0,685,1,0
HH6010df4676,0,2235,1,0
HH1cf4002e7b,0,-452,1,0
HH344abea322,0,-488,1,0
HHcb2d6ca9b7,0,0,1,0
HH1b523ef13b,0,82,0,1
HHed5bbfce8f,0,3624,0,0
HH80271fe235,0,437,0,0
HH35d6af51e8,0,1253,1,0
HH7e352db38a,0,1646,0,0
HH8f354bf44f,0,3294,1,0
HH468ba552dc,0,785,1,0
HH8da7b06094,0,23878,0,0
HH1057d051c0,0,158,1,0
HH4514ad05c7,0,280,0,0
HH635922051f,0,121,1,1
HHaee3866cb5,0,499,1,0
HH906ec75a8d,0,723,0,1
HH9f9ef49d1b,0,129,0,0
HH3a8e15108f,0,587,0,0
HHb42649e419,0,3082,1,1
HH74c6de6a07,0,3942,1,0
HH806cd5227b,0,2178,1,0
HH91c3015bec,0,3493,1,0
HH89b199cfbb,1,61,0,1
HH3c53aa3db5,0,-95,1,1
HH1dbd016f0b,0,-213,1,0
HH8b4918607c,0,2005,1,0
HHdd1695e05c,0,1084,0,0
HH80825f84e5,0,630,0,0
HHa7a09a5413,0,3518,0,0
HHe249a3f1a8,0,653,0,0
HH9303982cf3,0,474,1,0
HH2411f05e69,0,768,1,1
HHe48505424b,0,-436,1,0
HHb8367eb512,0,594,1,0
HH08aa4284fd,0,14,0,0
HHe1f27aac1b,0,2539,0,0
HH818cc11263,0,0,1,0
HH2a148098e2,0,255,1,1
HHc45656f105,0,-172,1,1
HH0c5c8fbde9,0,421,1,0
HHc97a27784d,0,92,1,0
HH3da625194c,0,1161,1,0
HHc30d38d8d5,0,122,0,0
HHa2537852fd,0,430,1,0
HHe7b958f1db,0,2071,0,0
HH722814f3a4,0,1504,1,0
HHd0e3f34e9f,0,2739,0,0
HH387a8ff83c,0,294,1,0
HH4330b542f0,0,62,1,0
HH391674964c,0,1780,0,0
HH4a4b64cb1d,0,596,1,0
HH847f0a6489,0,2294,0,0
HHd1e1ee1f87,0,654,1,0
HH96bf01792b,0,1138,0,0
HHaad425defa,0,4216,0,0
HH599a978af2,0,167,0,0
HH5a71cf8187,0,3289,0,0
HHfebb0d883e,0,2351,0,0
HH278c6819a7,0,206,1,0
HHe9a3682ddd,0,494,1,0
HH6fa431e0d5,0,592,1,0
HH2ab66c7101,0,227,0,0
HHbbefaebe0a,0,694,1,1
HHd0bdc5badc,0,2858,1,1
HHd30d7d622e,0,900,1,0
HHbd1bd3bc31,0,5768,1,0
HH382f714934,0,1326,0,0
HH422cc7ca2d,0,0,0,0
HHfc84a2b042,0,643,0,0
HHfcfac97b51,0,2646,0,0
HH2156424d62,0,78,0,0
HHe6b7d618b7,0,41,1,0
HHd33e57c1a7,0,5461,1,0
HHbbbee5bc32,0,15515,0,0
HH414ff8d7ce,0,438,0,0
HHc6c995b78e,0,488,1,0
HH59287156e0,0,7135,0,0
HHcef5319d7e,0,-55,1,0
HH39893207e4,0,403,0,0
HH21ee116b5f,0,281,1,0
HHd141ca0312,0,-686,0,1
HH99aaade3d1,0,313,0,0
HHf48888acaa,0,36,1,1
HH7d7fc718c1,0,503,1,0
HH299848a824,0,1109,1,0
HH19af3005e3,0,1522,0,0
HHd1794085a6,0,264,1,0
HH757a04bf65,0,2349,0,0
HH7d7769c2c0,0,1285,0,0
HHa2f645d3bf,0,4693,0,1
HH82fa37064d,0,-288,1,0
HH58765a6f31,0,92,0,0
HH3778387739,0,77,1,1
HHa4c061889e,0,163,0,0
HH1984921f0f,0,0,0,0
HH6bd609cc5b,0,2271,0,0
HH115320c0c3,0,458,0,0
HH4e7f2eec07,0,625,0,0
HH159fc3fc0d,0,1170,0,0
HH46b7f936d2,0,785,1,0
HH5fa4abfaea,0,387,1,0
HH20fc84c395,0,1134,0,1
HH9b274cf2b5,0,576,0,0
HH534332205a,0,1140,1,0
HHb7622217a4,0,2486,1,0
HH9ce85a9dc4,0,307,0,0
HHe14d13d2ec,0,21,0,0
HHd49152b68e,0,-627,1,0
HHaeb64c6129,0,363,1,0
HHc33b09cb58,0,459,1,0
HH601d10698e,0,271,1,0
HHadae5536c8,0,131,1,0
HHd43302599b,0,383,0,0
HH6bc1c7b52c,0,121,1,0
HH59d8f80a31,0,386,0,0
HH99d0aae232,0,1841,1,0
HHf4cac3ed04,0,826,0,0
HHaae5e25d9d,0,1289,0,0
HH246ea8e807,0,-229,1,0
HHe1ca3e5721,0,2116,0,0
HH66d0ed11a6,0,127,1,1
HH1a15d4841c,0,0,0,0
HH87b0820f62,0,3234,0,0
HH5e7c956ba1,0,0,1,0
HH650f721798,0,3401,0,0
HHbb102483b4,0,386,0,0
HH22060b8c21,0,1129,1,0
HHd507b4ed69,0,196,1,0
HHde18145f6b,0,994,0,0
HHf8477430c3,0,2524,0,0
HH1c8f7d2d14,0,41,1,1
HH4cfa3dc108,0,0,0,0
HHd672f0b3c5,0,226,1,0
HHf536755f7a,0,1987,0,0
HHddf868405f,0,163,0,0
HHa37e81cead,0,-274,1,0
HHa27c6ecc82,0,-130,1,0
HH85c7bda024,0,2524,1,0
HH4b0ff92c4a,0,1021,0,0
HH3e6891eb70,0,3949,0,0
HH63036bb45e,0,32948,0,0
HH8cbe5353f8,0,315,1,0
HH4626aae42f,1,144,0,1
HHbc44dae8f0,0,2319,1,0
HH15ec53c90f,0,23,0,0
HH6e27aff20b,0,2333,0,0
HH90cc4cf5a1,0,508,1,1
HH1c6eaa0b17,0,3037,1,0
HHe45bec09ed,0,2979,1,0
HHdaf3865e7d,0,1197,1,0
HH254f1b984c,0,5839,1,0
HH61c740d688,0,722,1,0
HH51f633ecba,0,72,1,0
HH775b829834,0,7279,1,0
HH0458e06ecb,0,313,0,1
HHadb01f1c74,0,25947,0,0
HHac295fb27b,0,431,0,0
HH82bf5d80b1,0,849,0,0
HH6b43317e9b,0,1495,0,0
HH4d0288ee4b,0,849,0,0
HH04a825c4f7,0,-90,1,0
HH9585f4b5f8,1,-931,1,0
HH1e94ac1b14,0,82,1,0
HHb76652646e,0,2785,0,0
HHdc260d31da,0,1947,0,0
HH788153141e,0,-485,1,0
HH65dee67fcc,0,1807,1,0
HH2e85e9e2ba,0,938,0,0
HH5353e8a1d4,0,2245,0,0
HH7047b68bf2,0,1240,0,0
HH23f3951f0b,0,611,0,0
HHf3bda220c2,0,35,0,0
HHa2acdb1c72,0,2540,0,0
HHa83b6be86f,0,523,0,0
HH6928771dca,0,882,0,0
HH415870e917,0,655,1,0
HH2546d87812,0,413,1,0
HHb4625c8a74,0,2308,0,0
HH582bebc719,0,1422,1,0
HHdb8ad0ed81,0,665,1,0
HHf751cbee5f,0,802,0,0
HH2506df1d9d,0,0,0,0
HH832a5841b4,0,1967,0,0
HH9ecf9bf3aa,0,519,0,0
HHe0a4ca1240,0,7443,0,0
HHe3d234bdfa,0,3297,0,0
HH9083406baa,0,30,0,0
HH8e90e08ba6,0,794,0,0
HHff7b39d9e0,0,74,1,1
HH700fb71c4a,0,203,0,0
HHbab38bf6e4,0,163,0,0
HH4031b20798,0,1815,0,0
HH4e270b8911,0,6290,1,0
HH0751402a53,0,2354,0,1
HH8fe6623e82,0,3527,1,0
HH81a254bccb,0,6468,1,0
HH341cbeaf34,0,3203,0,0
HH87770f92b8,0,502,0,0
HHd943090e05,0,11591,1,0
HH5528e3663c,0,-278,1,0
HHc201369e0b,0,-309,1,0
HHe215d6d0e8,0,7263,1,0
HHd6487d082b,0,602,1,0
HHab88ec6724,0,7343,0,0
HH0c09a26bfe,0,1988,0,0
HH1fbb1e5373,0,57,0,0
HH05a7f97f16,0,1978,0,0
HH52756d6f05,0,-219,1,0
HH8920938c08,0,1506,0,0
HH1627040a97,0,3342,0,0
HH4f4230b1ca,0,210,0,0
HH8ad7c323fe,0,495,0,0
HH67fcac37ca,0,182,1,0
HHc031399e18,0,1424,1,0
HH34a35b02fd,0,-122,0,0
HH9777a785c6,0,104,1,0
HHd53c0afa54,0,302,1,1
HHea4792e69c,0,5037,0,0
HH8c4640bb06,0,37,1,0
HH3dad174b3c,0,80,0,0
HHbd9e03d215,0,154,0,0
HH51de0c6c7d,0,448,0,0
HHa92c982d55,0,-259,1,0
HHab5e002778,0,0,0,0
HH8e3487ae3e,0,505,0,1
HH29014236cf,0,-476,1,0
HHbc7bbe0c5b,0,1405,0,1
HHa23fe5aaa2,0,50,0,0
HHd8e7241279,0,103,1,0
HH3af30f3d81,0,1368,0,0
HH54c3c1777b,0,2031,0,0
HHe7eefa36c5,0,407,1,0
HH79fbc9f8d0,0,846,0,1
HHe469a3d346,0,1693,1,0
HH3705ba4fd6,0,3466,0,0
HHae3b74e1d3,0,134,0,0
HH78f1687e49,0,167,0,0
HH78da89da3c,0,2488,0,0
HHa66091820d,0,1625,0,0
HH21a8e9e55d,0,12519,1,0
HHc6366d4e1e,0,-96,1,0
HH090ec988a6,0,510,0,0
HH3fd5b6fb5f,0,726,0,0
HHcd3ff1b60a,0,473,0,1
HHc2e0db5196,0,150,0,0
HH05c73e131e,0,0,0,0
HH10c7526c5d,0,5679,1,0
HH2155841464,0,1065,1,1
HH528689c474,0,1730,1,0
HH40e20c2e8c,0,77,0,0
HH259674422b,0,169,1,0
HH66177c84c5,0,-108,1,0
HH9343174f80,0,503,1,1
HHc2995f280f,0,415,0,0
HH8a1791d690,0,415,1,1
HH62902197e4,0,74,1,1
HH69cd9c8788,0,-106,1,0
HH6f1a9f66fb,0,0,0,0
HHbaf6d24604,0,149,1,0
HH3a1ee0c41c,0,1747,1,0
HH3885c1999d,0,484,1,0
HHa99cc06ca4,0,4478,1,0
HHa325ae3f24,0,0,0,0
HH9690775c5c,0,345,1,1
HH8cd27875a2,0,76,1,0
HH86ca06ae9c,0,2733,0,0
HHbd66f19c1b,0,1649,0,0
HH0dab71c477,0,464,0,0
HH6015a1c219,0,6850,0,0
HH8739a4d781,0,16517,0,0
HH61a6b14f11,0,4176,0,0
HHe7df0640f8,0,3689,1,0
HH2ed5272d25,0,-999,1,0
HH75ce219c19,0,541,0,0
HH6a7a4af2c2,0,120,0,0
HH4ab282ed2b,0,175,0,0
HH31b0e2fe97,0,7180,1,0
HH717c153459,0,732,0,0
HH51c6a6d4f0,0,19,1,0
HH985fc0642d,0,558,0,0
HH175555ac63,0,1376,1,0
HH902c9d3a05,0,822,0,0
HHfdc78c0fa6,1,-200,0,1
HHee8a9dbcad,0,35,1,0
HHbe863ee856,0,568,1,0
HHaf1aa379e2,0,684,1,0
HHb7266245a8,0,91,1,0
HHc0c0589ecd,0,367,0,0
HHba95ca9b5f,0,69,1,0
HHf73ead3641,0,9269,1,1
HHa5243f85d8,0,5359,0,0
HH276771f263,0,1767,1,0
HHca142df9ff,0,-34,1,0
HH1cb70ba214,0,41,0,0
HHc70ddf2f7a,0,1138,1,0
HH2485b45622,0,897,1,0
HHfce3e00643,0,511,1,0
HH8bc2103266,0,589,0,0
HH2baf4386f9,0,497,1,0
HH5a6b5eda17,0,118,0,0
HH4ca38586ac,0,-73,1,0
HHb18f992d1d,0,1093,0,0
HH57c932b8dc,0,0,0,0
HHe418f35eba,0,0,0,0
HH2f8ae7fc91,0,273,1,0
HH160af01315,0,0,0,0
HH9cdeeb7985,0,407,1,0
HH18a34b30df,0,377,1,0
HH1ddb2da70f,0,0,0,0
HH43a2ae0dca,0,-23,0,0
HH3a06e4cb35,0,0,1,0
HH3b984b8c80,0,11385,0,0
HH1ada6bd511,0,5514,0,0
HH74128941e1,0,897,0,0
HHf7cac3ccbd,0,533,0,0
HH2bf9213365,0,335,1,0
HHb1da9a0ca4,0,4769,0,0
HHe033b0587f,0,2312,1,0
HHb3b61196cd,0,1175,1,1
HH4379f1c6c3,0,-406,1,1
HH4d9364d82d,0,403,1,0
HH515d333450,1,3,0,0
HHd285bc9faf,0,8015,0,0
HH339896d96b,0,50,0,1
HH1b28084f59,0,4080,0,0
HHae590a9d9a,0,88,0,0
HH5479862ffb,0,1173,1,0
HH1e4692d96c,0,2198,0,0
HHa466129507,0,13,0,0
HH23be64cef0,0,4294,0,0
HH77d5289e84,0,917,1,0
HH85d0ab66c9,0,4168,1,1
HHe08924f8e4,0,2767,0,0
HHfe4c66d643,0,139,0,0
HH4c763604ff,0,485,1,0
HHbb96bcca59,0,226,1,0
HHac61d670dc,0,11971,1,0
HH0ad0cf0221,0,300,1,0
HH30d9acc598,0,37127,0,0
HH67b0bf6922,0,36686,0,0
HH7eece6b1a0,0,1722,1,0
HHbad9c84a14,0,628,0,0
HH4373b3b436,0,353,0,0
HHfc690f3828,0,119,0,1
HH695333747e,0,-75,1,0
HH9d50bf7cf6,0,171,0,1
HH1c02ede3cc,0,255,0,0
HH552d75e3e5,0,510,1,0
HHc3b366e9f5,0,2823,1,0
HHece4769ca8,0,1524,0,0
HHfd4e223779,0,1454,1,0
HH959e10850b,0,1664,1,0
HH9f149b15a5,0,661,0,0
HHd64ae2231f,0,0,0,0
HH7aab0707a5,0,482,0,0
HHee36ea7f73,0,6138,0,0
HH341f418d9c,0,11972,0,0
HHf51904d921,0,334,1,0
HHbec9c5409d,0,1347,0,0
HHd62969095f,0,-271,1,0
HHde6856a740,0,503,1,0
HH6c247efca0,0,570,0,0
HH978ebf0565,0,849,1,0
HHb612cc12c7,0,475,0,0
HH41163fa0e4,0,120,0,0
HHe6a2750bee,0,37,0,0
HH2f78ee6128,0,82,1,0
HH8d625cde30,0,2266,0,0
HH9eb0a743ea,0,1855,0,0
HH83d647dbf6,0,163,1,1
HHa6218afbbe,0,178,0,0
HH6b3a4b5602,0,0,1,1
HH3fbecbb566,0,1401,0,0
HH1f8f727a87,0,922,1,1
HHb134d08851,0,137,0,1
HH6632179b62,0,1624,0,0
HH4d64361e7c,0,-370,1,0
HH1455822c13,0,9,0,0
HHb82262513e,0,4831,0,0
HHa2e561bbd0,0,1337,0,0
HHabe05c3eac,0,982,0,0
HH980810984c,0,2012,0,0
HHca95e5386b,0,28,0,0
HHfe912d47cf,0,364,0,0
HH65ee66b69d,0,2340,1,0
HH7fb5ed3ac4,0,0,1,0
HH1f45ea977a,0,3283,1,0
HH89fa98c826,0,408,1,0
HHdbc9413849,0,580,1,0
HHd52ecbb152,0,2613,0,0
HHcc09b8989a,0,-426,0,1
HHfee8a472d6,0,1115,1,0
HH413de75629,0,4885,1,1
HHe2b8ea6ce4,0,0,1,0
HH64a3d8e447,0,5112,0,0
HH5fd2342b96,0,7968,0,0
HH879d53806a,0,604,1,0
HHe697b42fe0,0,4987,0,0
HH7b52c94a46,0,1978,1,0
HH84a27ee5bb,0,3114,0,0
HHa74bcdecab,0,5,0,1
HH464ed53093,0,948,1,0
HH35db94b791,0,2139,0,0
HHcc78cd6ddb,0,-291,1,1
HH825d523652,0,114,0,1
HH97ba261c94,0,4570,0,0
HHe0035d9bf8,0,625,0,1
HH07ae13fea6,0,559,1,0
HH047cd305f6,0,294,0,0
HHa28898b7fe,0,474,0,0
HH877b68c67f,0,1047,1,0
HH0c630e5e3f,0,668,1,0
HH68a95e08b8,0,0,1,0
HHc59f9c0891,0,2352,0,0
HH07c2b8b4a2,0,1199,1,0
HHda6bff015b,0,44,0,0
HH3e9ad6c46a,0,583,0,0
HHfcfafabce5,0,31,0,0
HH678e669de3,0,3163,0,0
HH0cb102a663,0,642,0,0
HHc021ea76d6,0,309,1,0
HH03a82cf84b,0,-117,1,0
HHc6d047d175,0,98,0,0
HH7bb5bf8f44,0,677,1,0
HH380dc3a4ef,0,11303,0,0
HHd0fafb58f5,0,1596,0,0
HHa1af01b488,0,13761,1,0
HHbdbddb7ecc,0,1088,1,0
HHdfe2c1822a,0,2611,0,0
HH4caffafc4e,0,631,1,0
HHbef4a7aa70,0,503,1,0
HH9b86c0241e,0,21,0,0
HH5d37d3a0c3,0,2850,0,0
HH22aa0b6bf0,0,5436,1,0
HHa973b785d6,0,282,0,0
HH027771be5f,0,330,0,0
HH2cef38c501,0,-227,1,0
HH7c33003b5c,0,1538,1,0
HH0bc7edc90d,0,2098,0,0
HH0944494eb0,0,119,0,1
HH99280098a7,0,3445,0,0
HH33366e26ca,0,55,0,1
HHb2dcf31dd7,0,-103,1,1
HH5edf5ad868,0,441,0,0
HHf0c2de29fc,0,620,0,0
HHc343598053,0,2885,0,0
HH1384822564,0,-216,1,0
HH4c4f519576,0,0,1,0
HH25cf57324c,0,1457,1,0
HH754bd228f8,0,5603,0,0
HH210230d315,0,44,0,0
HHaedf504e19,0,632,1,0
HH5602fad076,0,150,0,0
HH546b8e9590,0,0,0,0
HH080dc71711,0,3770,0,0
HH454421b16e,0,61,0,0
HHae1289573a,0,658,1,0
HH25cd48e6b7,0,61,0,1
HH0dd99730c2,0,87,1,0
HHe028e6a445,0,1776,1,1
HH3ce8ad54ca,0,333,1,0
HH0a13e888b9,0,866,0,0
HH027c3f232e,0,616,0,0
HH322f03a590,0,1869,0,0
HH840fb0e617,0,301,1,0
HHcd8d33b60e,0,308,1,0
HHa8f36f36f6,0,-41,1,1
HH77d3cdd3b7,0,159,1,0
HH73ebc901df,0,1616,0,0
HH6945565568,0,6,0,0
HHa7bd35e303,0,1866,0,0
HHf592858a52,0,2490,1,0
HH230d0d1d8e,1,0,1,0
HHb5d6febb9a,0,273,0,0
HH29b71ba9a5,0,11532,1,0
HHd681be5540,0,207,1,0
HHfd8b94f151,0,32,1,0
HH3309dd0ed5,1,-148,1,1
HHbc5eb301cd,0,4112,0,0
HH3c3b1791c8,0,1758,1,0
HHa437b29c3a,0,0,0,0
HHefc360417b,0,455,0,0
HHf7ebfbe8fb,0,-732,1,1
HH673593c216,0,2266,0,0
HHb2974c0ff1,0,1510,1,0
HH17a94ef570,0,2643,0,0
HH9d45ee4de6,0,2795,0,0
HH28cf833416,0,313,0,1
HH60642d8996,0,124,1,0
HH5897692ce7,0,2976,1,0
HHc0bb840aeb,0,5511,0,0
HH9691ae412f,0,4389,0,0
HHabd9f66d39,0,267,0,0
HHba5701ac40,1,1085,1,1
HH8c00a21426,0,663,0,1
HH9fce3b6795,0,1612,0,0
HHdc315f10ba,0,388,0,0
HH9b5cd6ce20,0,2326,0,0
HHcb83064b72,0,390,0,0
HH62e3da4d60,0,23,0,0
HHcbcf54f615,0,2881,0,0
HH87ba48dc1a,0,329,0,0
HHfcc980df62,0,395,1,0
HHfc415b04fe,0,474,0,0
HH60f4526420,0,-165,1,0
HH21eed99fa0,0,1499,0,0
HHc4ebfac71a,0,2750,0,0
HHe6ce1c803c,0,827,0,0
HH9a075a462d,1,-59,1,1
HH5d62104e7d,0,624,0,0
HH85b7527189,0,2128,0,0
HHeb003ae14d,0,938,0,0
HHf76401f995,0,57,0,0
HH1126b6a31f,0,1443,0,0
HH26f9163e41,0,2763,1,0
HH3189e55bc5,0,39,1,0
HHe18f778756,0,152,1,1
HH52a9bdbe86,0,2387,0,0
HHdff2b9e211,0,458,0,0
HH333aebd3cd,0,4596,1,0
HH899ebca1f8,0,656,0,0
HH9011fa5dcd,0,9444,0,0
HH210544c16f,0,975,1,1
HH37c3e1a04b,0,812,0,1
HH8afd5d70f4,0,1775,1,0
HHbde2c51743,0,382,0,0
HHaddc1fda5e,0,2695,1,0
HH11d91c329e,0,6562,1,0
HHf294df77ae,0,2199,0,0
HH27d043e3b2,0,78,1,0
HH64a600cea0,0,-205,0,0
HHf616310859,0,773,1,0
HH79b783c356,0,1866,0,0
HH684ecd4ef1,0,1385,0,0
HH92c93668e8,0,814,1,0
HHc3597b2313,0,1534,1,0
HH7b933be6a5,0,0,1,0
HHbb4bffb705,0,345,0,0
HH3331f18990,0,1707,0,0
HH1fba686708,0,314,1,1
HH201f9993a0,0,-91,0,0
HHf5696ac1bc,0,6746,0,0
HHdbda864fd3,0,0,1,1
HHe2cf74bfcb,0,4227,1,0
HHc8f41698cc,0,376,0,0
HHe7507af079,0,6,0,0
HH5f0825566e,0,235,0,0
HH01c0c03ee3,0,327,1,0
HH096f2dd9c6,0,521,0,1
HHc086528924,0,1229,0,0
HH458bbda78c,0,0,1,1
HH98ef1f0111,0,1347,0,0
HH45eda11d13,0,-412,1,0
HH832c76df15,0,3630,0,0
HH132eadc397,0,437,1,0
HHced9ac4412,0,198,1,0
HH9480a48688,0,-18,1,1
HHe0d6aca908,0,245,0,0
HHcddbaf27dd,0,0,0,0
HH1639ac8420,0,159,1,0
HHebe58a8de5,0,6060,1,0
HH2d858e91b5,0,430,0,0
HH4f9ec130d6,0,1990,1,0
HH4e76b7fceb,0,1775,0,0
HH62a6ee1595,0,7513,0,0
HH43394d13c0,0,140,0,0
HHbf34bc3c22,1,-369,1,0
HH33315b6497,0,2403,0,0
HH68cfcc068c,0,0,0,0
HH72d68f45be,0,1400,1,0
HH0cd173d456,0,1187,0,0
HHb04238dfb9,0,616,0,0
HHb682284abd,0,690,0,0
HHb67a5b7c7f,0,496,0,0
HH264df40a66,0,1080,1,0
HHfe475ba8c9,0,1234,1,0
HH39a67035af,0,1472,0,0
HHe6f28d2ec1,0,1882,1,0
HH649462015f,0,733,1,0
HH428a5ad583,0,876,0,0
HHe69c4f8c0c,0,354,1,0
HH3a4c5faba1,0,999,1,0
HHb6e2011de0,0,1,0,1
HHca0eef1fd7,0,0,0,0
HHb963f6dedd,0,0,0,0
HH4d7b152269,0,428,0,0
HH2bdc1ac3d7,0,699,0,0
HH52c5a5683c,0,1138,0,0
HHfbc20007c7,0,0,0,0
HHb993144ab7,0,636,1,0
HH0ba99c5c6f,0,-236,1,0
HH699466a8d9,0,997,0,0
HH56d00e1935,0,2991,0,0
HH4a95ec2cc6,0,5310,1,0
HH7f2bf26efd,0,0,0,0
HH1d1a43ede8,0,205,1,0
HH181b366f5a,0,2104,0,0
HH535ac9fcb9,0,842,0,0
HHc792c9ce2f,0,1413,0,0
HHf25680386e,0,36,1,0
HH0d2dfcb750,0,79,0,0
HHd6ad9980f2,0,500,0,0
HH05fb9f0c9c,0,100,1,0
HHeb8f66f568,0,673,1,1
HH65cf1b196d,0,96,0,0
HH61af6caaee,0,278,0,0
HHf086cd414b,0,425,1,0
HHd48faaafe7,0,318,1,0
HHa4557733c9,0,1796,0,0
HH04fe85ad33,0,532,1,0
HH047e408e73,0,17924,1,0
HH92be35e4f7,0,145,1,0
HH8a06a7d3f6,0,1074,1,0
HH46fcc7f000,0,780,1,0
HH767bfc52e5,0,189,1,0
HHbfc9f86448,0,816,1,0
HH6b9cee1a1e,0,930,1,0
HH3f2967ea72,0,0,1,1
HH28b7ee737d,0,30,1,0
HH9592ac8dbd,0,252,1,1
HH3dbe2847e3,0,204,1,0
HH03659e37b7,0,54,1,0
HH38c4bac727,0,0,1,0
HH5b69a37573,0,46,0,0
HH19bbffd581,0,1499,1,0
HH2b67b85a21,0,1414,1,0
HHa9422bae99,0,414,0,0
HH472523fffa,0,491,0,0
HH4944f386b6,0,-267,0,0
HH4e47e6a3b4,0,2577,1,0
HH7f90e32a67,0,2908,0,0
HH6362b7526d,0,167,0,1
HH06ed895d45,0,80,0,1
HHc583c01eea,0,3676,0,0
HHe8bf2083ee,0,134,1,0
HH4d897f1636,0,237,0,0
HHf7caee1562,0,-92,1,1
HHa7678d2b84,0,201,0,0
HH050f116402,0,640,0,0
HHec8b1e0dc2,0,393,0,0
HH599576ee9c,0,311,0,0
HH69b9ec4618,0,0,1,0
HHbd665070e8,0,168,1,0
HHae26132bb4,0,462,1,0
HHfdc603a531,0,884,1,0
HH918258e383,0,9200,0,0
HH7b4299e33c,0,164,1,0
HH8c872fb2fe,0,488,0,0
HH5d75b6f24d,0,-173,1,0
HH1612d9ef70,0,48,1,0
HHa4656dd326,0,1521,1,1
HH266c5044f6,0,2198,0,0
HH7a5adf37a5,0,335,0,0
HH7015cb5c52,0,852,0,0
HHcc9ee35500,0,-78,1,1
HH19a6dd2684,0,273,1,0
HH2a2002edc3,0,701,0,0
HH4035fcd180,0,10558,1,0
HH9c381db0c9,0,4,1,0
HH6293ba88f0,0,4965,0,0
HHb6e050d5b4,0,2237,1,0
HH05a405e347,0,4101,1,0
HH0b0e234872,0,1129,1,0
HH32659c6875,0,130,0,0
HH1e501ef005,0,306,1,0
HH7e1eea2108,0,0,1,1
HH0a767d8c88,0,1836,1,0
HH369ed09f89,0,618,0,0
