"word","sentiment"
"destitute","sadness"
"destroyed","anger"
"destroyed","fear"
"destroyed","negative"
"destroyed","sadness"
"destroyer","anger"
"destroyer","fear"
"destroyer","negative"
"destroying","anger"
"destroying","fear"
"destroying","negative"
"destroying","sadness"
"destruction","anger"
"destruction","negative"
"destructive","anger"
"destructive","disgust"
"destructive","fear"
"destructive","negative"
"detachment","negative"
"detain","negative"
"detainee","anger"
"detainee","anticipation"
"detainee","fear"
"detainee","negative"
"detainee","sadness"
"detect","positive"
"detection","positive"
"detention","negative"
"detention","sadness"
"deteriorate","fear"
"deteriorate","negative"
"deteriorate","sadness"
"deteriorated","disgust"
"deteriorated","negative"
"deteriorated","sadness"
"deterioration","anger"
"deterioration","disgust"
"deterioration","fear"
"deterioration","negative"
"deterioration","sadness"
"determinate","anticipation"
"determinate","trust"
"determination","positive"
"determination","trust"
"determined","positive"
"detest","anger"
"detest","disgust"
"detest","negative"
"detonate","fear"
"detonate","negative"
"detonate","surprise"
"detonation","anger"
"detract","anger"
"detract","negative"
"detriment","negative"
"detrimental","negative"
"detritus","negative"
"devastate","anger"
"devastate","fear"
"devastate","negative"
"devastate","sadness"
"devastating","anger"
"devastating","disgust"
"devastating","fear"
"devastating","negative"
"devastating","sadness"
"devastating","trust"
"devastation","anger"
"devastation","fear"
"devastation","negative"
"devastation","sadness"
"devastation","surprise"
"develop","anticipation"
"develop","positive"
"deviation","sadness"
"devil","anger"
"devil","anticipation"
"devil","disgust"
"devil","fear"
"devil","negative"
"devil","sadness"
"devilish","disgust"
"devilish","fear"
"devilish","negative"
"devious","negative"
"devolution","negative"
"devotional","positive"
"devotional","trust"
"devour","negative"
"devout","anticipation"
"devout","joy"
"devout","positive"
"devout","trust"
"dexterity","positive"
"diabolical","anger"
"diabolical","disgust"
"diabolical","fear"
"diabolical","negative"
"diagnosis","anticipation"
"diagnosis","fear"
"diagnosis","negative"
"diagnosis","trust"
"diamond","joy"
"diamond","positive"
"diaper","disgust"
"diarrhoea","disgust"
"diary","joy"
"diary","positive"
"diary","trust"
"diatribe","anger"
"diatribe","disgust"
"diatribe","negative"
"dictator","fear"
"dictator","negative"
"dictatorial","anger"
"dictatorial","negative"
"dictatorship","anger"
"dictatorship","anticipation"
"dictatorship","disgust"
"dictatorship","fear"
"dictatorship","negative"
"dictatorship","sadness"
"dictionary","positive"
"dictionary","trust"
"dictum","trust"
"didactic","positive"
"die","fear"
"die","negative"
"die","sadness"
"dietary","anticipation"
"dietary","positive"
"differential","trust"
"differently","surprise"
"difficult","fear"
"difficulties","negative"
"difficulties","sadness"
"difficulty","anger"
"difficulty","fear"
"difficulty","negative"
"difficulty","sadness"
"digit","trust"
"dignified","positive"
"dignity","positive"
"dignity","trust"
"digress","anticipation"
"digress","negative"
"dike","fear"
"dilapidated","disgust"
"dilapidated","negative"
"dilapidated","sadness"
"diligence","positive"
"diligence","trust"
"dilute","negative"
"diminish","negative"
"diminish","sadness"
"diminished","negative"
"din","negative"
"dinner","positive"
"dinosaur","fear"
"diplomacy","anticipation"
"diplomacy","positive"
"diplomacy","trust"
"diplomatic","positive"
"diplomatic","trust"
"dire","disgust"
"dire","fear"
"dire","negative"
"dire","sadness"
"dire","surprise"
"director","positive"
"director","trust"
"dirt","disgust"
"dirt","negative"
"dirty","disgust"
"dirty","negative"
"disability","negative"
"disability","sadness"
"disable","fear"
"disable","negative"
"disable","sadness"
"disabled","fear"
"disabled","negative"
"disabled","sadness"
"disaffected","negative"
"disagree","anger"
"disagree","negative"
"disagreeing","anger"
"disagreeing","negative"
"disagreeing","sadness"
"disagreement","anger"
"disagreement","negative"
"disagreement","sadness"
"disallowed","anger"
"disallowed","disgust"
"disallowed","fear"
"disallowed","negative"
"disallowed","sadness"
"disappear","fear"
"disappoint","anger"
"disappoint","disgust"
"disappoint","negative"
"disappoint","sadness"
"disappointed","anger"
"disappointed","disgust"
"disappointed","negative"
"disappointed","sadness"
"disappointing","negative"
"disappointing","sadness"
"disappointment","disgust"
"disappointment","negative"
"disappointment","sadness"
"disapproval","negative"
"disapproval","sadness"
"disapprove","anger"
"disapprove","disgust"
"disapprove","fear"
"disapprove","negative"
"disapprove","sadness"
"disapproved","anger"
"disapproved","negative"
"disapproved","sadness"
"disapproving","anger"
"disapproving","disgust"
"disapproving","negative"
"disapproving","sadness"
"disaster","anger"
"disaster","disgust"
"disaster","fear"
"disaster","negative"
"disaster","sadness"
"disaster","surprise"
"disastrous","anger"
"disastrous","fear"
"disastrous","negative"
"disastrous","sadness"
"disbelieve","negative"
"discards","negative"
"discharge","negative"
"disciple","trust"
"discipline","fear"
"discipline","negative"
"disclaim","anger"
"disclaim","disgust"
"disclaim","negative"
"disclaim","trust"
"disclosed","trust"
"discoloration","disgust"
"discoloration","negative"
"discolored","disgust"
"discolored","negative"
"discolored","sadness"
"discomfort","negative"
"discomfort","sadness"
"disconnect","negative"
"disconnect","sadness"
"disconnected","negative"
"disconnected","sadness"
"disconnection","negative"
"discontent","anger"
"discontent","disgust"
"discontent","fear"
"discontent","negative"
"discontent","sadness"
"discontinue","negative"
"discontinuity","disgust"
"discontinuity","fear"
"discontinuity","negative"
"discontinuity","sadness"
"discord","anger"
"discord","disgust"
"discord","negative"
"discourage","fear"
"discourage","negative"
"discourage","sadness"
"discouragement","negative"
"discovery","positive"
"discredit","negative"
"discreet","anticipation"
"discreet","positive"
"discretion","anticipation"
"discretion","positive"
"discretion","trust"
"discretionary","positive"
"discriminate","anger"
"discriminate","negative"
"discriminate","sadness"
"discriminating","disgust"
"discriminating","negative"
"discrimination","anger"
"discrimination","disgust"
"discrimination","fear"
"discrimination","negative"
"discrimination","sadness"
"discussion","positive"
"disdain","anger"
"disdain","disgust"
"disdain","negative"
"disease","anger"
"disease","disgust"
"disease","fear"
"disease","negative"
"disease","sadness"
"diseased","disgust"
"diseased","fear"
"diseased","negative"
"diseased","sadness"
"disembodied","fear"
"disembodied","negative"
"disembodied","sadness"
"disengagement","negative"
"disfigured","anger"
"disfigured","disgust"
"disfigured","fear"
"disfigured","negative"
"disfigured","sadness"
"disgrace","anger"
"disgrace","disgust"
"disgrace","negative"
"disgrace","sadness"
"disgraced","anger"
"disgraced","disgust"
"disgraced","negative"
"disgraced","sadness"
"disgraceful","anger"
"disgraceful","disgust"
"disgraceful","negative"
"disgruntled","anger"
"disgruntled","disgust"
"disgruntled","negative"
"disgruntled","sadness"
"disgust","anger"
"disgust","disgust"
"disgust","fear"
"disgust","negative"
"disgust","sadness"
"disgusting","anger"
"disgusting","disgust"
"disgusting","fear"
"disgusting","negative"
"disheartened","negative"
"disheartened","sadness"
"disheartening","negative"
"disheartening","sadness"
"dishonest","anger"
"dishonest","disgust"
"dishonest","negative"
"dishonest","sadness"
"dishonesty","disgust"
"dishonesty","negative"
"dishonor","anger"
"dishonor","disgust"
"dishonor","fear"
"dishonor","negative"
"dishonor","sadness"
"disillusionment","anger"
"disillusionment","disgust"
"disillusionment","negative"
"disillusionment","sadness"
"disinfection","positive"
"disinformation","anger"
"disinformation","fear"
"disinformation","negative"
"disingenuous","disgust"
"disingenuous","negative"
"disintegrate","disgust"
"disintegrate","fear"
"disintegrate","negative"
"disintegration","negative"
"disinterested","negative"
"dislike","anger"
"dislike","disgust"
"dislike","negative"
"disliked","anger"
"disliked","negative"
"disliked","sadness"
"dislocated","anger"
"dislocated","disgust"
"dislocated","fear"
"dislocated","negative"
"dislocated","sadness"
"dismal","disgust"
"dismal","fear"
"dismal","negative"
"dismal","sadness"
"dismay","anger"
"dismay","anticipation"
"dismay","fear"
"dismay","negative"
"dismay","sadness"
"dismay","surprise"
"dismemberment","disgust"
"dismemberment","fear"
"dismemberment","negative"
"dismemberment","sadness"
"dismissal","anger"
"dismissal","disgust"
"dismissal","fear"
"dismissal","negative"
"dismissal","sadness"
"dismissal","surprise"
"disobedience","anger"
"disobedience","disgust"
"disobedience","negative"
"disobedient","anger"
"disobedient","negative"
"disobey","anger"
"disobey","disgust"
"disobey","negative"
"disorder","fear"
"disorder","negative"
"disorderly","negative"
"disorganized","negative"
"disparage","anger"
"disparage","disgust"
"disparage","negative"
"disparage","sadness"
"disparaging","anger"
"disparaging","disgust"
"disparaging","negative"
"disparaging","sadness"
"disparity","anger"
"disparity","disgust"
"disparity","negative"
"disparity","sadness"
"dispassionate","negative"
"dispassionate","sadness"
"dispel","negative"
"dispel","sadness"
"dispersion","negative"
"displace","negative"
"displaced","anger"
"displaced","fear"
"displaced","sadness"
"displeased","anger"
"displeased","disgust"
"displeased","fear"
"displeased","negative"
"displeased","sadness"
"displeasure","disgust"
"displeasure","negative"
"disposal","negative"
"dispose","disgust"
"disposed","anticipation"
"disposed","positive"
"disposed","trust"
"dispossessed","anger"
"dispossessed","fear"
"dispossessed","negative"
"dispossessed","sadness"
"dispute","anger"
"dispute","negative"
"disqualification","negative"
"disqualified","anger"
"disqualified","disgust"
"disqualified","negative"
"disqualified","sadness"
"disqualify","negative"
"disqualify","sadness"
"disregard","negative"
"disregarded","disgust"
"disregarded","negative"
"disreputable","anger"
"disreputable","disgust"
"disreputable","fear"
"disreputable","negative"
"disrespect","anger"
"disrespect","negative"
"disrespectful","anger"
"disrespectful","disgust"
"disrespectful","fear"
"disrespectful","negative"
"disrespectful","sadness"
"disruption","anger"
"disruption","fear"
"disruption","negative"
"disruption","surprise"
"dissatisfaction","negative"
"dissection","disgust"
"disseminate","positive"
"dissension","anger"
"dissension","negative"
"dissenting","negative"
"disservice","anger"
"disservice","disgust"
"disservice","negative"
"disservice","sadness"
"dissident","anger"
"dissident","fear"
"dissident","negative"
"dissolution","anger"
"dissolution","fear"
"dissolution","negative"
"dissolution","sadness"
"dissolution","surprise"
"dissonance","anger"
"dissonance","negative"
"distaste","disgust"
"distaste","negative"
"distasteful","disgust"
"distasteful","negative"
"distillation","positive"
"distinction","positive"
"distorted","disgust"
"distorted","negative"
"distortion","negative"
"distract","negative"
"distracted","anger"
"distracted","negative"
"distracting","anger"
"distracting","anticipation"
"distracting","negative"
"distraction","negative"
"distraught","negative"
"distraught","sadness"
"distress","anger"
"distress","disgust"
"distress","fear"
"distress","negative"
"distress","sadness"
"distress","surprise"
"distressed","fear"
"distressed","negative"
"distressing","anger"
"distressing","fear"
"distressing","negative"
"distrust","anger"
"distrust","disgust"
"distrust","fear"
"distrust","negative"
"disturbance","anger"
"disturbance","fear"
"disturbance","negative"
"disturbance","sadness"
"disturbance","surprise"
"disturbed","anger"
"disturbed","negative"
"disturbed","sadness"
"disuse","negative"
"disused","anger"
"disused","negative"
"ditty","joy"
"ditty","positive"
"divan","trust"
"divergent","negative"
"divergent","surprise"
"diverse","negative"
"diverse","positive"
"diversified","positive"
"diversion","positive"
"diversion","surprise"
"divested","negative"
"divestment","negative"
"divination","anticipation"
"divinity","positive"
"divorce","anger"
"divorce","disgust"
"divorce","fear"
"divorce","negative"
"divorce","sadness"
"divorce","surprise"
"divorce","trust"
"dizziness","negative"
"dizzy","negative"
"docked","negative"
"doctor","positive"
"doctor","trust"
"doctrine","trust"
"doer","positive"
"dogged","positive"
"dogma","trust"
"doit","negative"
"doldrums","negative"
"doldrums","sadness"
"dole","negative"
"dole","sadness"
"doll","joy"
"dolor","negative"
"dolor","sadness"
"dolphin","joy"
"dolphin","positive"
"dolphin","surprise"
"dolphin","trust"
"dominant","fear"
"dominant","negative"
"dominate","anger"
"dominate","fear"
"dominate","negative"
"dominate","positive"
"domination","anger"
"domination","fear"
"domination","negative"
"domination","sadness"
"dominion","fear"
"dominion","trust"
"don","positive"
"don","trust"
"donation","positive"
"donkey","disgust"
"donkey","negative"
"doodle","negative"
"doom","fear"
"doom","negative"
"doomed","fear"
"doomed","negative"
"doomed","sadness"
"doomsday","anger"
"doomsday","anticipation"
"doomsday","disgust"
"doomsday","fear"
"doomsday","negative"
"doomsday","sadness"
"doubt","fear"
"doubt","negative"
"doubt","sadness"
"doubt","trust"
"doubtful","negative"
"doubting","negative"
"doubtless","positive"
"doubtless","trust"
"douche","negative"
"dour","negative"
"dove","anticipation"
"dove","joy"
"dove","positive"
"dove","trust"
"downfall","fear"
"downfall","negative"
"downfall","sadness"
"downright","trust"
"downy","positive"
"drab","negative"
"drab","sadness"
"draft","anticipation"
"dragon","fear"
"drainage","negative"
"drawback","negative"
"dread","anticipation"
"dread","fear"
"dread","negative"
"dreadful","anger"
"dreadful","anticipation"
"dreadful","disgust"
"dreadful","fear"
"dreadful","negative"
"dreadful","sadness"
"dreadfully","disgust"
"dreadfully","fear"
"dreadfully","negative"
"dreadfully","sadness"
"dreadfully","surprise"
"dreary","negative"
"dreary","sadness"
"drinking","negative"
"drivel","disgust"
"drivel","negative"
"drone","negative"
"drool","disgust"
"drooping","negative"
"drought","negative"
"drown","fear"
"drown","negative"
"drown","sadness"
"drowsiness","negative"
"drudgery","negative"
"drugged","sadness"
"drunken","disgust"
"drunken","negative"
"drunkenness","negative"
"dubious","fear"
"dubious","negative"
"dubious","trust"
"duel","anger"
"duel","anticipation"
"duel","fear"
"duet","positive"
"duke","positive"
"dull","negative"
"dull","sadness"
"dumb","negative"
"dummy","negative"
"dumps","anger"
"dumps","negative"
"dumps","sadness"
"dun","negative"
"dung","disgust"
"dungeon","fear"
"dungeon","negative"
"dupe","anger"
"dupe","negative"
"duplicity","anger"
"duplicity","negative"
"durability","positive"
"durability","trust"
"durable","positive"
"durable","trust"
"duress","anger"
"duress","disgust"
"duress","fear"
"duress","negative"
"duress","sadness"
"dust","negative"
"dutiful","anticipation"
"dutiful","positive"
"dutiful","trust"
"dwarfed","fear"
"dwarfed","negative"
"dwarfed","sadness"
"dying","anger"
"dying","disgust"
"dying","fear"
"dying","negative"
"dying","sadness"
"dynamic","surprise"
"dysentery","disgust"
"dysentery","negative"
"dysentery","sadness"
"eager","anticipation"
"eager","joy"
"eager","positive"
"eager","surprise"
"eager","trust"
"eagerness","anticipation"
"eagerness","joy"
"eagerness","positive"
"eagerness","trust"
"eagle","trust"
"earl","positive"
"earn","positive"
"earnest","positive"
"earnestly","positive"
"earnestness","positive"
"earthquake","anger"
"earthquake","fear"
"earthquake","negative"
"earthquake","sadness"
"earthquake","surprise"
"ease","positive"
"easement","positive"
"easygoing","positive"
"eat","positive"
"eavesdropping","negative"
"economy","trust"
"ecstasy","anticipation"
"ecstasy","joy"
"ecstasy","positive"
"ecstatic","anticipation"
"ecstatic","joy"
"ecstatic","positive"
"ecstatic","surprise"
"edict","fear"
"edict","negative"
"edification","anticipation"
"edification","joy"
"edification","positive"
"edification","trust"
"edition","anticipation"
"educate","positive"
"educated","positive"
"educational","positive"
"educational","trust"
"eel","fear"
"effective","positive"
"effective","trust"
"effeminate","negative"
"efficacy","positive"
"efficiency","positive"
"efficient","anticipation"
"efficient","positive"
"efficient","trust"
"effigy","anger"
"effort","positive"
"egotistical","disgust"
"egotistical","negative"
"egregious","anger"
"egregious","disgust"
"egregious","negative"
"ejaculation","anticipation"
"ejaculation","joy"
"ejaculation","positive"
"ejaculation","surprise"
"ejaculation","trust"
"eject","negative"
"ejection","negative"
"elaboration","positive"
"elated","joy"
"elated","positive"
"elbow","anger"
"elder","positive"
"elder","trust"
"elders","positive"
"elders","trust"
"elect","positive"
"elect","trust"
"electorate","trust"
"electric","joy"
"electric","positive"
"electric","surprise"
"electricity","positive"
"elegance","anticipation"
"elegance","joy"
"elegance","positive"
"elegance","trust"
"elegant","joy"
"elegant","positive"
"elevation","anticipation"
"elevation","fear"
"elevation","joy"
"elevation","positive"
"elevation","trust"
"elf","anger"
"elf","disgust"
"elf","fear"
"eligible","positive"
"elimination","anger"
"elimination","disgust"
"elimination","fear"
"elimination","negative"
"elimination","sadness"
"elite","anticipation"
"elite","joy"
"elite","positive"
"elite","trust"
"eloquence","positive"
"eloquent","positive"
"elucidate","positive"
"elucidate","trust"
"elusive","negative"
"elusive","surprise"
"emaciated","fear"
"emaciated","negative"
"emaciated","sadness"
"emancipation","anticipation"
"emancipation","joy"
"emancipation","positive"
"embargo","negative"
"embarrass","negative"
"embarrass","sadness"
"embarrassing","negative"
"embarrassment","fear"
"embarrassment","negative"
"embarrassment","sadness"
"embarrassment","surprise"
"embezzlement","negative"
"embolism","fear"
"embolism","negative"
"embolism","sadness"
"embrace","anticipation"
"embrace","joy"
"embrace","positive"
"embrace","surprise"
"embrace","trust"
"embroiled","negative"
"emergency","fear"
"emergency","negative"
"emergency","sadness"
"emergency","surprise"
"emeritus","positive"
"eminence","positive"
"eminence","trust"
"eminent","positive"
"eminently","positive"
"emir","positive"
"empathy","positive"
"emphasize","trust"
"employ","trust"
"empower","positive"
"emptiness","sadness"
"emulate","positive"
"enable","positive"
"enable","trust"
"enablement","positive"
"enablement","trust"
"enchant","anticipation"
"enchant","joy"
"enchant","positive"
"enchant","surprise"
"enchanted","joy"
"enchanted","positive"
"enchanted","trust"
"enchanting","anticipation"
"enchanting","joy"
"enchanting","positive"
"enclave","negative"
"encore","positive"
"encourage","joy"
"encourage","positive"
"encourage","trust"
"encouragement","positive"
"encroachment","fear"
"encroachment","negative"
"encumbrance","anger"
"encumbrance","fear"
"encumbrance","negative"
"encumbrance","sadness"
"encyclopedia","positive"
"encyclopedia","trust"
"endanger","anticipation"
"endanger","fear"
"endanger","negative"
"endangered","fear"
"endangered","negative"
"endeavor","anticipation"
"endeavor","positive"
"endemic","disgust"
"endemic","fear"
"endemic","negative"
"endemic","sadness"
"endless","anger"
"endless","fear"
"endless","joy"
"endless","negative"
"endless","positive"
"endless","sadness"
"endless","trust"
"endocarditis","fear"
"endocarditis","sadness"
"endow","positive"
"endow","trust"
"endowed","positive"
"endowment","positive"
"endowment","trust"
"endurance","positive"
"endure","positive"
"enema","disgust"
"enemy","anger"
"enemy","disgust"
"enemy","fear"
"enemy","negative"
"energetic","positive"
"enforce","anger"
"enforce","fear"
"enforce","negative"
"enforce","positive"
"enforcement","negative"
"engaged","anticipation"
"engaged","joy"
"engaged","positive"
"engaged","trust"
"engaging","joy"
"engaging","positive"
"engaging","trust"
"engulf","anticipation"
"enhance","positive"
"enigmatic","fear"
"enigmatic","negative"
"enjoy","anticipation"
"enjoy","joy"
"enjoy","positive"
"enjoy","trust"
"enjoying","anticipation"
"enjoying","joy"
"enjoying","positive"
"enjoying","trust"
"enlighten","joy"
"enlighten","positive"
"enlighten","trust"
"enlightenment","joy"
"enlightenment","positive"
"enlightenment","trust"
"enliven","joy"
"enliven","positive"
"enliven","surprise"
"enliven","trust"
"enmity","anger"
"enmity","fear"
"enmity","negative"
"enmity","sadness"
"enrich","positive"
"enroll","anticipation"
"enroll","trust"
"ensemble","positive"
"ensemble","trust"
"ensign","positive"
"enslave","negative"
"enslaved","anger"
"enslaved","disgust"
"enslaved","fear"
"enslaved","negative"
"enslaved","sadness"
"enslavement","negative"
"entangled","anger"
"entangled","disgust"
"entangled","fear"
"entangled","negative"
"entangled","sadness"
"entanglement","negative"
"enterprising","positive"
"entertain","joy"
"entertain","positive"
"entertained","joy"
"entertained","positive"
"entertaining","anticipation"
"entertaining","joy"
"entertaining","positive"
"entertainment","anticipation"
"entertainment","joy"
"entertainment","positive"
"entertainment","surprise"
"entertainment","trust"
"enthusiasm","anticipation"
"enthusiasm","joy"
"enthusiasm","positive"
"enthusiasm","surprise"
"enthusiast","anticipation"
"enthusiast","joy"
"enthusiast","positive"
"enthusiast","surprise"
"entrails","disgust"
"entrails","negative"
"entrust","trust"
"envious","negative"
"environ","positive"
"ephemeris","positive"
"epic","positive"
"epidemic","anger"
"epidemic","anticipation"
"epidemic","disgust"
"epidemic","fear"
"epidemic","negative"
"epidemic","sadness"
"epidemic","surprise"
"epilepsy","negative"
"episcopal","trust"
"epitaph","sadness"
"epitome","positive"
"equality","joy"
"equality","positive"
"equality","trust"
"equally","positive"
"equilibrium","positive"
"equity","positive"
"eradicate","anger"
"eradicate","negative"
"eradication","anger"
"eradication","disgust"
"eradication","fear"
"eradication","negative"
"erase","fear"
"erase","negative"
"erosion","negative"
"erotic","anticipation"
"erotic","joy"
"erotic","negative"
"erotic","positive"
"erotic","surprise"
"erotic","trust"
"err","negative"
"errand","anticipation"
"errand","positive"
"errand","trust"
"errant","negative"
"erratic","negative"
"erratic","surprise"
"erratum","negative"
"erroneous","negative"
"error","negative"
"error","sadness"
"erudite","positive"
"erupt","anger"
"erupt","negative"
"erupt","surprise"
"eruption","anger"
"eruption","fear"
"eruption","negative"
"eruption","surprise"
"escalate","anger"
"escalate","negative"
"escape","anticipation"
"escape","fear"
"escape","negative"
"escape","positive"
"escaped","fear"
"eschew","anger"
"eschew","negative"
"eschew","sadness"
"escort","trust"
"espionage","negative"
"esprit","positive"
"essential","positive"
"establish","trust"
"established","joy"
"established","positive"
"esteem","joy"
"esteem","positive"
"esteem","sadness"
"esteem","trust"
"esthetic","positive"
"estranged","negative"
"ethereal","fear"
"ethical","positive"
"ethics","positive"
"euthanasia","fear"
"euthanasia","negative"
"euthanasia","sadness"
"evacuate","fear"
"evacuate","negative"
"evacuation","negative"
"evade","anger"
"evade","disgust"
"evade","fear"
"evade","negative"
"evanescence","sadness"
"evanescence","surprise"
"evasion","fear"
"evasion","negative"
"evasion","sadness"
"eventual","anticipation"
"eventuality","anticipation"
"eventuality","fear"
"evergreen","joy"
"evergreen","positive"
"evergreen","trust"
"everlasting","positive"
"evict","negative"
"evict","sadness"
"eviction","anger"
"eviction","disgust"
"eviction","fear"
"eviction","negative"
"eviction","sadness"
"evident","positive"
"evident","trust"
"evil","anger"
"evil","disgust"
"evil","fear"
"evil","negative"
"evil","sadness"
"evolution","positive"
"exacerbate","negative"
"exacerbation","anger"
"exacerbation","fear"
"exacerbation","negative"
"exacting","negative"
"exaggerate","anger"
"exaggerate","negative"
"exaggerated","negative"
"exalt","anticipation"
"exalt","joy"
"exalt","positive"
"exalt","trust"
"exaltation","joy"
"exaltation","positive"
"exaltation","trust"
"exalted","joy"
"exalted","positive"
"exalted","trust"
"examination","fear"
"examination","negative"
"examination","surprise"
"exasperation","anger"
"exasperation","disgust"
"exasperation","negative"
"excavation","anticipation"
"excavation","negative"
"excavation","surprise"
"exceed","anticipation"
"exceed","joy"
"exceed","positive"
"excel","anticipation"
"excel","joy"
"excel","positive"
"excel","surprise"
"excel","trust"
"excellence","disgust"
"excellence","joy"
"excellence","positive"
"excellence","trust"
"excellent","joy"
"excellent","positive"
"excellent","trust"
"excess","negative"
"exchange","positive"
"exchange","trust"
"excise","negative"
"excitable","positive"
"excitation","anger"
"excitation","anticipation"
"excitation","fear"
"excitation","joy"
"excitation","positive"
"excitation","surprise"
"excite","anger"
"excite","anticipation"
"excite","fear"
"excite","joy"
"excite","positive"
"excite","surprise"
"excited","anticipation"
"excited","joy"
"excited","positive"
"excited","surprise"
"excited","trust"
"excitement","anticipation"
"excitement","joy"
"excitement","positive"
"excitement","surprise"
"exciting","anticipation"
"exciting","joy"
"exciting","positive"
"exciting","surprise"
"exclaim","surprise"
"excluded","disgust"
"excluded","negative"
"excluded","sadness"
"excluding","negative"
"excluding","sadness"
"exclusion","disgust"
"exclusion","fear"
"exclusion","negative"
"exclusion","sadness"
"excrement","disgust"
"excrement","negative"
"excretion","disgust"
"excruciating","fear"
"excruciating","negative"
"excuse","negative"
"execution","anger"
"execution","fear"
"execution","negative"
"execution","sadness"
"execution","trust"
"executioner","anger"
"executioner","fear"
"executioner","negative"
"executioner","sadness"
"executor","trust"
"exemplary","positive"
"exemption","positive"
"exhaust","negative"
"exhausted","negative"
"exhausted","sadness"
"exhaustion","anticipation"
"exhaustion","negative"
"exhaustion","sadness"
"exhaustive","trust"
"exhilaration","joy"
"exhilaration","positive"
"exhilaration","surprise"
"exhort","positive"
"exhortation","positive"
"exigent","anticipation"
"exigent","disgust"
"exigent","fear"
"exigent","negative"
"exigent","surprise"
"exile","anger"
"exile","fear"
"exile","negative"
"exile","sadness"
"existence","positive"
"exorcism","fear"
"exorcism","negative"
"exorcism","sadness"
"exotic","positive"
"expatriate","negative"
"expect","anticipation"
"expect","positive"
"expect","surprise"
"expect","trust"
"expectancy","anticipation"
"expectant","anticipation"
"expectation","anticipation"
"expectation","positive"
"expected","anticipation"
"expecting","anticipation"
"expedient","joy"
"expedient","positive"
"expedient","trust"
"expedition","anticipation"
"expedition","positive"
"expel","anger"
"expel","disgust"
"expel","fear"
"expel","negative"
"expel","sadness"
"expenditure","negative"
"expenses","negative"
"experienced","positive"
"experienced","trust"
"experiment","anticipation"
"experiment","surprise"
"expert","positive"
"expert","trust"
"expertise","positive"
"expertise","trust"
"expire","negative"
"expire","sadness"
"expired","negative"
"explain","positive"
"explain","trust"
"expletive","anger"
"expletive","negative"
"explode","anger"
"explode","fear"
"explode","negative"
"explode","sadness"
"explode","surprise"
"explore","anticipation"
"explosion","fear"
"explosion","negative"
"explosion","surprise"
"explosive","anger"
"explosive","anticipation"
"explosive","fear"
"explosive","negative"
"explosive","surprise"
"expose","anticipation"
"expose","fear"
"exposed","negative"
"expropriation","negative"
"expulsion","anger"
"expulsion","disgust"
"expulsion","fear"
"expulsion","negative"
"expulsion","sadness"
"exquisite","joy"
"exquisite","positive"
"exquisitely","positive"
"extend","positive"
"extensive","positive"
"exterminate","fear"
"exterminate","negative"
"exterminate","sadness"
"extermination","anger"
"extermination","fear"
"extermination","negative"
"extinct","negative"
"extinct","sadness"
"extinguish","anger"
"extinguish","negative"
"extra","positive"
"extrajudicial","fear"
"extrajudicial","negative"
"extraordinary","positive"
"extremity","negative"
"extricate","anticipation"
"extricate","positive"
"exuberance","joy"
"exuberance","positive"
"eyewitness","trust"
"fabricate","negative"
"fabrication","negative"
"fabrication","trust"
"facilitate","positive"
"fact","trust"
"facts","positive"
"facts","trust"
"faculty","positive"
"faculty","trust"
"fade","negative"
"faeces","disgust"
"faeces","negative"
"failing","anger"
"failing","anticipation"
"failing","fear"
"failing","negative"
"failing","sadness"
"failure","disgust"
"failure","fear"
"failure","negative"
"failure","sadness"
"fain","anticipation"
"fain","joy"
"fain","positive"
"fain","trust"
"fainting","fear"
"fainting","negative"
"fainting","sadness"
"fainting","surprise"
"fair","positive"
"fairly","positive"
"fairly","trust"
"faith","anticipation"
"faith","joy"
"faith","positive"
"faith","trust"
"faithful","positive"
"faithful","trust"
"faithless","negative"
"faithless","sadness"
"fake","negative"
"fall","negative"
"fall","sadness"
"fallacious","anger"
"fallacious","negative"
"fallacy","negative"
"fallible","negative"
"falling","negative"
"falling","sadness"
"fallow","negative"
"falsehood","anger"
"falsehood","negative"
"falsehood","trust"
"falsely","negative"
"falsification","anger"
"falsification","negative"
"falsify","disgust"
"falsify","negative"
"falsity","disgust"
"falsity","negative"
"falter","fear"
"falter","negative"
"fame","positive"
"familiar","positive"
"familiar","trust"
"familiarity","anticipation"
"familiarity","joy"
"familiarity","positive"
"familiarity","trust"
"famine","negative"
"famine","sadness"
"famous","positive"
"famously","positive"
"fanatic","negative"
"fanaticism","fear"
"fancy","anticipation"
"fancy","joy"
"fancy","positive"
"fanfare","anticipation"
"fanfare","joy"
"fanfare","positive"
"fanfare","surprise"
"fang","fear"
"fangs","fear"
"farce","negative"
"farcical","disgust"
"farcical","negative"
"farm","anticipation"
"fascinating","positive"
"fascination","positive"
"fashionable","positive"
"fasting","negative"
"fasting","sadness"
"fat","disgust"
"fat","negative"
"fat","sadness"
"fatal","anger"
"fatal","fear"
"fatal","negative"
"fatal","sadness"
"fatality","fear"
"fatality","negative"
"fatality","sadness"
"fate","anticipation"
"fate","negative"
"father","trust"
"fatigue","negative"
"fatigued","negative"
"fatigued","sadness"
"fatty","disgust"
"fatty","negative"
"fatty","sadness"
"fault","negative"
"fault","sadness"
"faultless","positive"
"faultless","trust"
"faulty","negative"
"favorable","anticipation"
"favorable","joy"
"favorable","positive"
