"uniqueID","tires","Weight","Quarterly_Tax","Doors","CC","Automatic","Met_Color","HP","Fuel_Type","KM","Age_08_04","Price"
409,1,1060,85,5,1400,0,1,97,"Petrol",102030,50,9950
410,1,1080,85,5,1600,0,0,110,"Petrol",101352,54,11950
411,1,1035,69,4,1600,0,1,110,"Petrol",99865,50,7900
412,1,1055,85,3,1600,0,1,110,"Petrol",99323,52,10950
413,1,1140,185,5,1900,0,1,69,"Diesel",98100,48,8950
414,1,1080,85,5,1600,0,0,110,"Petrol",98040,51,11950
415,1,1045,69,3,1600,0,1,110,"Petrol",97600,49,10900
416,1,1080,85,5,1600,0,0,110,"Petrol",97234,55,9950
417,1,1115,185,3,2000,0,0,72,"Diesel",96135,51,9950
418,1,1080,85,5,1600,0,1,110,"Petrol",96100,54,10950
419,1,1115,185,3,2000,0,0,72,"Diesel",94401,55,8950
420,1,1015,69,3,1300,0,1,86,"Petrol",94122,55,8950
421,1,1055,85,3,1600,0,1,110,"Petrol",91340,49,10500
422,1,1025,69,3,1400,0,0,97,"Petrol",90200,53,8950
423,1,1140,185,5,1900,0,1,69,"Diesel",90097,53,9250
424,1,1060,85,5,1400,0,1,97,"Petrol",89049,48,11500
425,1,1075,85,5,1600,0,0,110,"Petrol",89000,52,9750
426,1,1040,69,3,1600,0,1,110,"Petrol",87274,45,9950
427,1,1045,69,3,1600,0,0,110,"Petrol",86221,49,11450
428,1,1075,19,5,1600,0,0,110,"Petrol",84598,54,12500
429,1,1075,85,5,1600,0,0,110,"Petrol",83567,50,10500
430,1,1075,85,5,1600,0,1,110,"Petrol",83106,50,12950
431,1,1040,69,3,1600,0,1,110,"Petrol",82805,50,12200
432,1,1030,69,3,1400,0,1,97,"Petrol",82735,50,10950
433,1,1105,19,5,1600,0,1,110,"Petrol",81905,54,10950
434,1,1070,85,3,1600,1,1,110,"Petrol",80320,49,11290
435,1,1030,69,3,1400,0,1,97,"Petrol",80090,49,10750
436,1,1075,85,5,1600,0,0,110,"Petrol",79800,53,10895
437,1,1119,197,5,1600,0,1,110,"CNG",78785,47,11500
438,1,1075,85,5,1600,0,1,110,"Petrol",78600,48,9750
439,1,1040,69,3,1600,0,0,110,"Petrol",77780,55,10250
440,1,1030,69,4,1600,0,0,110,"Petrol",77648,49,12500
441,1,1035,69,4,1600,0,1,110,"Petrol",77270,54,11950
442,1,1060,85,5,1400,0,1,97,"Petrol",76167,50,10750
443,1,1035,69,4,1600,0,1,110,"Petrol",75249,46,11450
444,1,1080,85,5,1600,0,1,110,"Petrol",75231,54,11950
445,1,1055,85,3,1600,0,1,110,"Petrol",75045,48,11750
446,1,1060,85,4,1600,1,1,110,"Petrol",74849,50,10950
447,1,1080,85,5,1600,0,1,110,"Petrol",74715,55,11950
448,1,1105,185,3,1900,0,0,69,"Diesel",74656,49,10995
449,1,1025,69,3,1400,0,0,97,"Petrol",74500,56,11450
450,1,1075,85,5,1600,0,1,110,"Petrol",74494,49,8900
451,1,1075,85,5,1587,0,0,110,"Petrol",73634,50,10500
452,1,1075,85,5,1600,0,1,110,"Petrol",73403,47,11750
453,1,1030,69,3,1400,0,1,97,"Petrol",73175,49,11450
454,1,1055,85,3,1600,0,0,110,"Petrol",73000,52,12000
455,1,1070,85,3,1600,1,0,110,"Petrol",72242,50,11950
456,1,1025,69,3,1400,0,1,97,"Petrol",72000,53,9850
457,1,1035,69,4,1600,0,1,110,"Petrol",71725,54,10950
458,1,1080,85,5,1600,0,0,110,"Petrol",71276,54,10950
459,1,1105,185,3,1900,0,1,69,"Diesel",70440,50,8695
460,1,1040,69,3,1600,0,0,110,"Petrol",70239,53,10990
461,1,1025,69,3,1400,0,1,97,"Petrol",69813,55,9500
462,1,1025,69,3,1300,0,0,86,"Petrol",69659,49,11950
463,1,1065,85,5,1400,0,0,97,"Petrol",69574,46,10750
464,1,1140,185,5,1900,0,1,69,"Diesel",69000,47,8750
465,1,1030,69,4,1600,0,1,110,"Petrol",68565,49,8750
466,1,1115,185,3,2000,0,1,72,"Diesel",68520,55,11450
467,1,1025,69,3,1400,0,0,97,"Petrol",68414,46,9950
468,1,1090,85,5,1600,0,0,110,"Petrol",66777,56,11950
469,1,1080,85,5,1600,0,1,110,"Petrol",66527,52,13950
470,1,1090,85,5,1600,0,1,110,"Petrol",66063,54,11250
471,1,1060,85,5,1400,0,1,97,"Petrol",65471,50,10900
472,1,1025,69,3,1400,0,1,97,"Petrol",65400,56,9750
473,1,1025,69,3,1400,0,1,97,"Petrol",65170,52,9950
474,1,1075,19,5,1600,0,1,110,"Petrol",65000,56,11950
475,1,1040,69,3,1600,0,1,110,"Petrol",64193,48,10450
476,1,1025,69,3,1400,0,1,97,"Petrol",64000,54,8950
477,1,1075,85,5,1600,0,1,110,"Petrol",63792,54,10250
478,1,1035,69,4,1600,0,1,110,"Petrol",63635,53,9930
479,1,1050,69,3,1600,0,1,110,"Petrol",63135,54,10500
480,1,1035,69,4,1600,0,1,110,"Petrol",63123,54,11950
481,1,1140,185,5,1900,0,1,69,"Diesel",63000,48,11500
482,1,1035,69,4,1600,0,0,110,"Petrol",63000,55,11500
483,1,1080,85,5,1600,0,0,110,"Petrol",62987,54,11450
484,1,1050,69,3,1600,0,0,110,"Petrol",62751,56,9900
485,1,1025,69,3,1400,0,0,97,"Petrol",62519,54,9500
486,1,1060,85,5,1400,0,1,97,"Petrol",62280,50,10500
487,1,1075,85,5,1600,0,0,110,"Petrol",61672,50,10750
488,1,1140,185,5,2000,0,0,69,"Diesel",61000,54,8950
489,1,1050,69,3,1600,0,1,110,"Petrol",61000,56,12000
490,1,1105,19,4,1600,0,1,110,"Petrol",60558,53,9940
491,1,1030,69,4,1600,0,0,110,"Petrol",60348,47,10950
492,1,1075,85,5,1600,0,1,110,"Petrol",60239,54,10750
493,1,1025,69,3,1400,0,1,97,"Petrol",59000,51,9799
494,1,1060,85,5,1300,0,0,97,"Petrol",58761,51,11750
495,1,1035,69,4,1600,0,1,110,"Petrol",58745,54,11950
496,1,1045,69,3,1600,0,1,110,"Petrol",58596,52,11250
497,1,1075,85,5,1600,0,0,110,"Petrol",58530,54,11750
498,1,1050,69,3,1600,0,1,110,"Petrol",58377,55,10950
499,1,1080,85,5,1600,0,1,110,"Petrol",58142,56,11250
500,1,1025,69,3,1400,0,1,97,"Petrol",57948,53,9950
501,1,1080,85,5,1600,0,0,110,"Petrol",57645,51,9700
502,1,1105,19,4,1600,0,1,110,"Petrol",57500,47,11950
503,1,1040,69,3,1600,0,0,110,"Petrol",57475,53,9900
504,1,1045,69,3,1600,0,0,110,"Petrol",56743,55,9990
505,1,1025,69,3,1400,0,1,97,"Petrol",56675,48,9475
506,1,1075,85,5,1600,0,1,110,"Petrol",55877,54,11500
507,1,1035,69,4,1600,0,1,110,"Petrol",55500,53,11950
508,1,1060,85,5,1400,0,1,97,"Petrol",54900,55,11500
509,1,1075,85,5,1600,0,0,110,"Petrol",54465,50,10500
510,1,1060,85,5,1400,0,1,97,"Petrol",53700,46,10900
511,1,1060,85,5,1400,0,1,97,"Petrol",53561,52,11700
512,1,1080,85,5,1600,0,1,110,"Petrol",53408,51,11900
513,1,1080,85,5,1600,0,1,110,"Petrol",53268,51,13950
514,1,1025,69,3,1400,0,1,97,"Petrol",53116,49,10950
515,1,1025,69,3,1400,0,0,97,"Petrol",52448,56,10500
516,1,1085,19,3,1400,0,1,97,"Petrol",52149,55,10750
517,1,1070,85,5,1600,0,1,110,"Petrol",52141,55,11950
518,1,1025,69,3,1400,0,0,97,"Petrol",52000,56,10000
519,1,1060,85,5,1400,0,1,97,"Petrol",50967,48,10495
520,1,1080,85,5,1600,0,0,110,"Petrol",50400,50,11450
521,1,1025,69,3,1400,0,1,97,"Petrol",50000,54,9400
522,1,1045,69,5,1300,0,1,86,"Petrol",50000,51,11950
523,1,1075,85,5,1600,0,0,110,"Petrol",49969,53,9650
524,1,1105,19,3,1600,0,1,110,"Petrol",49568,49,18950
525,1,1055,85,3,1600,0,0,110,"Petrol",49473,51,11450
526,1,1050,69,3,1600,0,1,110,"Petrol",49432,52,10250
527,1,1045,69,3,1600,0,1,110,"Petrol",49417,48,11450
528,1,1025,69,3,1400,0,1,97,"Petrol",49366,54,9950
529,1,1055,85,3,1600,0,1,110,"Petrol",48731,56,10500
530,1,1080,85,5,1600,0,1,110,"Petrol",48370,54,13750
531,1,1025,69,3,1400,0,0,97,"Petrol",48071,48,9950
532,1,1030,69,4,1600,0,1,110,"Petrol",47852,54,10250
533,1,1055,85,3,1600,0,0,110,"Petrol",47768,54,10850
534,1,1075,85,5,1600,0,0,110,"Petrol",47689,52,11895
535,1,1055,85,3,1600,0,1,110,"Petrol",47451,53,12950
536,1,1080,85,5,1600,0,1,110,"Petrol",47219,50,11950
537,1,1070,85,5,1600,0,1,110,"Petrol",47211,56,10750
538,1,1060,85,5,1400,0,0,97,"Petrol",46856,54,9550
539,1,1035,69,5,1300,0,0,86,"Petrol",46500,56,10950
540,1,1035,69,4,1600,0,1,110,"Petrol",46449,52,11750
541,1,1075,85,5,1600,0,0,110,"Petrol",46391,47,10950
542,1,1055,85,3,1600,0,1,110,"Petrol",46230,54,12450
543,1,1030,69,4,1600,0,1,110,"Petrol",46029,52,10500
544,1,1025,69,3,1400,0,0,97,"Petrol",46000,50,10900
545,1,1075,85,5,1600,0,1,110,"Petrol",45900,50,12950
546,1,1060,85,5,1400,0,0,97,"Petrol",45850,47,10950
547,1,1080,85,5,1600,0,1,110,"Petrol",45336,56,12500
548,1,1025,69,3,1400,0,0,97,"Petrol",44537,55,9950
549,1,1025,69,3,1300,0,1,86,"Petrol",43700,56,10750
550,1,1030,69,3,1400,0,1,97,"Petrol",43120,48,12500
551,1,1040,69,3,1600,0,0,110,"Petrol",41710,49,10450
552,1,1025,69,3,1400,0,1,97,"Petrol",41700,52,10750
553,1,1105,19,5,1600,0,1,110,"Petrol",41636,49,12950
554,1,1060,85,5,1400,0,0,97,"Petrol",41273,50,10995
555,1,1075,85,3,1600,1,0,110,"Petrol",40836,49,11950
556,1,1060,85,5,1400,0,1,97,"Petrol",40400,50,11250
557,1,1090,85,5,1600,0,1,110,"Petrol",40361,47,11950
558,1,1045,69,5,1300,0,0,86,"Petrol",40325,54,13750
559,1,1080,85,5,1600,0,0,110,"Petrol",40000,47,11000
560,1,1080,85,5,1600,0,1,110,"Petrol",39706,50,13500
561,1,1040,69,3,1600,0,1,110,"Petrol",39291,54,10950
562,1,1025,69,3,1400,0,0,97,"Petrol",39000,54,10750
563,1,1025,69,3,1400,0,1,97,"Petrol",38900,47,8950
564,1,1055,85,3,1600,0,0,110,"Petrol",38403,51,12950
565,1,1025,69,3,1400,0,0,97,"Petrol",37461,56,9750
566,1,1025,69,3,1400,0,1,97,"Petrol",37000,54,10900
567,1,1035,69,4,1600,0,1,110,"Petrol",36406,55,10995
568,1,1065,85,5,1400,0,1,97,"Petrol",36005,48,10750
569,1,1075,85,5,1600,0,1,110,"Petrol",36000,52,10950
570,1,1080,85,5,1600,0,0,110,"Petrol",36000,49,13000
571,1,1070,85,3,1600,1,1,110,"Petrol",36000,45,12950
572,1,1075,85,5,1600,0,0,110,"Petrol",35823,52,11500
573,1,1025,69,3,1400,0,0,97,"Petrol",35230,56,10950
574,1,1055,85,3,1600,0,0,110,"Petrol",35142,48,11710
575,1,1025,69,3,1400,0,0,97,"Petrol",34890,49,9980
576,1,1075,85,5,1600,0,1,110,"Petrol",34882,51,12250
577,1,1075,85,5,1600,0,1,110,"Petrol",34000,46,11500
578,1,1080,85,5,1600,0,0,110,"Petrol",33998,56,11950
579,1,1050,69,3,1600,0,0,110,"Petrol",33230,55,11500
580,1,1080,85,5,1600,0,1,110,"Petrol",33021,46,11900
581,1,1030,69,3,1400,0,0,97,"Petrol",31999,49,11930
582,1,1025,69,3,1400,0,0,97,"Petrol",31579,52,10500
583,1,1025,69,3,1400,0,0,97,"Petrol",31000,56,8950
584,1,1060,85,5,1400,0,1,97,"Petrol",30806,46,10450
585,1,1050,69,5,1300,0,1,86,"Petrol",30461,55,10500
586,1,1075,85,3,1600,1,1,110,"Petrol",29686,50,12950
587,1,1025,69,3,1300,0,0,86,"Petrol",29650,55,9950
588,1,1055,85,3,1600,0,1,110,"Petrol",29500,52,12900
589,1,1085,19,3,1400,0,0,97,"Petrol",28656,48,9950
590,1,1025,69,3,1400,0,1,97,"Petrol",27500,55,9950
591,1,1040,69,3,1600,0,1,110,"Petrol",26938,48,10950
592,1,1060,85,5,1400,0,0,97,"Petrol",26624,53,10950
593,1,1025,69,3,1400,0,1,97,"Petrol",26221,47,9950
594,1,1060,85,5,1400,0,1,97,"Petrol",22648,50,10950
595,1,1025,69,3,1400,0,1,97,"Petrol",22500,50,10800
596,1,1025,69,3,1400,0,0,97,"Petrol",19313,56,10500
597,1,1030,69,4,1600,0,0,110,"Petrol",17619,50,10450
598,1,1025,69,3,1400,0,1,97,"Petrol",17069,51,10600
599,1,1025,69,3,1400,0,1,97,"Petrol",15000,48,10450
600,1,1065,85,5,1400,0,0,97,"Petrol",10210,50,12950
601,1,1070,85,3,1600,1,1,110,"Petrol",5309,47,11250
602,1,1260,64,3,2000,0,1,90,"Diesel",1,50,7500
603,1,1025,69,3,1398,0,0,97,"Petrol",31000,52,8950
604,1,1100,185,4,2000,0,1,72,"Diesel",205000,58,6950
605,1,1115,185,3,2000,0,0,72,"Diesel",204250,68,7900
606,1,1000,69,4,1300,0,0,86,"Petrol",194545,68,5950
607,1,1115,185,3,2000,0,1,72,"Diesel",190900,59,7500
608,1,1140,185,5,2000,0,1,72,"Diesel",183500,62,7500
609,1,1115,185,3,2000,0,1,72,"Diesel",176184,65,6900
610,1,1100,185,4,2000,0,0,72,"Diesel",174833,67,5751
611,1,1015,69,3,1300,0,1,86,"Petrol",155720,68,6950
612,1,1050,69,5,1600,0,1,110,"Petrol",155500,67,7950
613,1,1120,185,3,2000,0,1,72,"Diesel",154783,59,7750
614,1,1135,185,5,2000,0,1,72,"Diesel",154462,64,7950
615,1,1065,85,3,1600,0,1,110,"Petrol",150585,64,8250
616,1,1135,64,5,2000,0,1,90,"Diesel",149000,67,6250
617,1,1135,185,5,2000,0,0,72,"Diesel",147636,62,9500
618,1,1135,64,5,2000,0,1,72,"Diesel",144521,59,6900
619,1,1065,72,3,1600,0,1,110,"CNG",144000,64,8450
620,1,1115,185,3,2000,0,1,72,"Diesel",140168,65,7350
621,1,1085,85,5,1600,0,1,110,"Petrol",140000,68,8950
622,1,1115,185,3,2000,0,0,72,"Diesel",139800,60,6900
623,1,1078,197,3,1600,0,1,110,"CNG",137050,59,8950
624,1,1065,85,3,1600,0,0,110,"Petrol",136956,61,8750
625,1,1120,197,5,1600,0,1,110,"CNG",135337,67,7950
626,1,1120,185,3,2000,0,1,72,"Diesel",133769,64,8950
627,1,1135,185,5,2000,0,1,72,"Diesel",133405,58,8950
628,1,1135,185,5,2000,0,1,72,"Diesel",132807,65,8950
629,1,1135,185,5,2000,0,0,72,"Diesel",132393,64,7950
630,1,1050,69,3,1600,0,0,110,"Petrol",130270,60,7750
631,1,1135,185,4,2000,0,1,72,"Diesel",130000,59,7500
632,1,1135,185,5,2000,0,1,72,"Diesel",127000,67,8950
633,1,1135,185,5,2000,0,0,72,"Diesel",126800,67,9800
634,1,1085,85,5,1600,0,1,110,"Petrol",126452,66,9450
635,1,1150,185,5,2000,0,0,116,"Diesel",125175,62,8950
636,1,1115,185,3,2000,0,1,72,"Diesel",125000,68,8750
637,1,1135,185,5,2000,0,0,72,"Diesel",123000,61,10500
638,1,1050,69,5,1300,0,0,86,"Petrol",121626,59,7995
639,1,1090,85,5,1600,0,0,110,"Petrol",120400,64,10450
640,1,1100,185,4,2000,0,0,72,"Diesel",120000,66,9950
641,1,1055,85,3,1600,0,0,110,"Petrol",119541,68,9950
642,1,1070,85,5,1600,0,1,110,"Petrol",119500,68,8950
643,1,1035,69,4,1600,0,1,110,"Petrol",119289,68,7950
644,1,1065,85,3,1600,0,0,110,"Petrol",118833,57,10950
645,1,1150,185,5,2000,0,1,72,"Diesel",118000,64,9950
646,1,1065,85,4,1600,1,1,110,"Petrol",117955,68,8600
647,1,1015,69,3,1300,0,0,86,"Petrol",117609,65,7250
648,1,1115,185,3,2000,0,0,72,"Diesel",117000,68,6950
649,1,1045,69,5,1300,0,0,86,"Petrol",116000,64,8000
650,1,1070,85,5,1600,0,0,110,"Petrol",115715,58,9950
651,1,1079,197,4,1600,0,1,110,"CNG",115191,60,9450
652,1,1055,85,3,1600,0,1,110,"Petrol",115071,68,7950
653,1,1109,197,3,1600,0,0,110,"CNG",115000,63,9450
654,1,1075,85,5,1600,0,1,110,"Petrol",114846,64,9950
655,1,1260,64,3,2000,0,0,90,"Diesel",114383,65,6950
656,1,1065,19,5,1600,0,1,110,"Petrol",113700,59,8250
657,1,1020,69,3,1300,0,1,86,"Petrol",113118,67,9950
658,1,1040,69,5,1300,0,1,86,"Petrol",112827,59,8250
659,1,1070,85,5,1600,0,1,110,"Petrol",112116,68,9950
660,1,1065,85,3,1600,0,1,110,"Petrol",112000,66,10500
661,1,1135,64,4,2000,0,0,72,"Diesel",112000,62,7950
662,1,1065,85,3,1600,0,0,110,"Petrol",111769,65,9750
663,1,1070,85,5,1600,0,1,110,"Petrol",110853,61,9250
664,1,1050,69,3,1600,0,1,110,"Petrol",110287,68,9500
665,1,1075,85,5,1600,0,0,110,"Petrol",109547,62,9950
666,1,1050,69,3,1600,0,0,110,"Petrol",109230,63,7750
667,1,1075,85,5,1600,0,0,110,"Petrol",109150,68,9500
668,1,1035,69,4,1600,0,1,110,"Petrol",108793,67,9950
669,1,1050,19,3,1600,1,0,110,"Petrol",106784,64,9750
670,1,1040,69,5,1300,0,0,86,"Petrol",105942,58,9750
671,1,1015,19,3,1300,0,1,86,"Petrol",105000,59,5950
672,1,1040,69,5,1300,0,0,86,"Petrol",105000,62,8500
673,1,1085,85,5,1600,0,1,110,"Petrol",104299,68,8495
674,1,1020,69,3,1300,0,0,86,"Petrol",104000,67,9250
675,1,1015,19,3,1300,0,1,86,"Petrol",104000,68,6900
676,1,1025,69,3,1300,0,1,86,"Petrol",103458,58,8950
677,1,1075,85,5,1600,0,1,110,"Petrol",103400,63,9500
678,1,1055,85,5,1300,0,0,86,"Petrol",102807,63,9250
679,1,1090,85,5,1600,0,0,110,"Petrol",102494,68,9895
680,1,1135,185,5,2000,0,1,72,"Diesel",102300,57,9950
681,1,1050,69,3,1600,0,0,110,"Petrol",102106,61,7950
682,1,1075,85,5,1600,0,1,110,"Petrol",101889,68,8750
683,1,1115,185,3,2000,0,0,72,"Diesel",101791,57,8250
684,1,1065,85,3,1600,0,1,110,"Petrol",101469,63,8950
685,1,1075,85,5,1600,0,0,110,"Petrol",101001,68,8950
686,1,1070,85,5,1600,0,0,110,"Petrol",100748,61,8950
687,1,1075,85,5,1600,0,1,110,"Petrol",100550,65,8950
688,1,1085,85,5,1600,0,1,110,"Petrol",99781,67,9450
689,1,1020,69,3,1300,0,1,86,"Petrol",98658,59,8950
690,1,1075,85,5,1600,0,1,110,"Petrol",98500,65,9250
691,1,1000,69,4,1300,0,0,86,"Petrol",98291,64,8750
692,1,1065,85,3,1600,0,1,110,"Petrol",97648,61,9950
693,1,1075,85,5,1600,0,1,110,"Petrol",97425,61,9950
694,1,1015,69,3,1300,0,0,86,"Petrol",97173,65,9900
695,1,1000,69,4,1300,0,1,86,"Petrol",97046,66,8950
696,1,1050,69,3,1600,0,1,110,"Petrol",96000,67,8950
697,1,1100,185,4,2000,0,0,72,"Diesel",96000,60,12250
698,1,1070,85,5,1600,0,1,110,"Petrol",95750,67,9250
699,1,1050,85,3,1600,0,1,110,"Petrol",95147,61,10250
700,1,1050,69,3,1600,0,0,110,"Petrol",95000,68,8950
701,1,1050,69,3,1600,0,1,110,"Petrol",95000,65,7999
702,1,1065,85,3,1600,0,0,110,"Petrol",94606,66,9900
703,1,1000,69,4,1300,0,1,86,"Petrol",94504,63,8250
704,1,1075,85,5,1600,0,1,110,"Petrol",93428,65,10500
705,1,1015,69,3,1300,0,0,86,"Petrol",93408,65,8450
706,1,1090,85,5,1600,0,1,110,"Petrol",93296,68,9900
707,1,1075,85,5,1600,0,1,110,"Petrol",93098,62,10500
708,1,1100,185,4,2000,0,1,72,"Diesel",92922,67,8500
709,1,1050,69,3,1600,0,1,110,"Petrol",92498,61,9500
710,1,1065,85,3,1600,0,0,110,"Petrol",92226,65,9450
711,1,1115,185,3,2000,0,0,72,"Diesel",91505,68,9900
712,1,1050,69,3,1600,0,1,110,"Petrol",91333,64,8250
713,1,1015,69,3,1300,0,1,86,"Petrol",91246,65,8750
714,1,1075,85,5,1600,0,1,110,"Petrol",91000,58,9500
715,1,1050,69,3,1600,0,0,110,"Petrol",90727,68,8450
716,1,1050,69,3,1600,0,0,110,"Petrol",90000,62,8490
717,1,1035,69,4,1600,0,0,110,"Petrol",89576,60,8750
718,1,1025,69,3,1300,0,1,86,"Petrol",89145,64,9750
719,1,1085,85,5,1600,0,1,110,"Petrol",89000,63,9950
720,1,1050,69,3,1600,0,0,110,"Petrol",88807,68,8500
721,1,1070,85,5,1600,0,0,110,"Petrol",88685,63,8450
722,1,1040,69,4,1600,0,1,110,"Petrol",88667,62,7900
723,1,1050,69,3,1600,0,1,110,"Petrol",88480,57,8750
724,1,1015,69,3,1300,0,0,86,"Petrol",88127,61,7950
725,1,1020,69,3,1300,0,0,86,"Petrol",88000,62,6900
726,1,1015,69,3,1300,0,1,86,"Petrol",87821,65,8150
727,1,1065,85,5,1300,1,1,86,"Petrol",87654,59,10995
728,1,1050,69,3,1600,0,1,110,"Petrol",86888,59,8900
729,1,1040,69,5,1300,0,1,86,"Petrol",86871,59,9500
730,1,1035,69,4,1600,0,1,110,"Petrol",86714,68,8950
731,1,1065,85,3,1600,0,0,110,"Petrol",85889,65,11500
732,1,1050,69,3,1600,0,1,110,"Petrol",85000,62,10450
733,1,1025,69,3,1300,0,1,86,"Petrol",85000,60,10500
734,1,1035,69,4,1600,0,1,110,"Petrol",84976,68,9250
735,1,1120,19,5,1600,0,1,110,"Petrol",84558,65,10950
736,1,1075,85,5,1600,0,0,110,"Petrol",84549,62,10450
737,1,1075,85,5,1600,0,1,110,"Petrol",84482,68,9250
738,1,1070,85,5,1600,0,1,110,"Petrol",83908,62,8750
739,1,1015,69,3,1300,0,0,86,"Petrol",83560,67,8750
740,1,1100,85,5,1600,1,1,107,"Petrol",83000,68,9800
741,1,1015,69,3,1300,0,0,86,"Petrol",82723,64,8250
742,1,1065,85,3,1600,0,1,110,"Petrol",82421,62,10450
743,1,1050,69,5,1600,0,0,110,"Petrol",82254,58,9750
744,1,1055,85,3,1600,0,1,110,"Petrol",82115,61,8950
745,1,1015,69,3,1300,0,1,86,"Petrol",82000,65,7450
746,1,1035,69,5,1300,0,1,86,"Petrol",81965,68,8450
747,1,1050,19,3,1600,0,0,110,"Petrol",81250,66,8250
748,1,1065,85,3,1600,0,1,110,"Petrol",81192,65,10950
749,1,1040,69,4,1600,0,1,110,"Petrol",81170,61,8950
750,1,1015,69,3,1300,0,0,86,"Petrol",81083,66,8750
751,1,1075,85,5,1600,0,1,110,"Petrol",80714,61,10450
752,1,1085,85,5,1600,0,0,110,"Petrol",80470,57,10950
753,1,1035,69,4,1600,0,1,110,"Petrol",80439,65,8450
754,1,1065,85,3,1600,0,1,110,"Petrol",80430,59,9950
755,1,1055,85,3,1600,0,1,110,"Petrol",80426,68,9950
756,1,1015,69,3,1300,0,0,86,"Petrol",80265,62,8750
757,1,1070,85,5,1600,0,0,110,"Petrol",80153,65,9950
758,1,1070,85,5,1600,0,0,110,"Petrol",80121,68,9500
759,1,1035,69,4,1600,0,1,110,"Petrol",80086,65,8250
760,1,1075,85,5,1600,0,0,110,"Petrol",80000,62,10950
761,1,1015,19,5,1300,0,0,86,"Petrol",80000,60,7950
762,1,1015,19,2,1300,0,1,86,"Petrol",80000,65,8250
763,1,1040,69,4,1600,0,1,110,"Petrol",79858,67,9895
764,1,1015,69,3,1300,0,1,86,"Petrol",79762,67,9130
765,1,1065,85,5,1300,1,0,86,"Petrol",79660,59,10950
766,1,1075,85,5,1600,0,1,110,"Petrol",79150,60,10500
767,1,1050,69,3,1600,0,1,110,"Petrol",79000,61,8900
768,1,1045,69,5,1300,0,1,86,"Petrol",78955,57,9500
769,1,1155,210,5,1975,0,1,90,"Diesel",78750,59,10950
770,1,1015,69,3,1300,0,0,86,"Petrol",78521,68,7950
771,1,1015,69,3,1300,0,1,86,"Petrol",78356,64,7950
772,1,1015,69,3,1300,0,1,86,"Petrol",78076,65,7950
773,1,1100,85,5,1600,1,1,107,"Petrol",78063,61,9500
774,1,1075,85,5,1600,0,1,110,"Petrol",77821,67,10950
775,1,1035,69,4,1600,0,1,110,"Petrol",77695,68,9750
776,1,1050,69,3,1600,0,1,110,"Petrol",77500,65,9750
777,1,1055,85,3,1600,0,1,110,"Petrol",77457,63,9450
778,1,1015,69,3,1300,0,1,86,"Petrol",77029,68,8950
779,1,1015,69,3,1300,0,1,86,"Petrol",77008,68,8950
780,1,1070,85,5,1600,0,1,110,"Petrol",76791,66,8900
781,1,1035,69,5,1300,0,1,86,"Petrol",76700,61,9950
782,1,1020,69,3,1300,0,1,86,"Petrol",76569,67,8750
783,1,1075,85,5,1600,0,1,110,"Petrol",76162,59,8950
784,1,1035,69,4,1600,0,1,110,"Petrol",76155,65,8990
785,1,1015,69,3,1300,0,1,86,"Petrol",75609,61,8950
786,1,1120,185,3,2000,0,1,72,"Diesel",75569,62,8950
787,1,1065,85,3,1600,0,1,110,"Petrol",75429,67,9950
788,1,1075,85,5,1600,0,1,110,"Petrol",75000,68,9900
789,1,1015,19,3,1300,0,0,86,"Petrol",75000,65,8950
790,1,1070,85,5,1600,0,1,110,"Petrol",75000,62,8950
791,1,1085,85,3,1600,1,0,107,"Petrol",74963,66,9500
792,1,1015,69,3,1300,0,1,86,"Petrol",74889,68,7950
793,1,1070,85,5,1600,0,0,110,"Petrol",74875,68,7750
794,1,1075,85,5,1600,0,1,110,"Petrol",74747,63,8950
795,1,1085,85,5,1600,0,1,110,"Petrol",74720,60,11950
796,1,1075,85,5,1600,0,0,110,"Petrol",74457,62,8950
797,1,1035,69,5,1300,0,0,86,"Petrol",74337,60,11950
798,1,1050,69,3,1600,0,0,110,"Petrol",74308,68,8950
799,1,1050,69,3,1600,0,0,110,"Petrol",74193,64,9950
800,1,1050,69,3,1600,0,1,110,"Petrol",74179,65,8250
801,1,1050,69,5,1300,0,1,86,"Petrol",73936,67,8995
802,1,1065,85,3,1600,0,1,110,"Petrol",73894,61,9995
803,1,1050,69,3,1600,0,1,110,"Petrol",73500,64,9250
804,1,1070,85,5,1600,0,0,110,"Petrol",73376,64,10950
805,1,1015,69,3,1300,0,1,86,"Petrol",73300,64,8900
806,1,1075,85,5,1600,0,1,110,"Petrol",73172,58,9500
807,1,1075,85,5,1600,0,1,110,"Petrol",72928,58,9950
808,1,1015,69,3,1332,0,1,86,"Petrol",72880,67,7950
809,1,1050,69,3,1600,0,1,110,"Petrol",72522,63,8250
810,1,1015,69,3,1300,0,1,86,"Petrol",72000,64,9450
811,1,1015,69,3,1300,0,0,86,"Petrol",72000,57,7950
812,1,1065,85,3,1600,0,0,110,"Petrol",71366,59,9500
813,1,1050,69,3,1600,0,0,110,"Petrol",71317,65,8950
814,1,1070,85,5,1600,0,0,110,"Petrol",71000,62,10950
815,1,1050,69,3,1600,0,0,110,"Petrol",70954,60,8950
816,1,1035,69,5,1300,0,0,86,"Petrol",70908,63,9450
817,1,1050,69,3,1600,0,1,110,"Petrol",70560,58,8000
818,1,1075,85,5,1600,0,0,110,"Petrol",70552,67,9900
