"tmpID","ReligiousContributorInHome","PoliticalContributerInHome","DonatesEnvironmentCauseInHome","DonatesToCharityInHome","DonatestoAnimalWelfare","DonatestoArtsandCulture","DonatestoChildrensCauses","DonatestoHealthcare","DonatestoInternationalAidCauses","DonatestoVeteransCauses","DonatestoHealthcare1","DonatestoInternationalAidCauses1","DonatestoWildlifePreservation","DonatestoLocalCommunity"
2404,"","","Unknown","Unknown","","","","","","","","","",""
3006,"","","Unknown","Unknown","","","","","","","","","",""
1993,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5629,"","","Unknown","Unknown","","","","","","","","","",""
5024,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5185,"","","Unknown","Unknown","","","","","","","","","","Yes"
1312,"","","Unknown","Yes","","","","","","","","","",""
4700,"","","Unknown","Yes","","","","","","","","","",""
3481,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
578,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
923,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","",""
2025,"","","Unknown","Unknown","","","","","","","","","",""
3087,"","1 political contribution  in home","Yes","Unknown","","","","","","","","","",""
2026,"","","Unknown","Yes","","","","","","","","","",""
4987,"","","Unknown","Yes","","","","","","","","","",""
5660,"","","Unknown","Yes","","","","","","","","","",""
509,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes",""
2346,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5622,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
4320,"","","Unknown","Unknown","","","","","","","","","",""
1891,"","","Unknown","Unknown","","","","","","","","","",""
5240,"","","Unknown","Unknown","","","","","","","","","",""
4312,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
477,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
3785,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
2110,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
5267,"","","Yes","Yes","","","Yes","Yes","","","Yes","","","Yes"
1731,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1493,"","","Unknown","Yes","Yes","","","","","","","","",""
2071,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5794,"","","Unknown","Yes","Yes","","","","","","","","",""
3570,"","","Unknown","Yes","Yes","","","","","","","","",""
4783,"","","Unknown","Unknown","","","","","","","","","",""
1925,"","","Yes","Unknown","","","","","","","","","",""
1174,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
1492,"","2 political contributions in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
2402,"","","Unknown","Yes","","","","","","","","","",""
2902,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
3067,"","","Unknown","Unknown","","","","","","","","","",""
4311,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
1060,"","","Unknown","Yes","Yes","","","","","","","","",""
986,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
2149,"","","Unknown","Yes","","","","","","","","","",""
109,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
4751,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
4780,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
4760,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5415,"","","Unknown","Yes","","","","","","","","","",""
1008,"","7 political contributions in home","Unknown","Unknown","","","","","","","","","",""
2794,"","","Unknown","Yes","","","","","","","","","",""
1182,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
1491,"","","Unknown","Yes","","","","","","","","","",""
3057,"","","Yes","Unknown","","","","","","","","","Yes",""
484,"","","Unknown","Unknown","","","","","","","","","Yes",""
2900,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
46,"","","Unknown","Unknown","","","","","","","","","","Yes"
5550,"","","Unknown","Unknown","","","","","","","","","",""
3523,"","","Unknown","Unknown","","","","","","","","","",""
5912,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4492,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
327,"","","Unknown","Yes","","","","","","","","","",""
1152,"","","Unknown","Yes","","","","","","","","","",""
5,"","","Unknown","Yes","","","","","","","","","",""
4464,"2 religious contributions in home","","Unknown","Unknown","","","","","","","","","",""
748,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
317,"","","Unknown","Unknown","Yes","","","Yes","","","Yes","","",""
3544,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","Yes","Yes","","Yes","Yes"
3732,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
1390,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
3458,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
4640,"1 religious contribution  in home","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
3387,"","","Unknown","Unknown","","","","","","","","","",""
5461,"","","Unknown","Yes","Yes","","","","","","","","",""
3741,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
5602,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
4676,"","","Unknown","Unknown","","","","","","","","","",""
5874,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","","Yes"
1193,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1097,"","","Unknown","Unknown","","","","","","","","","",""
1832,"","","Unknown","Unknown","","","","","","","","","",""
5141,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4240,"","","Unknown","Unknown","","","","","","","","","",""
3890,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
4141,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
949,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
411,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
3598,"","","Unknown","Yes","","","","","","","","","","Yes"
3576,"","","Unknown","Unknown","","","","","","","","","",""
2324,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
3624,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
5207,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1842,"","","Unknown","Yes","","","","","","","","","","Yes"
2854,"","","Unknown","Unknown","","","","","","","","","",""
1442,"","","Unknown","Unknown","","","","","","","","","",""
3865,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes",""
4208,"1 religious contribution  in home","","Yes","Unknown","","","","Yes","","","Yes","","","Yes"
4915,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3480,"","","Unknown","Yes","","","","","","","","","",""
345,"","","Unknown","Unknown","","","","","","","","","",""
1576,"","","Yes","Unknown","","","","","","","","","","Yes"
5309,"","","Unknown","Yes","","","","","","","","","",""
4766,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
83,"","","Unknown","Yes","","","","","","","","","",""
4085,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
3308,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
5790,"","","Unknown","Yes","","","","","","","","","","Yes"
1187,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2232,"","","Unknown","Yes","","","","","","","","","","Yes"
5762,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
1559,"","","Unknown","Unknown","","","","","","","","","",""
3204,"","","Unknown","Yes","","","","","","","","","",""
3687,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
2004,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5965,"","","Unknown","Unknown","","","Yes","","","","","","","Yes"
3839,"","","Unknown","Unknown","","","","","","","","","",""
3623,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
5737,"","","Unknown","Yes","","","","","","","","","",""
2968,"","","Unknown","Unknown","","","","","","","","","",""
2009,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
5707,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","Yes","Yes","","",""
3329,"","","Unknown","Unknown","","","","","","","","","",""
634,"","","Unknown","Unknown","","","Yes","","","","","","Yes","Yes"
5979,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
2370,"","","Unknown","Unknown","","","","","","","","","",""
3620,"","","Unknown","Unknown","","","","","","","","","","Yes"
4470,"2 religious contributions in home","","Unknown","Unknown","Yes","","","","","","","","",""
153,"","","Unknown","Yes","","","","","","","","","",""
4525,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4722,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes","Yes"
3225,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
1294,"","","Unknown","Yes","","","","","","","","","",""
3735,"3 religious contributions in home","","Unknown","Unknown","","","","","","","","","",""
4861,"","","Unknown","Yes","","","","","","","","","",""
2538,"","","Unknown","Yes","","","","","","","","","",""
4117,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
1481,"","","Unknown","Yes","","Yes","","","","","","","",""
5132,"","","Unknown","Unknown","","","","","","","","","",""
3028,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4176,"","","Unknown","Unknown","","","","","","","","","",""
3847,"","","Unknown","Yes","","","","","","","","","",""
383,"","","Unknown","Unknown","","","","","","","","","",""
3674,"","","Unknown","Unknown","","","","","","","","","",""
5222,"","3 political contributions in home","Unknown","Unknown","Yes","","","","","","","","",""
2465,"","","Unknown","Yes","","","","","","","","","","Yes"
3220,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
259,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
783,"","","Unknown","Yes","","","","","","","","","",""
2425,"","","Yes","Yes","","","","Yes","","","Yes","","",""
724,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
490,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
2971,"","","Unknown","Unknown","","","","","","","","","",""
4774,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
3755,"","","Unknown","Unknown","","","","","","","","","",""
4931,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
2922,"","","Unknown","Yes","","","","","","","","","",""
1515,"","","Unknown","Unknown","","","","","","","","","",""
2987,"","","Unknown","Unknown","","","","","","","","","",""
5921,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3931,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
2640,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
3081,"","","Yes","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
4739,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
5837,"","","Unknown","Yes","","","","","","","","","",""
4621,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
654,"","","Unknown","Yes","","","","","","","","","",""
1089,"","","Unknown","Unknown","","","","","","","","","",""
3199,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
632,"","","Unknown","Unknown","","","","","","","","","",""
1514,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
1335,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
2230,"","","Unknown","Unknown","","","","","","","","","",""
5804,"","","Unknown","Unknown","","","","","","","","","",""
4692,"","","Unknown","Yes","","","","","","","","","",""
1886,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
334,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
782,"","","Unknown","Yes","","","","","","","","","",""
5398,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
1753,"1 religious contribution  in home","2 political contributions in home","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
597,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
100,"","","Yes","Yes","","","","Yes","","","Yes","","","Yes"
556,"","","Unknown","Yes","","","","","","","","","",""
3630,"1 religious contribution  in home","","Unknown","Unknown","","","","","","Yes","","","","Yes"
2949,"","","Unknown","Unknown","","","","","","","","","",""
1074,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
1280,"1 religious contribution  in home","","Yes","Yes","","","","Yes","","","Yes","","",""
4921,"","","Unknown","Unknown","Yes","","","","","","","","",""
4566,"","","Unknown","Unknown","","","","","","","","","",""
1425,"","","Unknown","Unknown","","","","","","","","","",""
900,"","","Unknown","Unknown","Yes","","Yes","","","","","","","Yes"
528,"","","Unknown","Yes","","","","","","","","","",""
3888,"","","Unknown","Unknown","","","","","","","","","","Yes"
1325,"","","Unknown","Unknown","","","","","","","","","",""
2084,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
3892,"","","Unknown","Yes","","","","","","","","","",""
2121,"","","Unknown","Unknown","","","","","","","","","",""
1772,"","","Yes","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
1302,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5446,"","3 political contributions in home","Unknown","Unknown","","","","","","","","","","Yes"
3132,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
2248,"","","Unknown","Yes","","","Yes","","","","","","Yes","Yes"
931,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
2127,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
54,"1 religious contribution  in home","","Unknown","Unknown","","","","Yes","","Yes","Yes","","","Yes"
80,"","","Unknown","Yes","Yes","","","","","","","","",""
2596,"","","Unknown","Unknown","Yes","","","","","","","","",""
1662,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
523,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
2133,"","","Unknown","Unknown","","","","","","","","","",""
1072,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1556,"","","Unknown","Unknown","","","","","","","","","",""
279,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes",""
4197,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3456,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2684,"","","Unknown","Yes","","","","","","","","","",""
1168,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
4481,"","","Unknown","Yes","","","","","","","","","",""
5759,"","","Unknown","Unknown","","","","","","","","","","Yes"
3810,"1 religious contribution  in home","","Unknown","Yes","Yes","","","","","","","","",""
5445,"","","Unknown","Unknown","","","","","","","","","",""
110,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2774,"","","Unknown","Yes","","","","","","","","","",""
5360,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
4010,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
3772,"","","Unknown","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","Yes"
4642,"1 religious contribution  in home","","Unknown","Yes","Yes","","","","","","","","",""
921,"","1 political contribution  in home","Yes","Yes","","","","","","","","","","Yes"
1991,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4612,"","","Unknown","Unknown","","","","","","","","","",""
5088,"1 religious contribution  in home","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
3995,"","","Unknown","Yes","","","","","","","","","",""
2736,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
4066,"","","Unknown","Unknown","","","","","","","","","",""
2065,"","","Yes","Unknown","","","","","","","","","",""
5530,"","","Unknown","Unknown","Yes","","","","","","","","",""
850,"","","Unknown","Yes","","","","","","","","","",""
5891,"1 religious contribution  in home","","Unknown","Yes","","","Yes","","","","","","","Yes"
4429,"","","Unknown","Yes","","","","","","","","","",""
453,"","","Unknown","Yes","","","","","","","","","",""
2972,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
1841,"","","Unknown","Yes","","","","","","","","","",""
416,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1721,"","2 political contributions in home","Yes","Yes","","","","","","","","","","Yes"
4971,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1830,"","","Unknown","Unknown","Yes","","","","","","","","",""
4194,"1 religious contribution  in home","","Unknown","Unknown","Yes","","","","","","","","",""
4089,"","","Unknown","Unknown","","","","","","","","","",""
4749,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
1410,"","","Unknown","Unknown","","","","","","","","","",""
677,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
537,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
5063,"","","Unknown","Yes","","","","","","","","","",""
2651,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
4420,"","","Unknown","Unknown","","","","","","","","","",""
5927,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
2194,"","1 political contribution  in home","Yes","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
5579,"","","Yes","Unknown","Yes","","","","","","","","","Yes"
1286,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
4889,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
4079,"","","Yes","Yes","","","","","","","","","","Yes"
468,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1619,"","","Unknown","Unknown","","","","","","","","","",""
2559,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3379,"","6 political contributions in home","Unknown","Unknown","","","","","","","","","",""
2282,"4 religious contributions in home","","Unknown","Unknown","","Yes","Yes","Yes","","","Yes","","Yes","Yes"
5923,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1762,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
1171,"2 religious contributions in home","","Unknown","Unknown","","","","","","Yes","","","","Yes"
3574,"","","Unknown","Unknown","","","","","Yes","","","Yes","","Yes"
2162,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
4871,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
2889,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
3293,"","1 political contribution  in home","Unknown","Unknown","Yes","","","Yes","","","Yes","","",""
3310,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
5096,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3954,"","","Unknown","Yes","","","","","","","","","",""
1484,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4919,"","","Unknown","Unknown","","","","","","","","","",""
4168,"","","Unknown","Yes","","","","","","","","","",""
610,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
4104,"","","Unknown","Yes","Yes","","","","","","","","",""
2727,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2741,"","","Unknown","Yes","","","","","","","","","",""
4424,"","","Unknown","Yes","","","","","","","","","",""
507,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
4717,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
4922,"","","Unknown","Yes","","","","","","","","","",""
60,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5437,"","","Unknown","Unknown","","","","","","","","","","Yes"
1138,"","","Unknown","Unknown","","","","","","","","","",""
4332,"","","Unknown","Unknown","","","","","","","","","",""
3259,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
2027,"","","Unknown","Unknown","","","","","","","","","",""
791,"","","Unknown","Unknown","","","","","","","","","",""
65,"","","Unknown","Yes","","","","","","","","","","Yes"
851,"","","Unknown","Yes","","","","","","","","","",""
4212,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes",""
1271,"","","Unknown","Yes","","","","","","","","","",""
3243,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
3302,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
5281,"","6 political contributions in home","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
5111,"","","Unknown","Unknown","","","","","","","","","",""
2934,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2406,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
3889,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5426,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1513,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
518,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
2606,"","","Unknown","Yes","","","","","","","","","",""
5914,"","","Unknown","Unknown","","","","","","","","","",""
4347,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
768,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","",""
3321,"","","Unknown","Unknown","","","","","","","","","","Yes"
3462,"","","Unknown","Yes","","","","","","","","","",""
5133,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
5934,"","","Unknown","Unknown","","","","","","","","","","Yes"
1645,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
713,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
5332,"","","Unknown","Yes","Yes","","","","","","","","",""
4868,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
1688,"","","Yes","Yes","","","","","","","","","",""
4193,"","","Unknown","Yes","","","","","","","","","",""
1737,"","","Unknown","Unknown","","","","","","","","","",""
2799,"","","Unknown","Unknown","","","","","","","","","",""
3676,"","","Unknown","Unknown","","","","","","","","","",""
4649,"","","Unknown","Yes","","","","","","","","","","Yes"
1758,"","","Unknown","Yes","","","","","","","","","",""
3467,"","","Unknown","Unknown","","","","","","","","","",""
1796,"","","Unknown","Unknown","","","","","","","","","",""
2569,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1942,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
545,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2578,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
1176,"","","Unknown","Yes","","","","","","","","","",""
5644,"","","Unknown","Yes","","","","","","","","","",""
5511,"","","Unknown","Yes","","","","","","","","","",""
5753,"","","Unknown","Unknown","","","","","","","","","","Yes"
1637,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
2960,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
149,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
2184,"","","Unknown","Unknown","","","","","","","","","","Yes"
4991,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
2514,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5556,"","","Unknown","Yes","","","","","","","","","",""
2089,"","","Unknown","Unknown","","","","Yes","","Yes","Yes","","","Yes"
3236,"","","Unknown","Yes","","","Yes","","Yes","","","Yes","Yes","Yes"
2238,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3825,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
2831,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2787,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
4274,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
1213,"","","Unknown","Yes","","","","","","","","","","Yes"
3298,"","","Unknown","Yes","","","","","","","","","",""
3425,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
2417,"","","Unknown","Unknown","","","","","","","","","",""
551,"1 religious contribution  in home","","Unknown","Yes","","","Yes","","","","","","","Yes"
2833,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
801,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
3753,"","","Unknown","Unknown","","","","","","","","","",""
320,"","","Unknown","Unknown","","","","","","","","","",""
5031,"","","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
1987,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2475,"","","Unknown","Yes","","","","","","","","","",""
1503,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
4243,"","","Unknown","Unknown","","","","","","","","","","Yes"
1695,"","","Unknown","Unknown","","","","","","","","","","Yes"
5764,"","","Unknown","Yes","","","","","","","","","","Yes"
4192,"","","Unknown","Unknown","","","","","","","","","",""
684,"","","Unknown","Yes","","","","","","","","","",""
2460,"","","Unknown","Yes","Yes","","","","","","","","",""
5809,"4 religious contributions in home","1 political contribution  in home","Yes","Yes","Yes","","","","","","","","",""
5944,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4594,"","","Unknown","Unknown","","","","","","","","","","Yes"
1256,"","","Unknown","Unknown","","","","","","","","","",""
3127,"","","Unknown","Yes","","","","","","","","","",""
1116,"","","Unknown","Yes","","","","","","","","","","Yes"
2331,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
3039,"","","Unknown","Unknown","","","Yes","","","","","","","Yes"
5875,"","","Unknown","Unknown","","","","","","","","","",""
4271,"","","Unknown","Yes","","","","","","","","","",""
5419,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","",""
3534,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","Yes",""
4344,"","","Yes","Yes","","","","","","","","","",""
2743,"","","Unknown","Yes","","","","","","","","","",""
1208,"","1 political contribution  in home","Unknown","Unknown","","","Yes","","","","","","","Yes"
4031,"","","Yes","Unknown","","","","","","","","","",""
3829,"","1 political contribution  in home","Yes","Yes","Yes","","","","","","","","",""
3800,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2334,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","Yes","Yes"
3901,"","","Unknown","Unknown","","","","","","","","","",""
588,"","","Unknown","Unknown","","","","","","","","","",""
4707,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4387,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
4837,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
2699,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
5547,"","","Unknown","Unknown","","","","","","","","","",""
1681,"","","Unknown","Yes","","","","","","","","","",""
5620,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","Yes","Yes","","",""
3616,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
3589,"","","Unknown","Yes","Yes","","Yes","","","","","","",""
176,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
2074,"","","Unknown","Unknown","","","","","","","","","",""
2077,"","","Unknown","Unknown","","","","","","","","","",""
935,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
290,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4325,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
2780,"","","Unknown","Unknown","","","","","","","","","",""
2114,"","","Unknown","Unknown","","","","","","","","","",""
2624,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
4251,"","","Unknown","Unknown","","","","","","","","","",""
2174,"","","Unknown","Unknown","","","","","","","","","",""
1030,"","","Unknown","Yes","","","","","","","","","",""
1678,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
1130,"","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
