"tmpID","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold"
2899,"","","","","","","","",""
1234,"","","","","","","","",""
3219,"","","","","","","","",""
2826,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
4587,"","","","","","","","","Yes"
298,"","","","","","1 health and fitness magazine purchase ","","",""
4910,"","","","","","","","","Yes"
808,"","","","3 gardening magazine purchases","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","",""
532,"","","","","","","","2 financial magazine purchases",""
4812,"","","","","","","","",""
4599,"","","","","","","","",""
4091,"","","","","1 culinary magazine purchase ","2 health and fitness magazine purchases","","",""
2901,"","","","","","","","",""
5427,"1 family-oriented magazine purchase ","","","","","","","",""
3601,"","","","","","","","",""
5344,"","","","","","","","",""
4862,"2 family-oriented magazine purchases","","","","","","","","Yes"
3470,"","","","","","","","",""
5012,"","","","","","1 health and fitness magazine purchase ","","",""
2851,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
507,"","","","","","","","",""
1703,"","","","","","","","",""
4996,"","","","","","","","",""
3067,"","","","","","","","",""
555,"","","","","","","","","Yes"
4270,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
5811,"","","","","","","","","Yes"
5103,"4 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
1368,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","7 health and fitness magazine purchases","","3 financial magazine purchases",""
3181,"","","","","","1 health and fitness magazine purchase ","","",""
1421,"1 family-oriented magazine purchase ","","","","","","","","Yes"
3235,"","","","","","","","",""
4310,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
2126,"","","","","","","","",""
960,"","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","",""
2212,"","","","","","1 health and fitness magazine purchase ","","","Yes"
4968,"","","","","","","","",""
2711,"","","","","","","","",""
2053,"","","","","","","","","Yes"
1854,"","","","","","","","",""
4185,"","","","","","","","",""
797,"","","","","","","","",""
1902,"","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
4762,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
4695,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","","Yes"
2570,"","","","","","","","",""
2710,"","1 female magazine purchase ","","1 gardening magazine purchase ","","1 health and fitness magazine purchase ","","",""
2597,"","","","","","","","",""
4986,"","","","","","3 health and fitness magazine purchases","","",""
104,"","","","","","","","",""
1589,"1 family-oriented magazine purchase ","","1 religious magazine purchase ","","","3 health and fitness magazine purchases","","",""
4680,"","","","","","","","","Yes"
1129,"","","","","","","","",""
3460,"","","","","","","","",""
2181,"","","","","","","","",""
3988,"","","","","","","","",""
1722,"","","","","","","","","Yes"
1052,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
2817,"","","","","","2 health and fitness magazine purchases","","",""
5051,"","","","","","","","","Yes"
2593,"","","","","","3 health and fitness magazine purchases","","",""
1011,"","","","","","3 health and fitness magazine purchases","","",""
2970,"","","","","","1 health and fitness magazine purchase ","","","Yes"
1091,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
5826,"","","","","","","","",""
3501,"","","","","","","","",""
1340,"1 family-oriented magazine purchase ","","","","","","","",""
305,"","","","","","","","","Yes"
1353,"","","","","","1 health and fitness magazine purchase ","","",""
4276,"","","","","","","","",""
3715,"","","","","","","","","Yes"
4702,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
1873,"","","","","","","","",""
5220,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
4807,"","","","","","5 health and fitness magazine purchases","","",""
4957,"","","","","","","","",""
3523,"","","","","","1 health and fitness magazine purchase ","","",""
2042,"3 family-oriented magazine purchases","","","","","","","",""
5031,"","","","","","1 health and fitness magazine purchase ","","","Yes"
607,"","","","","","","","",""
1395,"","","","","","","","",""
2772,"","","","","","","","",""
2721,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","2 financial magazine purchases",""
1678,"","","","","","","","",""
3280,"","","","","","","","",""
4497,"","","","","","","","",""
4825,"2 family-oriented magazine purchases","","","","","","","",""
157,"","","","","","","","",""
5643,"","","","","","","","",""
369,"","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
3670,"","","","","","","","",""
1470,"","","","","","","","",""
2405,"","","","","","","","",""
3437,"","","","","","","","","Yes"
5310,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","","","","Yes"
2414,"","","","","","1 health and fitness magazine purchase ","","",""
5282,"","","","","","","","",""
3642,"","","","","","","","",""
4582,"","","","","","","","",""
5377,"","","","","","","","","Yes"
4335,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","6 financial magazine purchases",""
633,"","","","","","","","",""
889,"","","","","","1 health and fitness magazine purchase ","","",""
4962,"","","","","","","","",""
5320,"3 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ","Yes"
1911,"","","","","","","","",""
4484,"","","","","","1 health and fitness magazine purchase ","","",""
2386,"","","","","","","","",""
4674,"1 family-oriented magazine purchase ","","","3 gardening magazine purchases","1 culinary magazine purchase ","7 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","",""
3783,"","","","","","","","",""
553,"1 family-oriented magazine purchase ","","","","","","","","Yes"
2840,"1 family-oriented magazine purchase ","","","","","","","",""
181,"","","","","","","","",""
3192,"","","","","","","","",""
2175,"","","","","","","","",""
4068,"","","","","","","","",""
1079,"","","","","","","","",""
1817,"","","","","","","","",""
2533,"","","","","","","1 Do-It-Yourself magazine purchase ","",""
4954,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
1284,"","","","","","","","",""
3375,"","","","","","","","",""
1910,"","1 female magazine purchase ","","1 gardening magazine purchase ","1 culinary magazine purchase ","","","",""
2917,"","","","","","","","","Yes"
2495,"","","","","","","","",""
705,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","Yes"
3371,"","","","","","","","",""
4243,"","","","","","","","",""
1525,"","","","","","","","",""
4521,"","","","","","","","",""
1590,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ","Yes"
5006,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","6 health and fitness magazine purchases","","1 financial magazine purchase ",""
5359,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","",""
2452,"","","","","","","","",""
2963,"","","","","","","","",""
2003,"","","","","","","","",""
2102,"","","","","","1 health and fitness magazine purchase ","","","Yes"
4585,"","","","","","1 health and fitness magazine purchase ","","",""
5750,"","","","","","","","",""
5346,"","","","","","","","",""
3321,"","","","","","1 health and fitness magazine purchase ","","",""
5801,"","","","","","","","",""
5621,"","","","2 gardening magazine purchases","","","3 Do-It-Yourself magazine purchases","","Yes"
585,"2 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
3083,"","","","","","","","1 financial magazine purchase ","Yes"
3312,"","","","","","","","",""
3908,"2 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","",""
600,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","4 health and fitness magazine purchases","","2 financial magazine purchases",""
1939,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","5 health and fitness magazine purchases","","3 financial magazine purchases",""
2101,"","","","","","","","",""
5490,"","","","","","","","",""
3392,"","","","","","","","",""
159,"","","","","","","","",""
4528,"","","","","","","","",""
5943,"","","","","","","","",""
2846,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","7 health and fitness magazine purchases","","2 financial magazine purchases",""
5795,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","",""
2888,"","","","","","","","",""
5714,"","","","","","","","",""
2169,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
1677,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
2311,"","","","","","","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ","Yes"
1626,"2 family-oriented magazine purchases","","","","","","2 Do-It-Yourself magazine purchases","",""
5135,"","","","","","","","",""
4781,"1 family-oriented magazine purchase ","","","","","","","",""
573,"","","","","","","","","Yes"
1294,"","","","","","","","",""
2294,"2 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
4232,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
4885,"","","","","","","","",""
2614,"","","","","","","","",""
4015,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","3 financial magazine purchases",""
2856,"3 family-oriented magazine purchases","2 female magazine purchases","","","2 culinary magazine purchases","3 health and fitness magazine purchases","","",""
4372,"3 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","2 health and fitness magazine purchases","","2 financial magazine purchases",""
3563,"","","","","","","","",""
2065,"","","","","","","","",""
3984,"","","","","","3 health and fitness magazine purchases","","",""
1572,"","","","","","","","",""
221,"","","","","","","","",""
4271,"","","","","","","","",""
414,"","","","","","","","","Yes"
138,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
3714,"1 family-oriented magazine purchase ","","","","","","","",""
3871,"","","","","","","","",""
5955,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
5651,"","","","","","","","",""
4960,"","","","","","","","","Yes"
2064,"","","","","","","","","Yes"
2086,"","","","","","","","",""
2241,"","","","","","","","",""
4731,"","","","","","","","","Yes"
2514,"","","","","","","","",""
3648,"","","","","","","","","Yes"
2602,"","","","","","","","",""
3289,"","","","","","","","","Yes"
5401,"","","","","","3 health and fitness magazine purchases","","",""
125,"","","","","","","","",""
1119,"1 family-oriented magazine purchase ","","","","","","","",""
2147,"","","","","","","","",""
3412,"","","","","","2 health and fitness magazine purchases","","2 financial magazine purchases","Yes"
1373,"","","","","","","","","Yes"
1540,"","","","","","","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
249,"","","","","","3 health and fitness magazine purchases","","4 financial magazine purchases",""
1546,"","","","","","","","","Yes"
2118,"","","","","","","","",""
1,"","","","","","","","",""
3864,"","","","","","","","",""
1737,"","","","","","","","",""
1235,"","","","","","","","",""
3766,"","","","","","","","",""
2473,"3 family-oriented magazine purchases","","","1 gardening magazine purchase ","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
99,"","","","","","","","",""
4844,"","","","","","","","",""
3066,"","","","","","","","",""
592,"","","","2 gardening magazine purchases","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","",""
822,"","","","","","","","",""
1378,"3 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
4303,"","","","","","1 health and fitness magazine purchase ","","",""
1280,"3 family-oriented magazine purchases","1 female magazine purchase ","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
1948,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
1262,"","","","","","1 health and fitness magazine purchase ","","","Yes"
3296,"","","","","","","","",""
1168,"","","","","","","","",""
3173,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","","Yes"
1509,"1 family-oriented magazine purchase ","","","","","","","","Yes"
3063,"","","","","","","","",""
4751,"","","","","","","","",""
5885,"","","","","","","","",""
2274,"","","","","","","","",""
1367,"","","","","","","","",""
4826,"","","","","","","","",""
5487,"","","","","","","","","Yes"
2853,"","","","","","","","",""
3088,"","","","","","","","",""
3347,"1 family-oriented magazine purchase ","","","","","","","",""
4467,"","","","","","","","",""
3916,"","","","","","","","",""
1564,"1 family-oriented magazine purchase ","","","","","","","",""
270,"","","","","","","","",""
3990,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","",""
1110,"","","","","","","","",""
1501,"","","","","","","","","Yes"
5286,"","","","","","","","","Yes"
2793,"4 family-oriented magazine purchases","2 female magazine purchases","","1 gardening magazine purchase ","","8 health and fitness magazine purchases","","1 financial magazine purchase ",""
1434,"4 family-oriented magazine purchases","1 female magazine purchase ","","","","4 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","3 financial magazine purchases",""
4980,"","","","","","5 health and fitness magazine purchases","","1 financial magazine purchase ",""
2837,"1 family-oriented magazine purchase ","","","","","","","",""
5385,"","","","","","","","","Yes"
538,"","","","","","","","",""
5176,"3 family-oriented magazine purchases","","","","","","","","Yes"
5950,"","","","","","","","","Yes"
1507,"","","","","","","","",""
278,"","","","","","","","",""
3726,"","","","","","","","","Yes"
2908,"","","","","","","","",""
3701,"","","","","","","","",""
3225,"","","","","","","","",""
5311,"","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4756,"","","","","","","","",""
2812,"","","","","","","","",""
2508,"","","","","","","","",""
2329,"","","","","","","","",""
4404,"","","","","","","","","Yes"
1642,"","","","","","","","","Yes"
4947,"","","","","","","","",""
4435,"2 family-oriented magazine purchases","","","","","","","","Yes"
1813,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","","Yes"
990,"","","","","","","","",""
4317,"","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","","Yes"
3377,"","","","","","","","",""
3354,"","","","","","","","",""
5763,"1 family-oriented magazine purchase ","","","2 gardening magazine purchases","","","1 Do-It-Yourself magazine purchase ","",""
1097,"","","","","","","","",""
1038,"","","","","","","","3 financial magazine purchases",""
1721,"","","","","","","","",""
1520,"","","","","","","","","Yes"
1514,"1 family-oriented magazine purchase ","","","","","5 health and fitness magazine purchases","","",""
2964,"","","","","","2 health and fitness magazine purchases","","",""
5738,"","","","1 gardening magazine purchase ","","","","",""
4085,"","","","","","","","",""
4657,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","","Yes"
4112,"","","","","","","","",""
3671,"","","","","","1 health and fitness magazine purchase ","","",""
1541,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
509,"","","","","","","","","Yes"
5582,"","","","","","","","","Yes"
213,"","","","","1 culinary magazine purchase ","","","",""
818,"","","","","","","","",""
913,"","","","","","1 health and fitness magazine purchase ","","",""
3664,"","","","","","","","",""
2530,"","1 female magazine purchase ","","","","","","",""
4018,"2 family-oriented magazine purchases","","","","","","","",""
3128,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4183,"","","","","","","","",""
5387,"","","","","","","","","Yes"
5116,"","","","","","","","",""
4737,"","","","","","","","","Yes"
448,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
1439,"","","","","","","","",""
3918,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
2973,"2 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","4 health and fitness magazine purchases","","",""
3485,"2 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
4440,"","","","","","","","",""
1710,"","","","","","","","",""
2381,"","","","","","","","","Yes"
4513,"","","","","","","","","Yes"
3815,"1 family-oriented magazine purchase ","","","","","","","",""
3111,"","","","","","","","",""
5493,"","","","","","","","",""
465,"","","","","","","","",""
1090,"","","","","","","","","Yes"
5340,"","","","","","4 health and fitness magazine purchases","","","Yes"
5153,"","","","","","1 health and fitness magazine purchase ","","",""
5028,"","","","","","","","","Yes"
4708,"","","","","","","","",""
3793,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","2 financial magazine purchases",""
2783,"","","","","","","","",""
3847,"","","","","","","","",""
5332,"","","","","","","","",""
5575,"","","","","","","","",""
5833,"1 family-oriented magazine purchase ","","","","","","","","Yes"
601,"","","","","","1 health and fitness magazine purchase ","","",""
2253,"2 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","","Yes"
5263,"1 family-oriented magazine purchase ","","","4 gardening magazine purchases","","5 health and fitness magazine purchases","3 Do-It-Yourself magazine purchases","2 financial magazine purchases",""
4578,"","","","","","1 health and fitness magazine purchase ","","",""
1605,"","","","","","","","",""
3723,"2 family-oriented magazine purchases","","","","","","","1 financial magazine purchase ",""
3137,"","","","","","","","",""
4630,"","","","","","","","","Yes"
2959,"","","","","","","","",""
126,"","","","","","","","",""
3325,"","","","","","","","","Yes"
3005,"","","","","","","","",""
4442,"3 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","",""
4041,"","","","","","","","",""
5192,"","","","","","","","1 financial magazine purchase ",""
2426,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
1410,"","","","","","","","",""
1390,"","","","","","","","",""
1860,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ","Yes"
3037,"","","","","","","","2 financial magazine purchases",""
477,"1 family-oriented magazine purchase ","2 female magazine purchases","","2 gardening magazine purchases","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","",""
1575,"","","","","","","","",""
1069,"","","","","","","","",""
1978,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","","Yes"
2439,"","","","","","","","",""
557,"","","","","","","","",""
4138,"","","","","","","","",""
2965,"","","","","","","","",""
3936,"","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","",""
3747,"","","","","","","","",""
1322,"","","","","","","","",""
3257,"","","","","","","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ","Yes"
2700,"","","","","","","","","Yes"
1329,"","","","","","","","",""
1061,"","","","","","","","",""
1565,"","","","","","","","",""
3931,"","","","","","","","",""
5327,"3 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ","Yes"
1952,"","","","","","","","",""
5228,"","","","","","2 health and fitness magazine purchases","","",""
4717,"1 family-oriented magazine purchase ","","","","","6 health and fitness magazine purchases","","7 financial magazine purchases","Yes"
3188,"","","","","","","","","Yes"
3682,"","","","","","1 health and fitness magazine purchase ","","",""
5620,"","","","","","2 health and fitness magazine purchases","","",""
3363,"1 family-oriented magazine purchase ","","","","","5 health and fitness magazine purchases","","",""
3700,"","","","","","","","",""
4541,"3 family-oriented magazine purchases","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","",""
3500,"","","","","","","","1 financial magazine purchase ",""
4063,"","","","","","","","","Yes"
5444,"","","","","","","","","Yes"
907,"","","","","","","","",""
4722,"","","","","","","","",""
2222,"","","","","","","","","Yes"
5501,"2 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","","",""
2006,"","","","","","","","",""
971,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","1 culinary magazine purchase ","4 health and fitness magazine purchases","","1 financial magazine purchase ",""
1829,"","","","","","","","",""
1310,"","","","","","","","",""
928,"1 family-oriented magazine purchase ","","","","","","","",""
3939,"","","","","","","","",""
5164,"1 family-oriented magazine purchase ","","","","","","","",""
790,"","","","","","","","","Yes"
3915,"","","","","","","","",""
925,"","","","","","","","","Yes"
2291,"","","","","","","","",""
1796,"","","","","","","","","Yes"
2135,"","","","","","","","",""
111,"","","","","","","","","Yes"
1777,"2 family-oriented magazine purchases","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
1257,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
2673,"","","","","","","","",""
2576,"","","","","","","","",""
4995,"","","","","","4 health and fitness magazine purchases","","",""
7,"","","","","","","","",""
379,"","","","","","","","",""
3471,"","","","","","","","",""
1913,"","","","","","","","",""
3415,"","","","","","","","",""
1078,"","","","","","","","",""
5362,"","","","","","","","",""
1319,"","","","","","","","",""
2469,"","","","","","","","",""
5017,"","","","","","","","",""
523,"3 family-oriented magazine purchases","","","","","","","",""
290,"","","","","","","","",""
5204,"","","","","","","","",""
1869,"","","","","","","","",""
4363,"","","","","","","","",""
5510,"","","","","","","","",""
5148,"","","","","","","","",""
5488,"","","","","","","","","Yes"
1279,"","","","","","2 health and fitness magazine purchases","","",""
4505,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
983,"","","","","","","","",""
1627,"","","","","","2 health and fitness magazine purchases","","",""
5062,"","","","","","","","",""
2299,"","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
1646,"","","","","","","","",""
2152,"","","","","","","","",""
226,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
861,"","","","","","1 health and fitness magazine purchase ","","",""
4817,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
4454,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
566,"","","","","","","","","Yes"
5400,"1 family-oriented magazine purchase ","1 female magazine purchase ","","1 gardening magazine purchase ","1 culinary magazine purchase ","1 health and fitness magazine purchase ","6 Do-It-Yourself magazine purchases","",""
3924,"","","","","","","","",""
136,"","","","","","","","","Yes"
3646,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
5787,"","","","","","","","",""
3033,"","","","","","","","",""
1867,"","","","","","","","",""
4338,"","","","","","","","",""
5914,"","","","","","","","",""
74,"","","","","","","","",""
2999,"","","","","","2 health and fitness magazine purchases","","",""
873,"","","","","","","","",""
803,"","","","","","","","",""
2465,"","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
3091,"","","","","","","","",""
2150,"","","","","","","","",""
831,"","","","","","","","",""
5478,"","","","","","","","",""
934,"","","","","","","","","Yes"
2717,"","","","","","","","",""
2447,"","","","","","1 health and fitness magazine purchase ","","",""
5463,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","",""
3230,"1 family-oriented magazine purchase ","","","","","","","",""
2077,"","","","","","","","",""
4451,"","","","","","","","","Yes"
3334,"3 family-oriented magazine purchases","","","2 gardening magazine purchases","","4 health and fitness magazine purchases","7 Do-It-Yourself magazine purchases","1 financial magazine purchase ","Yes"
4857,"1 family-oriented magazine purchase ","","","","","","","",""
734,"","","","","","","","",""
373,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","",""
2088,"","","","","","1 health and fitness magazine purchase ","","",""
1704,"","","","","","1 health and fitness magazine purchase ","","","Yes"
2151,"","","","","","1 health and fitness magazine purchase ","","",""
5188,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","","1 Do-It-Yourself magazine purchase ","6 financial magazine purchases",""
177,"","","","","","","","",""
3676,"","","","","","","","",""
3649,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","",""
3226,"","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","",""
2408,"1 family-oriented magazine purchase ","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","","Yes"
1610,"","","","","","","","",""
510,"","","","","","","","","Yes"
2532,"","","","","","","","",""
1391,"2 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","",""
5870,"","","","","","","","",""
4019,"","","","","","","","","Yes"
1403,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","1 culinary magazine purchase ","5 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
5337,"","","","","","","","",""
4052,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
5033,"","","","","","","","","Yes"
1019,"2 family-oriented magazine purchases","","","","","","","",""
914,"","","","","","6 health and fitness magazine purchases","","",""
4946,"","","","","","","","","Yes"
5054,"","","","","","","","",""
1821,"","","","","","1 health and fitness magazine purchase ","","",""
4813,"","","","","","","","",""
848,"2 family-oriented magazine purchases","","","","","","","",""
3652,"","","","","","1 health and fitness magazine purchase ","","",""
3785,"","","","","","2 health and fitness magazine purchases","","",""
3811,"1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","","","Yes"
1418,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
2591,"","","","","","","","","Yes"
5782,"1 family-oriented magazine purchase ","","","","","6 health and fitness magazine purchases","","",""
2083,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","","","1 financial magazine purchase ","Yes"
3161,"1 family-oriented magazine purchase ","","","","2 culinary magazine purchases","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
4289,"","","","","","","","",""
1414,"","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","",""
3820,"","","","1 gardening magazine purchase ","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","","Yes"
1266,"","","","","","","","",""
2926,"","","","","","","","","Yes"
2611,"","","","","","","","",""
5132,"","","","","","","","","Yes"
5828,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
333,"","","","","","1 health and fitness magazine purchase ","","",""
581,"","","","","","","","","Yes"
4793,"","","","","","","","","Yes"
5246,"","","","","","","","",""
5824,"","","","","","","","",""
745,"","","","","","","","",""
4943,"3 family-oriented magazine purchases","","","1 gardening magazine purchase ","","3 health and fitness magazine purchases","","2 financial magazine purchases","Yes"
4924,"","","","","","","","",""
4036,"","","","","","","","","Yes"
5277,"","","","","","","","",""
4553,"","","","","","","","","Yes"
5806,"","","","","","","","",""
2668,"","","","","","","","",""
1684,"","","","","","","","",""
1348,"","","","","","","","",""
4389,"","","","","","2 health and fitness magazine purchases","","",""
5699,"","","","","","","","",""
4663,"","","","","","","","",""
3140,"","","","","","1 health and fitness magazine purchase ","","",""
752,"","","","","","","","",""
5809,"","","","","","","","",""
5722,"1 family-oriented magazine purchase ","","","","","","","","Yes"
3179,"","","","","","","","",""
252,"2 family-oriented magazine purchases","","","","","","","",""
2213,"","1 female magazine purchase ","","1 gardening magazine purchase ","1 culinary magazine purchase ","","","",""
1919,"1 family-oriented magazine purchase ","","","","","","","1 financial magazine purchase ",""
5756,"","","","","","","","",""
5802,"","","","","","2 health and fitness magazine purchases","","","Yes"
5100,"","","","","","","","","Yes"
4337,"","","","","","","","","Yes"
4162,"","","","","","","","",""
4216,"","","","","","1 health and fitness magazine purchase ","","",""
824,"","","","","","","","",""
1920,"","","","","","1 health and fitness magazine purchase ","","",""
1908,"","","","","","","1 Do-It-Yourself magazine purchase ","",""
3644,"","","","","","","","",""
2852,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","",""
1698,"","","","","","","","","Yes"
3597,"","","","","","","","",""
1534,"","","","","","2 health and fitness magazine purchases","","","Yes"
670,"","","","","","1 health and fitness magazine purchase ","","",""
