"tmpID","ReligiousContributorInHome","PoliticalContributerInHome","DonatesEnvironmentCauseInHome","DonatesToCharityInHome","DonatestoAnimalWelfare","DonatestoArtsandCulture","DonatestoChildrensCauses","DonatestoHealthcare","DonatestoInternationalAidCauses","DonatestoVeteransCauses","DonatestoHealthcare1","DonatestoInternationalAidCauses1","DonatestoWildlifePreservation","DonatestoLocalCommunity"
10378,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
11092,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
4153,"","","Unknown","Yes","","","","","","","","","",""
78,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
14292,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","","Yes"
6038,"","","Unknown","Yes","","","","","","","","","",""
1543,"","","Unknown","Unknown","Yes","","","Yes","","","Yes","","",""
6799,"","","Unknown","Yes","","","","Yes","","Yes","Yes","","Yes","Yes"
6673,"","","Unknown","Yes","","","","","","","","","","Yes"
12834,"","","Unknown","Yes","","","","","","","","","",""
8119,"1 religious contribution  in home","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
14157,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
5501,"","","Unknown","Yes","","","","","","","","","",""
1883,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
6250,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","",""
3059,"","","Unknown","Yes","","","","","","","","","",""
1136,"","","Unknown","Yes","","","","","","","","","",""
10547,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
13442,"","","Yes","Yes","","","","","","","","","",""
13270,"","","Unknown","Unknown","Yes","","","","","","","","",""
1594,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
4164,"","","Unknown","Yes","","","","","","","","","",""
11982,"","","Unknown","Unknown","","","","","","","","","",""
1079,"","","Unknown","Yes","","","","","","","","","",""
5614,"","","Unknown","Yes","","","","","","","","","",""
9933,"","","Unknown","Unknown","","","","","","","","","","Yes"
10230,"","","Unknown","Yes","","","","","","","","","",""
4810,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3735,"","","Unknown","Unknown","","","","","","","","","","Yes"
10815,"","","Unknown","Yes","","","","","","","","","",""
5054,"","","Unknown","Yes","","","","","","","","","",""
14951,"","","Unknown","Yes","","","","","","","","","",""
4813,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
4548,"","","Unknown","Yes","","","","","","","","","","Yes"
2845,"","","Unknown","Yes","","","","","","","","","","Yes"
311,"","","Unknown","Unknown","","","","","","","","","Yes","Yes"
2081,"","","Unknown","Yes","","","","","","","","","",""
14060,"","","Unknown","Yes","","","","","","","","","","Yes"
13555,"","","Unknown","Unknown","","","","","","","","","",""
12136,"","","Unknown","Yes","","","","","","","","","",""
9574,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
3145,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
12999,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
9302,"","","Unknown","Yes","","","","","","","","","",""
13846,"","","Unknown","Unknown","","","","","","","","","","Yes"
8181,"","","Unknown","Unknown","","","","","","","","","",""
13154,"","","Unknown","Yes","","","","","","","","","",""
2224,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
8144,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
2043,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","Yes","Yes"
11468,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
12512,"","","Unknown","Yes","","","","","","","","","","Yes"
14867,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
2435,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
12649,"","","Unknown","Yes","","","","","","","","","",""
1043,"","","Unknown","Unknown","","","","","","","","","",""
2521,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5681,"","","Unknown","Unknown","","","","","","","","","",""
8413,"1 religious contribution  in home","","Yes","Unknown","","","","","","","","","",""
12619,"","","Unknown","Yes","","","","","","","","","",""
6345,"","","Unknown","Unknown","","","","","","","","","","Yes"
13756,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
8183,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
14516,"","","Unknown","Yes","","","","","","Yes","","","","Yes"
4288,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
11958,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
8499,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","",""
8092,"","","Unknown","Yes","","","","","","","","","",""
9908,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
12971,"","","Unknown","Yes","","","","","","","","","",""
8533,"","","Unknown","Yes","","","","","","","","","","Yes"
2669,"","3 political contributions in home","Unknown","Yes","","","","","","","","","",""
8386,"","","Unknown","Yes","","","","","","","","","",""
10395,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
8628,"4 religious contributions in home","","Yes","Yes","","","","","","","","","",""
4263,"","","Unknown","Unknown","","","Yes","","","","","","","Yes"
4313,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
7373,"","","Unknown","Yes","","","","","","","","","",""
2502,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1444,"","","Unknown","Unknown","","","","","","","","","",""
3546,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
14049,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
12210,"","2 political contributions in home","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
2110,"","","Unknown","Unknown","","","","","","","","","",""
6329,"","","Unknown","Yes","","","Yes","Yes","","Yes","Yes","","","Yes"
10566,"","","Unknown","Unknown","","","","","","","","","",""
4354,"","","Unknown","Yes","","","","","","","","","",""
4607,"","","Yes","Unknown","","","","","","","","","",""
6388,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
9979,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
8809,"","","Unknown","Unknown","Yes","","","","","","","","",""
12470,"","","Unknown","Yes","","","","","","","","","",""
9795,"","","Unknown","Yes","","","","","","","","","",""
2498,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","Yes"
9714,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1190,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
5275,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
13450,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
10784,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","Yes","Yes","","Yes","Yes"
12229,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
8289,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
10487,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
10005,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
5270,"","","Unknown","Yes","","","","","","","","","",""
1180,"","","Unknown","Unknown","","","","","","","","","","Yes"
12695,"","","Unknown","Yes","","","","","","","","","",""
3239,"","","Unknown","Unknown","","","","","","","","","",""
5392,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2771,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
588,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
8980,"","9 political contributions in home","Unknown","Yes","","","","","","","","","","Yes"
1823,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3144,"","","Unknown","Unknown","","","","","","","","","",""
11728,"","","Unknown","Yes","Yes","","","Yes","","","Yes","","",""
14944,"","","Unknown","Yes","","","","","","","","","","Yes"
2954,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
11102,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
3576,"","","Unknown","Unknown","","","","","","","","","",""
14234,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
10664,"","","Unknown","Yes","","","","","","","","","",""
14965,"","","Unknown","Yes","","","","","","","","","",""
11202,"","","Unknown","Unknown","","","","","","","","","","Yes"
2322,"","","Unknown","Unknown","","","","","","","","","",""
8571,"","","Unknown","Yes","","","","","","","","","",""
8719,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
1716,"","","Unknown","Yes","","","","Yes","","Yes","Yes","","","Yes"
92,"","","Yes","Yes","","","","","","","","","",""
9904,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
13434,"","","Unknown","Yes","","","","","","","","","","Yes"
6133,"","","Unknown","Yes","","","","","","","","","",""
6253,"","","Unknown","Unknown","","","","","","Yes","","","","Yes"
6266,"1 religious contribution  in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5245,"","","Unknown","Yes","","","","","","","","","",""
9083,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
6052,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
6379,"","","Unknown","Unknown","","","","","","","","","","Yes"
11513,"","","Unknown","Yes","","","","","","","","","",""
4956,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
9423,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
2257,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
8576,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
5854,"","","Unknown","Unknown","","","","","","","","","",""
14276,"","","Unknown","Yes","","","","","","","","","",""
4262,"","","Unknown","Yes","","","","","","","","","",""
7727,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
12100,"1 religious contribution  in home","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
14528,"","","Yes","Yes","","","","","","","","","",""
10741,"","","Unknown","Yes","","","","","","","","","",""
3619,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
2697,"","","Unknown","Unknown","","","","","","","","","",""
8666,"","","Unknown","Unknown","","","","","","","","","",""
7603,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
10311,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
4374,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
991,"","","Unknown","Unknown","","","Yes","","","","","","","Yes"
13088,"","","Unknown","Yes","","","","","","","","","",""
9987,"","","Unknown","Yes","","","","","","","","","",""
9364,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
12586,"","1 political contribution  in home","Unknown","Unknown","Yes","","","","","","","","",""
10969,"","","Unknown","Unknown","","","","","","","","","",""
11688,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
12387,"5 religious contributions in home","","Unknown","Unknown","Yes","","","","","","","","",""
11309,"","","Yes","Yes","","","","","","","","","","Yes"
6086,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
2702,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
1381,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
3861,"","","Unknown","Unknown","","","","","","","","","",""
1776,"","","Unknown","Unknown","","","","","","","","","",""
5482,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1950,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
6657,"1 religious contribution  in home","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
12702,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
13169,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","Yes"
14795,"","","Unknown","Unknown","","","","","","","","","",""
1209,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","","","","","","","Yes"
7667,"","","Unknown","Yes","","","","","","","","","",""
4456,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
12893,"","","Unknown","Yes","","","","","","","","","",""
6658,"","","Unknown","Yes","","","","","","","","","",""
9146,"","","Unknown","Unknown","Yes","","","","","","","","",""
8301,"","","Unknown","Unknown","","","","","","","","","",""
978,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
9544,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
8385,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","Yes",""
2599,"","","Unknown","Unknown","","","","","","","","","",""
12623,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
2536,"","","Unknown","Unknown","","","","","","","","","",""
4841,"","","Unknown","Yes","","","","","","Yes","","","","Yes"
9358,"","","Unknown","Unknown","","","","","","","","","",""
6511,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
7310,"","","Unknown","Unknown","","","","","","","","","",""
11476,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4410,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
4425,"","6 political contributions in home","Unknown","Unknown","Yes","","","","","","","","",""
12718,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
10542,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
3512,"","","Unknown","Unknown","","","","","","","","","",""
9200,"","","Unknown","Yes","","","","","","","","","",""
10824,"","","Unknown","Unknown","","","","","","","","","",""
6943,"","","Unknown","Yes","","","","","","","","","",""
13001,"","","Unknown","Yes","Yes","","","","","","","","",""
5845,"","","Unknown","Yes","","","","","","","","","","Yes"
4831,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
11412,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
7983,"","","Unknown","Yes","","","","","","","","","",""
12926,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
658,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
10069,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
9413,"","","Unknown","Unknown","Yes","","","","","","","","",""
11415,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
5170,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
10492,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
4386,"","","Unknown","Unknown","Yes","","","","","","","","",""
8568,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
13739,"","","Unknown","Yes","","","","","","","","","","Yes"
14206,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","Yes","Yes"
9460,"","","Unknown","Unknown","","","","","","","","","","Yes"
209,"","","Unknown","Unknown","","","","","","","","","",""
13818,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
13723,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
3739,"","","Unknown","Yes","","","","","","","","","",""
6408,"","","Unknown","Unknown","","","","","","","","","",""
284,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
4766,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
8757,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
13652,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
10819,"","","Unknown","Yes","","","","","","","","","",""
14974,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
7152,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
1048,"","","Unknown","Unknown","","","","","","","","","",""
4384,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4835,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
8124,"","","Unknown","Yes","","","","","","","","","",""
4177,"","","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
10817,"","","Unknown","Yes","","","","","","","","","",""
11873,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
7856,"","","Unknown","Unknown","","","","","","","","","",""
2363,"","1 political contribution  in home","Unknown","Yes","Yes","","","","","","","","",""
14176,"","5 political contributions in home","Unknown","Yes","","","","","","","","","",""
8485,"","","Unknown","Unknown","","","","Yes","","","Yes","","","Yes"
460,"","","Unknown","Unknown","Yes","","","","","","","","",""
846,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
10351,"","","Unknown","Unknown","","","","","","","","","",""
13152,"","1 political contribution  in home","Unknown","Unknown","Yes","","Yes","Yes","","Yes","Yes","","","Yes"
7964,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","","Yes"
14886,"","","Unknown","Unknown","","","","","","","","","",""
13953,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5135,"","","Unknown","Yes","","","","","","","","","",""
887,"","","Unknown","Yes","","","","","","","","","",""
111,"","","Unknown","Unknown","","","","","","","","","",""
1052,"","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
2660,"","","Unknown","Unknown","","","","","","","","","",""
2884,"","","Unknown","Yes","","","","","","","","","",""
9620,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
6877,"","","Unknown","Unknown","","","","","","","","","","Yes"
14826,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
14453,"","","Unknown","Unknown","","","","","","","","","",""
11823,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
4604,"","","Unknown","Yes","","","","","","","","","",""
298,"","","Unknown","Yes","","","","","","","","","","Yes"
5578,"","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","",""
2148,"","","Unknown","Unknown","","","","","","","","","",""
14401,"2 religious contributions in home","","Unknown","Unknown","","","","Yes","","","Yes","","",""
2586,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
10967,"","","Yes","Yes","","","","","","","","","",""
723,"","","Unknown","Unknown","Yes","","","","","","","","",""
967,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","Yes","","","Yes","","","Yes"
7691,"","","Unknown","Yes","","","","Yes","","","Yes","","Yes","Yes"
3789,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
5060,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
11080,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","Yes","Yes"
9367,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
12713,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
13459,"","","Unknown","Unknown","","","","","","","","","",""
5918,"","","Unknown","Yes","","","","","","","","","",""
6969,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
1818,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
12854,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
11314,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
11002,"","","Unknown","Yes","","Yes","","","","","","","",""
4407,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
888,"","","Unknown","Unknown","","","","","","","","","",""
694,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
11280,"","","Unknown","Unknown","","","","","","","","","",""
13637,"","","Unknown","Unknown","","","","","","","","","",""
1386,"","","Unknown","Yes","","","","","","","","","","Yes"
2945,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","",""
9828,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","Yes","Yes","","","Yes"
9059,"","","Unknown","Yes","","","Yes","","","Yes","","","Yes","Yes"
6473,"","","Unknown","Unknown","","","","","","","","","",""
14093,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
7518,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
10196,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes"
14326,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
4712,"","","Unknown","Yes","","","","","","","","","","Yes"
6693,"","","Unknown","Unknown","","","","","","","","","",""
7909,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
10341,"","","Unknown","Yes","","","","","","","","","",""
13404,"","","Unknown","Yes","","","","","","","","","",""
6074,"","","Unknown","Unknown","","","","","","","","","",""
641,"","1 political contribution  in home","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes"
8034,"","","Unknown","Unknown","","","","","","","","","",""
12228,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
7416,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
1036,"","","Unknown","Unknown","","","","","","","","","",""
8103,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
4520,"","","Unknown","Unknown","","","","","","","","","",""
10449,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
8159,"","","Unknown","Unknown","","","","","","","","","",""
13268,"","","Unknown","Yes","Yes","","","Yes","","","Yes","","",""
6209,"","","Unknown","Unknown","","","","","","","","","","Yes"
12868,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
8947,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
4341,"","","Unknown","Unknown","","","","","","","","","","Yes"
4388,"","","Unknown","Yes","","","","Yes","","Yes","Yes","","Yes","Yes"
14860,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
13256,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
11877,"","","Yes","Unknown","","","","","","","","","","Yes"
7662,"","","Unknown","Unknown","","","","","","","","","",""
11840,"","","Yes","Yes","","","","","","","","","",""
8680,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2865,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
10960,"","","Unknown","Yes","","","","","","","","","",""
1712,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
10497,"","","Unknown","Unknown","","","","","","","","","",""
10117,"2 religious contributions in home","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
4826,"","","Unknown","Yes","","","","","","","","","","Yes"
13821,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
2130,"","","Unknown","Unknown","","","","","","","","","",""
7290,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
14692,"","","Unknown","Yes","","","","","","","","","",""
1372,"","","Unknown","Yes","","","","Yes","","","Yes","","","Yes"
5529,"","","Unknown","Yes","","","","","","","","","",""
7124,"","","Unknown","Yes","","","","","","","","","","Yes"
4242,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
10772,"","1 political contribution  in home","Unknown","Unknown","","","","","","Yes","","","","Yes"
5959,"","2 political contributions in home","Unknown","Unknown","","","","","","","","","",""
6743,"","","Unknown","Yes","","","","","","","","","",""
9917,"","","Unknown","Unknown","","","","","","","","","",""
12095,"","","Unknown","Unknown","","","","","","","","","",""
7686,"","","Unknown","Yes","","","","","","","","","",""
13437,"","","Unknown","Unknown","","","","","","","","","","Yes"
1000,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
3020,"","","Unknown","Unknown","","","","","","","","","",""
4492,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
14897,"","","Unknown","Unknown","","","","","","","","","","Yes"
4608,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","Yes"
8902,"","","Unknown","Unknown","Yes","","Yes","Yes","","Yes","Yes","","","Yes"
3448,"","","Unknown","Yes","","","Yes","","","","","","","Yes"
1044,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
5352,"","","Unknown","Yes","","","","","","","","","Yes","Yes"
6609,"","","Unknown","Yes","","","","","","","","","",""
2533,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
10515,"","","Unknown","Unknown","","","","","","","","","",""
9867,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
3707,"","","Unknown","Yes","","","","","","","","","",""
14043,"","","Yes","Yes","","","","Yes","","","Yes","","","Yes"
9381,"","","Yes","Unknown","","","","","","","","","",""
140,"","","Unknown","Yes","","","","","","","","","",""
7405,"","","Unknown","Unknown","","","","","","","","","",""
10556,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
8259,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","","Yes","","Yes","Yes"
6229,"","1 political contribution  in home","Yes","Unknown","","","","Yes","","","Yes","","",""
5743,"","","Unknown","Yes","","","","","","","","","",""
10214,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
436,"","1 political contribution  in home","Unknown","Yes","","","","","","","","","",""
5971,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
12543,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
13852,"","1 political contribution  in home","Unknown","Unknown","","","Yes","Yes","","Yes","Yes","","Yes","Yes"
10053,"","","Unknown","Yes","","","","","","","","","",""
7475,"","","Yes","Yes","","","","Yes","","","Yes","","","Yes"
9784,"","","Unknown","Unknown","","","","","","","","","",""
14010,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
10353,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
2062,"","","Unknown","Unknown","Yes","","","","","","","","",""
7385,"","","Unknown","Unknown","Yes","","","Yes","","","Yes","","",""
12515,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","Yes","Yes"
6483,"","","Unknown","Yes","","","","","","","","","",""
1955,"","","Unknown","Yes","","","","","","","","","",""
12759,"","","Unknown","Yes","","","","","","","","","",""
1130,"","","Unknown","Yes","","","","","","","","","",""
14590,"","","Unknown","Unknown","","","","","","","","","",""
3741,"","","Unknown","Yes","","","","","","","","","",""
6480,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes",""
13379,"","","Unknown","Yes","","","","","","","","","","Yes"
4249,"","","Unknown","Yes","","","","","","","","","","Yes"
13878,"","1 political contribution  in home","Unknown","Yes","Yes","","","Yes","","","Yes","","","Yes"
7295,"1 religious contribution  in home","","Unknown","Yes","","","","","","","","","",""
9504,"","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes"
11208,"","","Unknown","Yes","","","","","","","","","",""
6303,"","","Unknown","Unknown","","","","","","","","","",""
12382,"","","Unknown","Yes","","","","","","","","","",""
220,"","","Unknown","Unknown","","","","","","","","","",""
12592,"","","Unknown","Unknown","","","","","","","","","",""
1781,"","","Unknown","Yes","","","","","","","","","",""
2588,"1 religious contribution  in home","","Unknown","Unknown","","","Yes","","","","","","","Yes"
1954,"1 religious contribution  in home","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
14155,"","","Unknown","Unknown","","","","","","","","","",""
11575,"","","Yes","Yes","","","","","","","","","",""
11229,"","","Unknown","Unknown","","","","Yes","","","Yes","","Yes",""
6548,"1 religious contribution  in home","1 political contribution  in home","Unknown","Yes","","","","","","","","","","Yes"
12405,"","","Unknown","Yes","","","","","","","","","",""
6427,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
6001,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
5800,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
13453,"","","Unknown","Yes","","","","","","","","","",""
5013,"1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","",""
13982,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
7187,"","1 political contribution  in home","Unknown","Unknown","","","","","","","","","",""
14218,"","","Unknown","Unknown","","","","","","","","","",""
2773,"","","Unknown","Yes","","","","","","","","","",""
556,"","","Unknown","Unknown","","","","","","","","","",""
6979,"","","Unknown","Unknown","","","","","","","","","",""
3557,"","1 political contribution  in home","Yes","Yes","","","","","","","","","",""
1356,"","","Unknown","Unknown","","","","","","","","","",""
7044,"","","Unknown","Yes","","","","Yes","","","Yes","","",""
2758,"","","Yes","Yes","","","","","","","","","",""
12025,"","","Unknown","Unknown","","","","Yes","","","Yes","","",""
14302,"","","Unknown","Yes","Yes","","","","","","","","Yes",""
10382,"","","Unknown","Yes","","","","","","","","","",""
