"tmpID","PartiesDescription","ReligionsDescription","LikelyUnionMember","GunOwner","Veteran","supportsAffordableCareAct","supportsGayMarriage","supportsGunControl","supportsTaxesRaise","overallsocialviews","DonatestoConservativeCauses","DonatestoLiberalCauses"
4254,"Democratic","","Yes","Unknown","Unknown","","","","","","",""
1433,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3517,"Republican","","","Unknown","Unknown","","","","","","",""
2411,"Democratic","","","Unknown","Unknown","","","","","","",""
463,"Republican","","","Unknown","Unknown","","","","","","",""
3188,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4014,"Democratic","","","Unknown","Unknown","","","","","","",""
1411,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4146,"Republican","Protestant","","Yes","Unknown","","","","","","",""
4044,"Republican","","Yes","Yes","Unknown","","","","","","",""
4674,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3650,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2424,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
2085,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4163,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
552,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5646,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5609,"Republican","Protestant","","Yes","Unknown","","","","","","",""
1006,"Republican","Protestant","","Yes","Unknown","","","","","","",""
4852,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4334,"Democratic","","","Unknown","Unknown","","","","","","",""
1087,"Republican","Jewish","","Yes","Yes","","","","","","",""
5800,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1736,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5674,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1466,"Republican","Protestant","","Yes","Unknown","","","","","","",""
4699,"Republican","","","Unknown","Unknown","","","","","","",""
246,"Republican","","","Unknown","Unknown","","","","","","",""
5502,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4896,"Democratic","","","Unknown","Yes","","","","","","",""
1028,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
3638,"Republican","Protestant","","Yes","Unknown","","","","","","",""
1436,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2893,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1496,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
2310,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2435,"Democratic","Jewish","Yes","Yes","Yes","","","","","","",""
3113,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1509,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1813,"Democratic","Protestant","","Unknown","Yes","","","","","","",""
1354,"Republican","","","Unknown","Unknown","","","","","","",""
5405,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1530,"Republican","","","Unknown","Unknown","","","","","","",""
2307,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
4410,"Republican","Protestant","","Yes","Yes","","","","","","",""
3738,"Republican","Protestant","","Yes","Unknown","","","","","","Yes",""
5983,"Republican","","","Yes","Unknown","","","","","","","Yes"
2784,"Democratic","Protestant","","Yes","Yes","","","","","","",""
85,"Democratic","","","Unknown","Unknown","","","","","","",""
438,"Democratic","","","Unknown","Unknown","","","","","","",""
1627,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5503,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
627,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","Yes",""
98,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
5235,"Republican","Eastern Orthodox","Yes","Yes","Unknown","","","","","","",""
3148,"Democratic","","","Unknown","Unknown","","","","","","",""
77,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4525,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2788,"Democratic","","Yes","Yes","Unknown","","","","","Liberal","",""
2396,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2301,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
1063,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4150,"Republican","","","Unknown","Unknown","","","","","","",""
2071,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3061,"Republican","Christian","","Unknown","Unknown","","","","","","",""
4834,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
200,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2079,"Republican","Protestant","","Yes","Unknown","","","","","","",""
897,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2598,"Democratic","Jewish","","Yes","Unknown","","","","","","",""
2176,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1934,"Democratic","Catholic","","Yes","Yes","","","","","Liberal","",""
5228,"Democratic","","","Unknown","Unknown","","Oppose","","","","",""
3050,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3184,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1754,"Republican","Buddhist","Yes","Unknown","Unknown","","","","","","",""
5968,"Republican","Eastern Orthodox","","Unknown","Unknown","","","","","","",""
860,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
4509,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3240,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1616,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
858,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
1493,"Democratic","Jewish","Yes","Unknown","Unknown","","","","","","",""
343,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2996,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5975,"Republican","Jewish","","Unknown","Yes","","","","","","",""
135,"Democratic","","","Yes","Unknown","","","","","","",""
5383,"Republican","","","Unknown","Unknown","","","","","","",""
4093,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
174,"Republican","Protestant","","Unknown","Yes","","","","","","",""
3379,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
778,"Republican","","","Unknown","Unknown","","","","","","",""
4277,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
470,"Republican","Buddhist","","Yes","Unknown","","","","","","",""
3317,"Democratic","","","Unknown","Unknown","","","","","","",""
4321,"Democratic","","","Unknown","Unknown","","","","","","",""
2544,"Republican","Protestant","","Yes","Unknown","","","","","","",""
2976,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
3470,"Republican","","","Unknown","Unknown","","","","","","",""
442,"Democratic","","Yes","Yes","Yes","","","","","","",""
5692,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
2883,"Democratic","Catholic","Yes","Unknown","Unknown","","","","","","",""
3472,"Democratic","","","Unknown","Unknown","","","","","","",""
4156,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
5047,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5542,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
1749,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
931,"Republican","Protestant","","Unknown","Yes","","","","","","",""
1057,"Republican","Jewish","","Yes","Unknown","","","","","","",""
705,"Republican","","","Unknown","Unknown","","","","","","",""
5477,"Democratic","","","Unknown","Unknown","","","","","","",""
5307,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
3340,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2073,"Republican","","","Unknown","Unknown","","","","","","",""
3292,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
2963,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5253,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1209,"Democratic","","","Unknown","Unknown","","","","","","",""
1921,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3284,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
752,"Democratic","","","Unknown","Unknown","","","","","","",""
3501,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1602,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2445,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1690,"Republican","","","Unknown","Unknown","","","","","","",""
3849,"Republican","","","Unknown","Unknown","","","","","","",""
4113,"Republican","","","Unknown","Unknown","","","","","","",""
5339,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5500,"Democratic","Protestant","","Yes","Yes","","","","","","",""
5897,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
5219,"Democratic","Protestant","","Yes","Unknown","","Oppose","","","Conservative","",""
2663,"Republican","","","Unknown","Unknown","","","","","","",""
3045,"Republican","","","Unknown","Unknown","","","","","","",""
2886,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1262,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1115,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
3143,"Republican","","","Unknown","Unknown","","","","","","",""
2673,"Republican","Catholic","Yes","Unknown","Unknown","","","","","","",""
1119,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5518,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5471,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5229,"Republican","Buddhist","","Yes","Unknown","","","","","","",""
2723,"Republican","","","Unknown","Unknown","","","","","","",""
2068,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3327,"Democratic","","","Yes","Unknown","","","","","","",""
2519,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
1176,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
5867,"Democratic","","","Unknown","Unknown","","","","","","",""
5187,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
295,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2404,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5738,"Republican","","Yes","Unknown","Unknown","","","","","","",""
1661,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2704,"Democratic","","","Unknown","Unknown","","","","","","",""
5574,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3931,"Democratic","","","Yes","Unknown","","","","","","",""
3486,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3091,"Republican","","","Unknown","Yes","Support","","","","","",""
2491,"Non-Partisan","Protestant","Yes","Unknown","Unknown","","","","","","",""
502,"Democratic","","","Yes","Unknown","","","","","","",""
5393,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
332,"Democratic","","","Unknown","Unknown","","","","","","",""
803,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
1670,"Democratic","Protestant","","Yes","Yes","","","","","","",""
866,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
2518,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
799,"Republican","","","Unknown","Unknown","","","","","","",""
4411,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
1983,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
545,"Republican","Protestant","","Yes","Unknown","","","","","","",""
1331,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
2755,"Republican","","","Unknown","Unknown","","","","","","",""
5501,"Democratic","Protestant","","Yes","Yes","","","","","","",""
4600,"Republican","","","Unknown","Unknown","","","","","","",""
5454,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4643,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
1641,"Democratic","","","Yes","Unknown","","","","","","",""
350,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
996,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3802,"Democratic","Protestant","Yes","Yes","Unknown","","","","","","",""
5344,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2401,"Democratic","","","Unknown","Unknown","","","","","","",""
2417,"Democratic","Protestant","","Yes","Yes","","","","","","",""
2292,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
3385,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1041,"Democratic","","","Unknown","Unknown","","","","","","",""
4734,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
147,"Democratic","Protestant","","Yes","Yes","","","","","","",""
2743,"Democratic","","","Unknown","Unknown","","","","","","",""
1819,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1060,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5851,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5426,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
5015,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3343,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5653,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4009,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
2836,"Democratic","","","Yes","Unknown","","","","","","",""
30,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
483,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
4161,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5587,"Republican","","","Yes","Unknown","","","","","","",""
4619,"Republican","Catholic","Yes","Unknown","Unknown","","","","","","",""
319,"Republican","","","Unknown","Unknown","","","","","","",""
4739,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4900,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
486,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
1919,"Democratic","","","Unknown","Unknown","","","","","","",""
2105,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5767,"Republican","Protestant","Yes","Yes","Unknown","","","","","","",""
72,"Republican","Protestant","","Yes","Unknown","","","","","","",""
1675,"Democratic","Protestant","Yes","Yes","Unknown","","","","","","",""
1067,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1422,"Democratic","","","Unknown","Unknown","","","","","","",""
2091,"Non-Partisan","Catholic","","Yes","Unknown","","","","","","",""
3376,"Democratic","","","Unknown","Unknown","","","","","","",""
1740,"Democratic","Catholic","","Unknown","Yes","","","","","","",""
257,"Republican","","","Unknown","Unknown","","","","","","",""
5636,"Republican","Protestant","","Yes","Unknown","","","","","","",""
935,"Democratic","","","Unknown","Unknown","","","","","","",""
4928,"Republican","Protestant","","Unknown","Unknown","","Support","","Oppose","","",""
2090,"Democratic","","","Unknown","Unknown","","","","","","",""
3041,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5896,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4412,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
401,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5593,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3229,"Democratic","","","Yes","Yes","","","","","","",""
2870,"Democratic","","","Unknown","Unknown","","","","","","",""
2254,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5166,"Democratic","","","Unknown","Unknown","","","","","","",""
3805,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
360,"Republican","Jewish","Yes","Unknown","Unknown","","","","","","",""
5808,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
3320,"Democratic","Catholic","Yes","Unknown","Unknown","","","","","","",""
2848,"Democratic","","","Unknown","Unknown","","","","","","",""
5018,"Democratic","Catholic","Yes","Unknown","Unknown","","","","","","",""
4607,"Republican","Protestant","Yes","Yes","Unknown","","","","","","",""
5179,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1065,"Republican","Protestant","Yes","Unknown","Unknown","","","","","Liberal","",""
581,"Democratic","","","Unknown","Unknown","","","","","","",""
852,"Democratic","","","Unknown","Unknown","","","","","","",""
3853,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4487,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5937,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1343,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
5232,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1459,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5936,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
5261,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
2118,"Democratic","Protestant","Yes","Yes","Unknown","","","","","","",""
908,"Democratic","","","Yes","Unknown","","","","","","",""
5318,"Republican","","","Unknown","Yes","","","","","","",""
503,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
4447,"Democratic","","","Unknown","Unknown","","","","","","",""
5599,"Democratic","","","Unknown","Unknown","","","","","","",""
571,"Republican","","","Unknown","Unknown","","","","","","",""
5078,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2187,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4622,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1766,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
5279,"Democratic","","","Unknown","Unknown","","","","","","",""
2905,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
1074,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2045,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1913,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
1089,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
4566,"Republican","Protestant","","Unknown","Yes","","","","","","",""
4911,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
2076,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2823,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5799,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1865,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1931,"Democratic","Protestant","","Yes","Yes","","","","","Liberal","",""
1699,"Democratic","","","Unknown","Unknown","","","","","","",""
3101,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
1144,"Republican","Protestant","","Yes","Yes","","","","","","",""
974,"Democratic","Buddhist","","Unknown","Unknown","","","","","","",""
5860,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
929,"Republican","","","Yes","Unknown","","","","","","",""
1482,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
5387,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2284,"Republican","","","Yes","Unknown","","","","","","",""
4609,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1155,"Republican","","","Unknown","Unknown","","","","","","",""
2097,"Democratic","","Yes","Unknown","Unknown","","","","","","",""
2334,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
3558,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
924,"Democratic","","","Unknown","Unknown","","","","","","",""
2564,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3039,"Democratic","Catholic","","Yes","Yes","","","","","","",""
3348,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1993,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1321,"Democratic","","","Unknown","Unknown","","","","","","",""
5452,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
711,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3696,"Democratic","Eastern Orthodox","","Yes","Unknown","","","","","","",""
4002,"Democratic","","","Unknown","Unknown","","","","","","",""
3161,"Republican","Protestant","Yes","Unknown","Yes","","","","","","",""
1979,"Republican","Catholic","","Yes","Unknown","","","","","","",""
1905,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
4381,"Democratic","","","Yes","Unknown","","","","","","",""
5938,"Non-Partisan","Buddhist","","Unknown","Unknown","","","","","","",""
589,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
3344,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3304,"Democratic","Protestant","","Yes","Yes","","","","","","",""
673,"Democratic","Protestant","","Unknown","Unknown","","","","","","","Yes"
127,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5038,"Democratic","","","Unknown","Unknown","","","","","","",""
3095,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3889,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
4241,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
4039,"Democratic","Catholic","Yes","Unknown","Unknown","","","","","","",""
3397,"Republican","","","Unknown","Unknown","","","","","","",""
2320,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1515,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1729,"Democratic","","","Unknown","Unknown","","","","","","",""
2414,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2993,"Democratic","","","Unknown","Unknown","","","","","","",""
3085,"Democratic","Catholic","Yes","Yes","Unknown","","","","","","",""
4319,"Democratic","","","Unknown","Unknown","","","","","","",""
1368,"Republican","","","Unknown","Unknown","","","","","","",""
966,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
358,"Democratic","","","Unknown","Unknown","","","","Oppose","Conservative","",""
4315,"Democratic","","","Unknown","Unknown","","","","","","",""
3835,"Democratic","","","Unknown","Unknown","","","","","","",""
2476,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4328,"Republican","","","Unknown","Unknown","","","","","","",""
3711,"Democratic","Christian","","Yes","Unknown","","","","","","",""
5645,"Republican","","","Unknown","Unknown","","","","","","",""
5991,"Republican","Protestant","","Yes","Yes","","","","","","",""
289,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2573,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3121,"Republican","","","Unknown","Yes","","","","","","",""
1804,"Republican","","","Unknown","Unknown","","","","","","",""
3336,"Democratic","Catholic","","Yes","Unknown","","","","","","",""
584,"Democratic","","","Unknown","Unknown","","","","","","",""
5485,"Democratic","","","Unknown","Unknown","","","","","","",""
4929,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1355,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
1786,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
5293,"Republican","","","Unknown","Unknown","","","","","","",""
1684,"Republican","","","Yes","Unknown","","","","","","",""
2225,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5732,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
1554,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5375,"Democratic","Protestant","","Yes","Yes","","","","","","",""
529,"Democratic","","","Yes","Unknown","","","","","","",""
4968,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
5961,"Republican","","","Unknown","Unknown","","","","","","",""
2359,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
2697,"Democratic","","","Unknown","Unknown","","","","","","",""
3531,"Non-Partisan","","","Unknown","Unknown","","","","","","","Yes"
2796,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2840,"Democratic","Protestant","","Yes","Yes","","","","","","",""
415,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
57,"Democratic","","","Unknown","Unknown","","","","","","",""
3666,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2099,"Democratic","","","Yes","Unknown","","","","","","",""
2685,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1842,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5173,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4125,"Democratic","","","Yes","Unknown","","","","","","",""
3416,"Republican","Protestant","","Yes","Unknown","","","","","","",""
716,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
5881,"Democratic","","","Unknown","Unknown","","","","","","",""
4910,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
958,"Republican","Catholic","Yes","Yes","Unknown","","","","","","",""
3617,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
593,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
5604,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3712,"Republican","","","Unknown","Unknown","","","","","","",""
3350,"Democratic","","","Unknown","Unknown","","","","","","",""
306,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
793,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1393,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
4579,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
4339,"Democratic","Protestant","","Yes","Yes","","","","","","",""
3145,"Democratic","","","Unknown","Unknown","","","","","","",""
1133,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
5699,"Non-Partisan","Christian","","Unknown","Unknown","","","","","","",""
4420,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4194,"Republican","Jewish","","Yes","Unknown","","","","","","",""
4960,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
564,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3172,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
1242,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3899,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5358,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1244,"Democratic","Islamic","","Unknown","Unknown","","","","","","",""
2469,"Republican","","","Unknown","Unknown","","","","","","",""
4065,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
3754,"Republican","Protestant","Yes","Yes","Unknown","","","","","","",""
2197,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5665,"Democratic","","","Unknown","Unknown","","","","","","",""
2814,"Republican","","","Unknown","Unknown","","","","","","",""
4767,"Republican","","","Unknown","Unknown","","","","","","",""
3330,"Democratic","","","Unknown","Unknown","","","","","","",""
4199,"Democratic","","","Unknown","Unknown","","","","","","",""
3975,"Republican","","","Yes","Unknown","","","","","","",""
3182,"Democratic","","","Unknown","Unknown","","","","","","",""
1968,"Republican","Protestant","","Yes","Unknown","","","","","","",""
136,"Republican","","","Unknown","Unknown","","","","","","",""
4297,"Non-Partisan","","Yes","Unknown","Unknown","","","","","","",""
374,"Republican","Protestant","","Yes","Unknown","","","","","","",""
5040,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
3850,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
3027,"Republican","","","Unknown","Unknown","","","","","","",""
387,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
2228,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4266,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
2762,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
3461,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
2864,"Democratic","Catholic","","Yes","Unknown","","","","","","",""
1776,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
1663,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3051,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5626,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
5249,"Non-Partisan","Jewish","","Unknown","Unknown","","","","","","",""
4380,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5637,"Republican","","","Unknown","Unknown","","","","","","",""
2773,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","Yes",""
5831,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
5499,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5055,"Republican","Protestant","","Unknown","Unknown","","","","","Conservative","",""
4257,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
2319,"Democratic","Catholic","Yes","Unknown","Unknown","","","","","","",""
1843,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3170,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
4388,"Non-Partisan","Islamic","","Unknown","Unknown","","","","","","",""
4664,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5671,"Republican","","","Yes","Unknown","","","","","","",""
3193,"Democratic","Hindu","","Yes","Unknown","","","","","","",""
5792,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3526,"Non-Partisan","Catholic","","Unknown","Yes","","","","","","",""
5757,"Democratic","","","Unknown","Unknown","","","","","","",""
927,"Republican","Protestant","","Yes","Yes","","","","","","",""
5009,"Democratic","Protestant","","Yes","Yes","","","","","","",""
4850,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
