"tmpID","ResidenceHHGenderDescription","EthnicDescription","BroadEthnicGroupings","PresenceOfChildrenCode","ISPSA","HomeOwnerRenter","MosaicZ4","MedianEducationYears","NetWorth","Investor","BusinessOwner","Education","OccupationIndustry","HorseOwner","CatOwner","DogOwner","OtherPetOwner","HomeOffice","BookBuyerInHome","UpscaleBuyerInHome","BuyerofAntiquesinHousehold","BuyerofArtinHousehold","GeneralCollectorinHousehold","BooksAudioReadinginHousehold","ComputerOwnerInHome"
299,"Female Only Household","English/Welsh","","Not Likely to have a child",0,"Likely Homeowner","",15,"$499999+","","","Bach Degree - Likely","Unknown","","","","","Yes","","","","Yes","","","Unknown"
13189,"Female Only Household","","German","Known Data",9,"Likely Homeowner","",13,"$100000-249999","Yes","","Grad Degree - Likely","Unknown","","","","Yes","","1 book purchase in home ","","","Yes","","","Unknown"
2267,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",NA,"Likely Homeowner","Senior Discounts",14,"$25000-49999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
7071,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",NA,"Likely Homeowner","",13,"$50000-99999","","","Unknown","Clerical/Office","","","","","","2 book purchases in home","","","","","","Unknown"
11462,"Mixed Gender Household","German","","Not Likely to have a child",8,"Likely Homeowner","",16,"$250000-499999","Yes","","Some College - Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown"
3621,"Female Only Household","Likely Af-Am (Modeled)","Arab","Known Data",4,"Likely Homeowner","",15,"$100000-249999","","","Some College -Extremely Likely","Clerical/Office","","","","","","","","","","","","Yes"
12571,"Female Only Household","French","","Not Likely to have a child",7,"Likely Homeowner","",15,"$50000-99999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
5645,"Female Only Household","English/Welsh","Irish","",2,"Likely Homeowner","",14,"$499999+","","","Bach Degree - Extremely Likely","Manufacturing","","","","","","","","","","","","Yes"
9408,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","Rooted Flower Power",14,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
11312,"Female Only Household","Likely Af-Am (Modeled)","English/Welsh","Known Data",1,"Likely Homeowner","",15,"$250000-499999","Yes","","Unknown","Manufacturing","","","","","","","","","","","","Yes"
4437,"Mixed Gender Household","English/Welsh","","Not Likely to have a child",9,"Likely Homeowner","Settled and Sensible",13,"$50000-99999","","","Bach Degree - Extremely Likely","Other","","","Yes","Yes","","","","","","","","Yes"
3628,"Mixed Gender Household","","German","",7,"Likely Homeowner","",15,"$25000-49999","Yes","","Some College - Likely","Other","","","","","","","4 upscale merchandise purchases","","","","","Unknown"
11488,"Mixed Gender Household","Korean","German","Not Likely to have a child",3,"Likely Homeowner","No Place like Home",13,"","Yes","","HS Diploma - Extremely Likely","Medical","","","","Yes","","1 book purchase in home ","","","","","","Unknown"
6540,"Female Only Household","Russian (omitting former Soviet States)","Norwegian","Modeled Not as Likely to have a child",8,"Likely Homeowner","",14,"$250000-499999","Yes","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
13296,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",9,"Likely Renter","Reaping Rewards",14,"$100000-249999","Yes","","Some College - Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
10842,"Mixed Gender Household","","","Not Likely to have a child",9,"Likely Homeowner","",12,"$5000-9999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","3 book purchases in home","","","","","","Unknown"
12523,"Mixed Gender Household","","Likely Af-Am (Modeled)","",6,"","No Place like Home",15,"","","","Some College - Likely","Unknown","","","","","","","","","","","","Yes"
4677,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",13,"$100000-249999","","","Grad Degree - Likely","Skilled Trades","","","","Yes","","","","","","","","Yes"
12922,"Female Only Household","German","English/Welsh","Modeled Not as Likely to have a child",7,"Likely Homeowner","",15,"$250000-499999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","","","","Unknown"
4154,"Male Only Household","Italian","Likely Af-Am (Modeled)","Not Likely to have a child",8,"Likely Homeowner","",12,"$50000-99999","","","Unknown","Unknown","","","","","Yes","","","","","","","Yes"
3127,"Mixed Gender Household","Italian","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Homeowner","",16,"","Yes","","Unknown","Unknown","","","","","","","","","","","","Unknown"
14151,"Female Only Household","English/Welsh","","Not Likely to have a child",9,"Likely Homeowner","",16,"$25000-49999","Yes","","Some College -Extremely Likely","Unknown","","","","","Yes","1 book purchase in home ","","","","","","Yes"
4891,"Mixed Gender Household","German","English/Welsh","Known Data",9,"Likely Renter","",12,"","Yes","","Bach Degree - Likely","Unknown","","","","","","","","","","","","Yes"
933,"Mixed Gender Household","Austrian","Italian","Not Likely to have a child",9,"Likely Renter","",16,"","Yes","","Some College -Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes"
9939,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",9,"Likely Renter","",15,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Other","","","","","","1 book purchase in home ","","","","","","Yes"
6571,"Mixed Gender Household","Swedish","Khmer","Not Likely to have a child",6,"Likely Homeowner","",15,"$100000-249999","Yes","","Some College - Likely","Other","","","Yes","","","","","","","","","Yes"
7831,"Mixed Gender Household","","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Homeowner","",15,"$25000-49999","","","Grad Degree - Likely","Legal","","","","","","1 book purchase in home ","","","Yes","","","Yes"
4597,"Male Only Household","Arab","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","Stock Cars and State Parks",12,"$50000-99999","Yes","","Some College -Extremely Likely","Management","","","","","","","","","","","","Yes"
7801,"Mixed Gender Household","Hispanic","Irish","Known Data",9,"Likely Homeowner","",14,"$100000-249999","","","Bach Degree - Extremely Likely","Skilled Trades","","Yes","","","","","","","","","","Unknown"
11500,"Female Only Household","Italian","Italian","Known Data",8,"Likely Homeowner","",17,"$50000-99999","","","Bach Degree - Likely","Medical","","","","Yes","","4 book purchases in home","","","","","","Yes"
2441,"Female Only Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",14,"$250000-499999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","Yes","","Yes"
8756,"Mixed Gender Household","Polish","Dutch (Netherlands)","Not Likely to have a child",6,"Likely Homeowner","",16,"","","Yes","Some College - Likely","Unknown","","","","","","5 book purchases in home","","","Yes","Yes","","Yes"
3591,"Mixed Gender Household","Irish","English/Welsh","Modeled Likely to have a child",9,"Likely Homeowner","Reaping Rewards",13,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","","","5 book purchases in home","","","Yes","Yes","","Yes"
13565,"Mixed Gender Household","Hispanic","German","Not Likely to have a child",7,"Likely Homeowner","",16,"$50000-99999","Yes","","HS Diploma - Likely","Medical","","Yes","","","","","","","","Yes","","Yes"
12461,"Mixed Gender Household","Likely Af-Am (Modeled)","Chinese","Known Data",7,"Likely Homeowner","",12,"$100000-249999","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
13273,"Mixed Gender Household","English/Welsh","Indian/Hindu","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
1455,"Mixed Gender Household","English/Welsh","Irish","",8,"Likely Renter","",14,"","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","Yes","","Unknown"
548,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","",8,"Likely Homeowner","",14,"$10000-24999","","","HS Diploma - Extremely Likely","Management","","","","","","","","","Yes","","","Yes"
11804,"Mixed Gender Household","","Scots","Not Likely to have a child",1,"Likely Renter","Silver Sophisticates",12,"$10000-24999","","","Grad Degree - Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
2448,"Mixed Gender Household","English/Welsh","","Known Data",9,"Likely Renter","",16,"","Yes","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes"
8348,"Mixed Gender Household","English/Welsh","Arab","Not Likely to have a child",8,"Likely Homeowner","",15,"","Yes","","Grad Degree - Extremely Likely","Financial Services","","","","","","","","","","","","Yes"
12699,"Mixed Gender Household","Scots","English/Welsh","Modeled Not as Likely to have a child",6,"Likely Homeowner","",12,"$100000-249999","","","Grad Degree - Likely","Unknown","","","Yes","","","3 book purchases in home","","","","","","Unknown"
495,"Mixed Gender Household","English/Welsh","Scots","Known Data",7,"Likely Homeowner","No Place like Home",15,"$100000-249999","Yes","","Unknown","Medical","","","","","","","","","","Yes","","Unknown"
14688,"Mixed Gender Household","French","Likely Af-Am (Modeled)","Not Likely to have a child",8,"Likely Homeowner","",12,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
9200,"Mixed Gender Household","","","Not Likely to have a child",8,"Likely Homeowner","",12,"","Yes","","Some College - Likely","Management","","","","Yes","Yes","","","","","","","Yes"
3010,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","Silver Sophisticates",16,"$1-4999","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
13083,"Mixed Gender Household","","English/Welsh","Known Data",9,"Likely Homeowner","",16,"$100000-249999","Yes","","Unknown","Medical","","","","","","1 book purchase in home ","","","Yes","Yes","","Unknown"
4601,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Renter","",12,"","","","Unknown","Unknown","","","","","","","","","","Yes","","Yes"
9105,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",4,"Likely Homeowner","",14,"$50000-99999","Yes","","Unknown","Other","","","Yes","","","","","","Yes","","","Yes"
2841,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",9,"","",16,"","","","Unknown","Medical","","","","","","","","","","","","Yes"
4167,"Female Only Household","Likely Af-Am (Modeled)","German","Known Data",6,"Likely Homeowner","",16,"$250000-499999","","","Bach Degree - Extremely Likely","Unknown","","Yes","","Yes","","","","","","","","Yes"
3313,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","No Place like Home",13,"$499999+","","","Bach Degree - Extremely Likely","Unknown","","","Yes","","Yes","","","","","Yes","","Yes"
9807,"Mixed Gender Household","","English/Welsh","Modeled Not as Likely to have a child",6,"Likely Homeowner","",14,"","","","Some College - Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
6545,"Female Only Household","Dutch (Netherlands)","Irish","",9,"Likely Homeowner","",14,"$250000-499999","","","Bach Degree - Likely","Unknown","","","","","Yes","3 book purchases in home","","","","Yes","","Yes"
10909,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",NA,"Likely Renter","",14,"$100000-249999","","","Unknown","Unknown","","","","","Yes","","","","","","","Yes"
9877,"Female Only Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",14,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Medical","","","Yes","","Yes","","","","","Yes","","Yes"
12455,"Mixed Gender Household","English/Welsh","Hungarian","Modeled Not as Likely to have a child",7,"Likely Homeowner","",15,"$100000-249999","","","Grad Degree - Likely","Unknown","","","","","","","","","","Yes","","Yes"
3768,"Male Only Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$50000-99999","Yes","","Some College - Likely","Unknown","","","Yes","","","4 book purchases in home","","","","Yes","","Unknown"
10631,"Mixed Gender Household","German","Polish","",6,"Likely Homeowner","",NA,"$50000-99999","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","Yes","","Yes"
385,"Mixed Gender Household","Chinese","English/Welsh","Not Likely to have a child",3,"Likely Renter","",12,"$10000-24999","Yes","","HS Diploma - Likely","Management","","","Yes","","","","","","","","","Unknown"
6363,"Female Only Household","English/Welsh","German","Modeled Not as Likely to have a child",9,"Likely Homeowner","",12,"$100000-249999","","","Grad Degree - Likely","Unknown","","Yes","","","","","","","Yes","Yes","","Yes"
1443,"Female Only Household","English/Welsh","English/Welsh","Known Data",8,"Likely Homeowner","",12,"","","","Unknown","Unknown","","","","","","","","","Yes","Yes","","Yes"
5815,"Mixed Gender Household","English/Welsh","German","Modeled Not as Likely to have a child",9,"Likely Homeowner","",16,"$250000-499999","Yes","","Bach Degree - Likely","Medical","","","","","","","","","Yes","Yes","","Yes"
13170,"Mixed Gender Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",14,"$50000-99999","","","Unknown","Unknown","","","","Yes","","","","","","","","Yes"
14445,"Mixed Gender Household","English/Welsh","Arab","Known Data",8,"Likely Homeowner","",14,"","Yes","","Bach Degree - Likely","Clerical/Office","","","Yes","Yes","","","1 upscale merchandise purchase ","","Yes","Yes","","Yes"
8363,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",7,"Likely Homeowner","No Place like Home",12,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","","","","Yes","Yes","","Yes"
5854,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Renter","",14,"$5000-9999","","","Some College - Likely","Other","","","","","","","","","","","","Yes"
4403,"Female Only Household","English/Welsh","English/Welsh","",9,"Likely Renter","No Place like Home",12,"$10000-24999","","","Grad Degree - Likely","Medical","","","","","","1 book purchase in home ","","","","","","Yes"
11117,"Mixed Gender Household","English/Welsh","Scots","",8,"Likely Homeowner","",16,"$250000-499999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
12615,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",9,"Likely Renter","",15,"","","","Some College - Likely","Unknown","","","","","","3 book purchases in home","","","","","","Yes"
9844,"Female Only Household","English/Welsh","","Known Data",9,"Likely Homeowner","",14,"$250000-499999","Yes","","Unknown","Unknown","","","","","Yes","8 book purchases in home","","","Yes","","","Yes"
12944,"Mixed Gender Household","English/Welsh","","Known Data",8,"Likely Homeowner","",13,"$250000-499999","","","Grad Degree - Extremely Likely","Unknown","","","","","","2 book purchases in home","","","","","","Yes"
4676,"Male Only Household","German","Scots","Known Data",6,"Likely Homeowner","",13,"","","","Less than HS Diploma - Likely","Unknown","","","","","","","","","Yes","Yes","","Unknown"
1490,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",8,"Likely Homeowner","Rooted Flower Power",12,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","","","Yes"
4955,"Mixed Gender Household","English/Welsh","Irish","Known Data",7,"Likely Homeowner","",12,"$50000-99999","","","Bach Degree - Likely","Skilled Trades","","","","","Yes","2 book purchases in home","","","","Yes","","Yes"
1479,"Female Only Household","English/Welsh","Scots","Known Data",7,"Likely Homeowner","",15,"$250000-499999","Yes","","Bach Degree - Extremely Likely","Skilled Trades","","","Yes","","","","","","","","","Yes"
11593,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",12,"$50000-99999","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
13307,"Female Only Household","","German","Modeled Not as Likely to have a child",9,"Likely Renter","",12,"$10000-24999","","","HS Diploma - Likely","Unknown","","","Yes","","","","","","","","","Yes"
14889,"Mixed Gender Household","Dutch (Netherlands)","","Not Likely to have a child",6,"Likely Homeowner","",12,"$50000-99999","","","HS Diploma - Extremely Likely","Unknown","","","Yes","","Yes","4 book purchases in home","","","Yes","","","Unknown"
9900,"Mixed Gender Household","French","Italian","Not Likely to have a child",7,"Likely Homeowner","",14,"$50000-99999","","","Some College -Extremely Likely","Medical","","","","Yes","","1 book purchase in home ","","","Yes","Yes","","Yes"
11764,"Mixed Gender Household","English/Welsh","Irish","Modeled Not as Likely to have a child",7,"Likely Homeowner","",12,"$50000-99999","Yes","","Some College - Likely","Engineering","","","","","","","","","","Yes","","Yes"
13879,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","","","","","","Yes","Yes"
1520,"Mixed Gender Household","Japanese","English/Welsh","",NA,"Likely Renter","",13,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
2351,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",7,"Likely Homeowner","",15,"$25000-49999","","","Grad Degree - Likely","Clerical/Office","","","","","","3 book purchases in home","","","Yes","Yes","","Yes"
6531,"Mixed Gender Household","Danish","English/Welsh","Known Data",9,"Likely Homeowner","",16,"$10000-24999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
14063,"Mixed Gender Household","English/Welsh","Hispanic","",1,"Likely Renter","",13,"$1-4999","Yes","","HS Diploma - Likely","Other","","","","","","1 book purchase in home ","","","","","","Yes"
8632,"Mixed Gender Household","Greek","Likely Af-Am (Modeled)","Modeled Likely to have a child",8,"Likely Homeowner","Aging in Place",14,"","","","Unknown","Unknown","","","","","","","","","","","","Yes"
7102,"Female Only Household","French","Dutch (Netherlands)","Known Data",8,"Likely Homeowner","",16,"$25000-49999","","","Bach Degree - Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes"
10082,"Female Only Household","English/Welsh","Scots","",8,"Likely Homeowner","",12,"","Yes","","Bach Degree - Likely","Medical","","","","","Yes","8 book purchases in home","","","","","","Yes"
10178,"Female Only Household","English/Welsh","","Not Likely to have a child",2,"Likely Homeowner","",15,"$100000-249999","Yes","","Unknown","Unknown","","","","","","","","","","","","Unknown"
14549,"Mixed Gender Household","","English/Welsh","Modeled Not as Likely to have a child",NA,"","",13,"","Yes","","Unknown","Education","","","","","","","","","","","","Yes"
1462,"Male Only Household","English/Welsh","Scots","Not Likely to have a child",9,"Likely Homeowner","",15,"$250000-499999","","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
8475,"Mixed Gender Household","English/Welsh","","Not Likely to have a child",8,"Likely Homeowner","",16,"$25000-49999","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","1 book purchase in home ","","","Yes","Yes","","Unknown"
9831,"Male Only Household","English/Welsh","Dutch (Netherlands)","Known Data",7,"Likely Homeowner","",15,"$25000-49999","","","Grad Degree - Likely","Financial Services","","","","","","","","","","","","Unknown"
8247,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","",3,"Likely Homeowner","",15,"$25000-49999","Yes","","Some College -Extremely Likely","Unknown","","","","Yes","","1 book purchase in home ","","","","Yes","","Yes"
6066,"Mixed Gender Household","Italian","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",13,"$499999+","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
1169,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",9,"Likely Renter","Aging of Aquarius",14,"","","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","","","","","","","Yes"
10303,"Female Only Household","Polish","Irish","Not Likely to have a child",6,"","",12,"","","","Grad Degree - Likely","Unknown","","","","Yes","","1 book purchase in home ","","","Yes","","","Yes"
3838,"Female Only Household","English/Welsh","","Modeled Not as Likely to have a child",8,"Likely Homeowner","",15,"","","","HS Diploma - Extremely Likely","Other","","","","","","","","","","","","Yes"
7763,"Mixed Gender Household","Likely Af-Am (Modeled)","German","Not Likely to have a child",8,"Likely Homeowner","",13,"$250000-499999","","","Bach Degree - Extremely Likely","Manufacturing","","Yes","Yes","","","3 book purchases in home","2 upscale merchandise purchases","","","","","Yes"
7909,"Mixed Gender Household","German","Scots","Not Likely to have a child",9,"Likely Homeowner","Colleges and Cafes",16,"$100000-249999","Yes","","Unknown","Unknown","","","","","","5 book purchases in home","","","Yes","","","Yes"
3542,"Mixed Gender Household","","German","Modeled Not as Likely to have a child",4,"Likely Homeowner","No Place like Home",16,"$250000-499999","","","Less than HS Diploma - Likely","Unknown","","","","","Yes","4 book purchases in home","","","","Yes","","Unknown"
10676,"Mixed Gender Household","Scots","Likely Af-Am (Modeled)","",7,"Likely Homeowner","",14,"","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes"
1628,"Mixed Gender Household","English/Welsh","Scots","Not Likely to have a child",9,"Likely Homeowner","",15,"$50000-99999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","Yes","","","Yes"
8825,"Female Only Household","French","English/Welsh","Known Data",9,"Likely Homeowner","",12,"$25000-49999","Yes","","Grad Degree - Extremely Likely","Unknown","","Yes","","","Yes","1 book purchase in home ","","","","","","Unknown"
8265,"Mixed Gender Household","English/Welsh","Irish","Known Data",9,"","",15,"","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","Yes","","Yes"
1643,"Mixed Gender Household","Likely Af-Am (Modeled)","Russian (omitting former Soviet States)","",8,"Likely Homeowner","",17,"$100000-249999","Yes","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
13060,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",13,"$10000-24999","","","Grad Degree - Likely","Unknown","","","","","","2 book purchases in home","","","","","","Yes"
3094,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",7,"Likely Homeowner","",14,"$25000-49999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","Yes","","Unknown"
2986,"Male Only Household","English/Welsh","French","Not Likely to have a child",6,"Likely Homeowner","",16,"$25000-49999","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
4251,"Female Only Household","English/Welsh","","Not Likely to have a child",3,"Likely Homeowner","",14,"$25000-49999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","","","","Yes"
13216,"Mixed Gender Household","Likely Af-Am (Modeled)","German","Known Data",2,"Likely Homeowner","Reaping Rewards",14,"$25000-49999","","","HS Diploma - Likely","Unknown","","Yes","","","","2 book purchases in home","","","","","","Yes"
14427,"Mixed Gender Household","Scots","English/Welsh","Modeled Not as Likely to have a child",2,"Likely Homeowner","",12,"$10000-24999","","","Unknown","Unknown","","","","","","","","","Yes","Yes","","Unknown"
2260,"Male Only Household","German","Estonian","",6,"Likely Homeowner","Stock Cars and State Parks",14,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","7 book purchases in home","","","","","","Yes"
11030,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","Bohemian Groove",14,"$50000-99999","","","Bach Degree - Extremely Likely","Medical","","","","","","","","","","","","Yes"
4792,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",7,"","",15,"$25000-49999","","","Unknown","Unknown","","","","","","","","","Yes","Yes","","Yes"
1953,"Mixed Gender Household","Chinese","English/Welsh","Not Likely to have a child",9,"Likely Renter","",15,"","","","Bach Degree - Extremely Likely","Financial Services","","","","","","2 book purchases in home","","","","Yes","","Yes"
8765,"Mixed Gender Household","English/Welsh","Filipino","",6,"Likely Homeowner","",12,"$25000-49999","Yes","","Unknown","Unknown","","","","","","","","","Yes","Yes","","Yes"
12786,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","No Place like Home",16,"$50000-99999","","","Grad Degree - Extremely Likely","Clerical/Office","","","","","","","","","","","","Yes"
13919,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",0,"Likely Homeowner","",15,"","","","Bach Degree - Likely","Unknown","","","Yes","","Yes","","","","","","","Yes"
13832,"Mixed Gender Household","Japanese","Arab","Known Data",8,"Likely Homeowner","",12,"$250000-499999","Yes","","Unknown","Unknown","","","","","Yes","","","","","","","Unknown"
6299,"Male Only Household","English/Welsh","Greek","Known Data",7,"Likely Homeowner","",12,"$50000-99999","","","Bach Degree - Extremely Likely","Other","","","","","","1 book purchase in home ","","","","","","Yes"
14707,"Mixed Gender Household","German","Swedish","Modeled Not as Likely to have a child",9,"Likely Homeowner","",12,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","","1 upscale merchandise purchase ","","","Yes","","Yes"
5472,"Mixed Gender Household","Irish","English/Welsh","",7,"Likely Homeowner","",16,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
5269,"Mixed Gender Household","German","","",8,"Likely Homeowner","",16,"$250000-499999","Yes","","Some College -Extremely Likely","Unknown","","","","","","6 book purchases in home","","","","Yes","","Yes"
4780,"Mixed Gender Household","Russian (omitting former Soviet States)","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",16,"$250000-499999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
5839,"Female Only Household","English/Welsh","German","Not Likely to have a child",8,"Likely Homeowner","Aging of Aquarius",NA,"$250000-499999","","","Bach Degree - Extremely Likely","Skilled Trades","","","Yes","","","","","","","Yes","","Yes"
12810,"Male Only Household","English/Welsh","Italian","Not Likely to have a child",8,"Likely Homeowner","",16,"$50000-99999","Yes","","Grad Degree - Likely","Management","","","","","","","","","","","","Yes"
6334,"Female Only Household","Irish","Irish","Known Data",7,"Likely Homeowner","",13,"","Yes","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","Yes","Yes","","Yes"
8137,"Male Only Household","Likely Af-Am (Modeled)","Irish","Known Data",0,"Likely Homeowner","",14,"$250000-499999","","","Unknown","Management","","","Yes","","","2 book purchases in home","","","","","","Unknown"
2964,"Mixed Gender Household","","English/Welsh","Not Likely to have a child",6,"Likely Renter","",16,"$50000-99999","","","Grad Degree - Extremely Likely","Unknown","","Yes","","","Yes","6 book purchases in home","","","","Yes","","Unknown"
5329,"Female Only Household","German","German","",2,"Likely Homeowner","",12,"$25000-49999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","2 book purchases in home","","","","","","Yes"
740,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",8,"Likely Renter","",15,"","Yes","","Bach Degree - Extremely Likely","Unknown","","","Yes","","","9 book purchases in home","","","","","","Unknown"
11554,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",8,"Likely Homeowner","",12,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Other","","","","","","7 book purchases in home","","","","","","Yes"
8998,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",16,"$250000-499999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
6060,"Female Only Household","English/Welsh","","Known Data",0,"Likely Homeowner","",15,"$25000-49999","","","Some College -Extremely Likely","Financial Services","","","","","Yes","","","","","","","Yes"
1640,"Male Only Household","English/Welsh","French","",2,"Likely Renter","Aging in Place",15,"","Yes","","Unknown","Other","","","","","","1 book purchase in home ","","","","","","Unknown"
4076,"Mixed Gender Household","English/Welsh","Swedish","Modeled Not as Likely to have a child",9,"","",16,"","","","Some College -Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown"
9982,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",8,"","",12,"$100000-249999","","","Some College -Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Unknown"
13850,"Mixed Gender Household","English/Welsh","English/Welsh","",9,"Likely Homeowner","",13,"$100000-249999","","","Unknown","Unknown","","","","","","","","","","Yes","","Unknown"
10020,"Mixed Gender Household","Czech","English/Welsh","Not Likely to have a child",9,"Likely Renter","",12,"$250000-499999","Yes","","Grad Degree - Extremely Likely","Management","","","","","Yes","1 book purchase in home ","","","","","","Unknown"
