row#,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
585,15485,12,1,3,1217,NULL,NULL,NULL,41301.44,41301,1,0,41300.93611,13.04937,77.51179,NULL,NULL,0
586,24462,12,NULL,2,1063,393,NULL,NULL,41301.19,NULL,0,0,41300.93819,12.934477,77.611284,13.19956,77.70688,0
587,23755,24,NULL,2,393,392,NULL,NULL,41301.53,NULL,1,0,41300.94028,13.19956,77.70688,12.986284,77.735245,0
588,23730,12,NULL,2,458,1379,NULL,NULL,41301.33,NULL,0,0,41301.17153,13.00037,77.72746,13.062088,77.473672,0
589,23777,85,NULL,2,168,136,NULL,NULL,41301.52,NULL,0,0,41301.41944,12.99313,77.59828,12.90796,77.62418,0
590,23785,12,NULL,2,171,849,NULL,NULL,41301.83,NULL,0,0,41301.46528,12.98479,77.66128,12.95434,77.60072,0
591,23440,12,NULL,2,218,393,NULL,NULL,41302.16,NULL,0,0,41301.50278,12.96799,77.58882,13.19956,77.70688,0
592,22839,12,1,3,768,NULL,NULL,NULL,41301.58,NULL,0,0,41301.53194,12.98999,77.55332,NULL,NULL,0
593,23793,12,NULL,2,393,83,NULL,NULL,41305.98,NULL,0,0,41301.55972,13.19956,77.70688,12.92415,77.67229,0
594,23748,24,2,3,1250,NULL,NULL,NULL,41302.40,NULL,0,0,41301.62569,13.02853,77.54625,NULL,NULL,0
595,441,12,NULL,2,171,1010,NULL,NULL,41301.71,NULL,0,0,41301.68056,12.98479,77.66128,12.96691,77.74935,0
596,23782,12,NULL,2,1086,392,NULL,NULL,41302.25,NULL,0,0,41301.74375,12.907487,77.64729,12.986284,77.735245,0
597,20650,12,NULL,2,83,393,NULL,NULL,41302.31,NULL,0,0,41301.74583,12.92415,77.67229,13.19956,77.70688,0
598,23821,12,NULL,2,112,585,NULL,NULL,41301.82,NULL,0,0,41301.75486,12.93331,77.56666,12.97677,77.5727,0
599,23824,12,NULL,2,393,1379,NULL,NULL,41302.39,NULL,0,0,41301.78403,13.19956,77.70688,13.062088,77.473672,0
600,864,12,NULL,2,1084,393,NULL,NULL,41302.27,NULL,0,0,41301.79722,12.892657,77.581866,13.19956,77.70688,0
601,22882,12,NULL,2,293,344,NULL,NULL,41301.82,NULL,0,0,41301.79931,12.849482,77.663187,12.94788,77.67092,0
602,35459,12,NULL,2,292,1393,NULL,NULL,41304.13,NULL,0,0,41301.84792,12.93944,77.62923,13.19966,77.70688,0
603,23832,12,NULL,2,1377,1021,NULL,NULL,41305.72,NULL,0,0,41301.84931,13.055755,77.63291,13.02853,77.54625,0
604,23833,12,NULL,2,1384,1010,NULL,NULL,41302.31,NULL,0,0,41301.85139,13.02853,77.54625,12.96691,77.74935,0
605,23838,12,NULL,2,1089,1371,NULL,NULL,41302.22,NULL,1,0,41301.89097,12.99517,77.731147,13.000418,77.674835,0
606,21756,12,NULL,2,293,137,NULL,NULL,41302.36,NULL,0,0,41301.90486,12.849482,77.663187,12.81575,77.68465,0
607,14407,12,NULL,2,83,1328,NULL,NULL,41302.40,NULL,0,0,41301.90903,12.92415,77.67229,12.958808,77.649047,0
608,23845,28,NULL,2,1142,585,NULL,NULL,41327.90,NULL,0,0,41302.02083,13.03369,77.62821,12.97677,77.5727,0
609,23839,12,NULL,2,1084,413,NULL,NULL,41302.46,NULL,0,0,41302.31458,12.892657,77.581866,12.92171,77.59017,0
610,23481,12,NULL,2,393,455,NULL,NULL,41302.38,NULL,0,0,41302.32639,13.19956,77.70688,12.999874,77.67812,0
611,23853,12,NULL,2,1070,393,NULL,NULL,41303.63,41304,1,0,41302.38889,12.926098,77.681121,13.19956,77.70688,0
612,23855,28,NULL,2,422,393,NULL,NULL,41302.52,NULL,0,0,41302.40833,12.9717,77.62779,13.19956,77.70688,0
613,23856,12,NULL,2,977,873,NULL,NULL,41302.51,NULL,0,0,41302.40972,12.969933,77.533286,12.96959,77.60051,0
614,23860,12,NULL,2,1056,396,NULL,NULL,41302.48,NULL,0,0,41302.425,12.919199,77.60931,12.92073,77.66482,0
615,21204,12,NULL,2,171,531,NULL,NULL,41302.47,NULL,0,0,41302.42569,12.98479,77.66128,12.99255,77.57842,0
616,23488,12,NULL,2,585,271,NULL,NULL,41303.46,NULL,1,0,41302.44236,12.97677,77.5727,12.95641,77.64076,0
617,16935,12,NULL,2,1084,83,NULL,NULL,41302.54,NULL,0,0,41302.48889,12.892657,77.581866,12.92415,77.67229,0
618,23875,12,NULL,2,393,1308,NULL,NULL,41302.86,NULL,1,0,41302.53958,13.19956,77.70688,12.98413,77.600371,0
619,26797,12,NULL,2,150,572,NULL,NULL,41303.25,NULL,0,0,41302.54931,12.89724,77.61065,12.91873,77.61494,0
620,23884,12,NULL,2,455,344,NULL,NULL,41303.18,NULL,0,0,41302.6125,12.999874,77.67812,12.94788,77.67092,0
621,19276,12,NULL,2,1056,195,NULL,NULL,41302.73,NULL,0,0,41302.61736,12.919199,77.60931,13.05217,77.48759,0
622,23889,12,NULL,2,502,330,NULL,NULL,41302.79,NULL,0,0,41302.66597,12.90084,77.56483,12.858833,77.589127,0
623,20340,12,NULL,2,793,393,NULL,NULL,41303.25,NULL,0,0,41302.67431,13.02239,77.59492,13.19956,77.70688,0
624,23023,12,NULL,2,184,393,NULL,NULL,41303.31,NULL,0,0,41302.71042,12.95871,77.56337,13.19956,77.70688,0
625,3850,12,NULL,2,393,561,NULL,NULL,41302.80,NULL,0,0,41302.72153,13.19956,77.70688,13.00983,77.62967,0
626,20380,12,NULL,2,708,572,NULL,NULL,41302.78,NULL,0,0,41302.7375,13.03504,77.62341,12.91873,77.61494,0
627,20311,12,NULL,2,58,393,NULL,NULL,41303.69,NULL,1,0,41302.74306,12.88963,77.60119,13.19956,77.70688,0
628,22766,12,NULL,2,1238,768,NULL,NULL,41302.81,NULL,0,0,41302.78889,12.92323,77.59203,12.98999,77.55332,0
629,23339,12,NULL,2,541,1010,NULL,NULL,41303.31,NULL,0,0,41302.90903,12.93524,77.61997,12.96691,77.74935,0
630,23755,12,NULL,2,393,392,NULL,NULL,41303.99,NULL,1,0,41302.94236,13.19956,77.70688,12.986284,77.735245,0
631,23345,12,NULL,2,168,571,NULL,NULL,41303.19,NULL,0,0,41302.96944,12.99313,77.59828,12.95185,77.69642,0
632,23906,12,NULL,1,585,NULL,NULL,32,41303.25,41303,1,0,41302.99097,12.97677,77.5727,NULL,NULL,0
633,16599,12,NULL,2,269,611,NULL,NULL,41303.35,NULL,1,0,41303.00069,12.9744,77.69183,12.99254,77.5948,0
634,9871,12,NULL,2,1136,187,NULL,NULL,41303.44,NULL,0,0,41303.30972,12.99049,77.69798,12.95892,77.5277,0
635,22777,12,1,3,353,NULL,NULL,NULL,41303.46,NULL,0,0,41303.33264,13.03241,77.59914,NULL,NULL,0
636,4227,12,NULL,2,339,392,NULL,NULL,41303.43,NULL,0,0,41303.38333,12.91028,77.64512,12.986284,77.735245,0
637,21874,12,2,3,1191,NULL,NULL,NULL,41304.44,41304,1,0,41303.39583,13.03017,77.56684,NULL,NULL,0
638,23350,12,NULL,2,625,585,NULL,NULL,41303.50,NULL,0,0,41303.42847,12.95431,77.6553,12.97677,77.5727,0
639,14094,12,NULL,2,393,149,NULL,NULL,41303.79,NULL,0,0,41303.45972,13.19956,77.70688,12.93022,77.56039,0
640,1135,12,NULL,2,1230,1010,NULL,NULL,41303.69,NULL,0,0,41303.49028,13.02239,77.59492,12.96691,77.74935,0
641,23917,12,NULL,2,1274,393,NULL,NULL,41306.73,41307,1,0,41303.56736,12.943041,77.696158,13.19956,77.70688,0
642,23920,12,NULL,2,393,292,NULL,NULL,41303.83,NULL,0,0,41303.6,13.19956,77.70688,12.93944,77.62923,0
643,19545,12,NULL,2,1068,105,NULL,NULL,41303.72,NULL,1,0,41303.65347,13.044009,77.606805,13.01766,77.64503,0
644,23925,12,1,3,571,NULL,NULL,NULL,41303.72,NULL,0,0,41303.69236,12.95185,77.69642,NULL,NULL,0
645,23930,12,NULL,2,293,1021,NULL,NULL,41303.84,NULL,0,0,41303.71111,12.849482,77.663187,13.02853,77.54625,0
646,23411,12,1,3,271,NULL,NULL,NULL,41304.60,41304,1,0,41303.71528,12.95641,77.64076,NULL,NULL,0
647,23932,12,NULL,2,363,585,NULL,NULL,41304.48,NULL,0,0,41303.74653,12.99287,77.71662,12.97677,77.5727,0
648,14368,28,NULL,2,767,393,NULL,NULL,41304.54,NULL,1,0,41303.77986,12.9122,77.51043,13.19956,77.70688,0
649,23942,12,NULL,2,51,393,NULL,NULL,41304.19,NULL,1,0,41303.81528,12.96158,77.61425,13.19956,77.70688,0
650,23723,12,NULL,2,420,1032,NULL,NULL,41304.66,NULL,0,0,41303.85278,12.94396,77.51043,12.913301,77.685592,0
651,20822,12,NULL,2,142,393,NULL,NULL,41304.25,NULL,0,0,41303.85694,12.91281,77.60923,13.19956,77.70688,0
652,23956,24,NULL,2,1230,1175,NULL,NULL,41304.28,NULL,0,0,41303.92708,13.02239,77.59492,12.959979,77.647998,0
653,23960,12,NULL,2,393,455,NULL,NULL,41305.67,NULL,1,0,41304.025,13.19956,77.70688,12.999874,77.67812,0
654,23962,12,NULL,2,452,393,NULL,NULL,41312.54,NULL,1,0,41304.04306,12.95278,77.59088,13.19956,77.70688,0
655,25167,12,NULL,2,463,767,NULL,NULL,41304.29,NULL,0,0,41304.21736,12.96037,77.58132,12.9122,77.51043,0
656,21305,85,NULL,2,1017,83,NULL,NULL,41304.38,NULL,0,0,41304.33194,13.11084,77.60074,12.92415,77.67229,0
657,23903,65,NULL,2,1304,393,NULL,NULL,41305.25,NULL,1,0,41304.35486,12.97262,77.608832,13.19956,77.70688,0
658,25774,12,1,3,571,NULL,NULL,NULL,41304.53,NULL,0,0,41304.36042,12.95185,77.69642,NULL,NULL,0
659,22852,85,NULL,2,572,393,NULL,NULL,41304.61,NULL,0,0,41304.42431,12.91873,77.61494,13.19956,77.70688,0
660,21235,85,NULL,2,217,1037,NULL,NULL,41307.82,NULL,0,0,41304.44514,13.0011,77.6235,12.934048,77.580568,0
661,23972,12,1,3,192,NULL,NULL,NULL,41305.29,NULL,0,0,41304.47778,13.07799,77.50576,NULL,NULL,0
662,16903,12,NULL,2,1010,292,NULL,NULL,41304.83,NULL,0,0,41304.50694,12.96691,77.74935,12.93944,77.62923,0
663,23020,85,NULL,2,693,1133,NULL,NULL,41304.63,NULL,0,0,41304.55694,12.90868,77.60398,12.9744,77.69183,0
664,28120,12,NULL,2,1341,572,NULL,NULL,41304.80,NULL,0,0,41304.64653,12.979703,77.69382,12.91873,77.61494,0
665,34078,24,NULL,2,1230,1010,NULL,NULL,41305.46,NULL,0,0,41304.66319,13.02239,77.59492,12.96691,77.74935,0
666,23996,12,NULL,2,968,393,NULL,NULL,41305.38,NULL,0,0,41304.70694,12.96555,77.61912,13.19956,77.70688,0
667,23997,12,NULL,2,83,455,NULL,NULL,41306.83,NULL,1,0,41304.70764,12.92415,77.67229,12.999874,77.67812,0
668,24004,12,NULL,2,1377,585,NULL,NULL,41306.46,NULL,0,0,41304.73819,13.055755,77.63291,12.97677,77.5727,0
669,24009,12,NULL,2,1330,25,NULL,NULL,41304.82,NULL,1,0,41304.75972,12.953434,77.70651,12.98059,77.57475,1
670,24015,12,NULL,2,61,392,NULL,NULL,41313.29,NULL,0,0,41304.79931,12.96298,77.71229,12.986284,77.735245,0
671,22953,12,1,3,1282,NULL,NULL,NULL,41306.46,41305,1,0,41304.81528,12.959687,77.747099,NULL,NULL,0
672,24018,12,NULL,1,393,NULL,15,49,41305.42,41305,0,0,41304.83611,13.19956,77.70688,NULL,NULL,0
673,21761,12,NULL,2,392,297,NULL,NULL,41304.91,NULL,1,0,41304.83958,12.986284,77.735245,12.99789,77.61488,0
674,24023,12,NULL,2,730,590,NULL,NULL,41304.98,NULL,0,0,41304.85208,13.03386,77.51269,13.00826,77.56433,0
675,31025,12,NULL,2,822,1133,NULL,NULL,41304.97,NULL,0,0,41304.86597,13.01024,77.58056,12.9744,77.69183,0
676,23951,12,NULL,2,1357,515,NULL,NULL,41304.94,NULL,0,0,41304.89514,12.932229,77.690567,12.97896,77.67345,0
677,19545,85,NULL,2,105,1334,NULL,NULL,41305.35,NULL,1,0,41304.92153,13.01766,77.64503,13.050994,77.593661,0
678,13532,12,NULL,2,571,410,NULL,NULL,41305.02,NULL,0,0,41304.97917,12.95185,77.69642,13.05121,77.54113,1
679,24034,12,NULL,2,849,393,NULL,NULL,41305.13,NULL,0,0,41305.03542,12.95434,77.60072,13.19956,77.70688,0
680,24038,12,NULL,2,52,393,NULL,NULL,41306.40,NULL,0,0,41305.34514,12.94329,77.54281,13.19956,77.70688,0
681,24044,12,NULL,2,1390,1079,NULL,NULL,41305.49,NULL,1,0,41305.42222,12.969368,77.641302,12.967092,77.595789,0
682,15743,12,NULL,2,264,572,NULL,NULL,41306.86,NULL,0,0,41305.46319,12.90721,77.69544,12.91873,77.61494,1
683,16903,12,NULL,2,1010,292,NULL,NULL,41305.85,NULL,0,0,41305.53889,12.96691,77.74935,12.93944,77.62923,0
684,24058,12,1,3,571,NULL,NULL,NULL,41305.70,41305,1,0,41305.59306,12.95185,77.69642,NULL,NULL,0
685,19381,12,NULL,2,393,1280,NULL,NULL,41307.94,NULL,0,0,41305.62778,13.19956,77.70688,12.966054,77.717837,0
686,24062,12,NULL,2,392,458,NULL,NULL,41309.73,NULL,0,0,41305.64028,12.986284,77.735245,13.00037,77.72746,0
687,24064,65,NULL,2,393,1013,NULL,NULL,41310.02,NULL,1,0,41305.64375,13.19956,77.70688,12.9475,77.65878,0
688,24062,12,NULL,2,392,458,NULL,NULL,41312.73,NULL,0,0,41305.64583,12.986284,77.735245,13.00037,77.72746,0
689,24068,85,NULL,2,679,393,NULL,NULL,41305.75,NULL,0,0,41305.69028,12.95274,77.61504,13.19956,77.70688,0
690,31071,28,NULL,2,410,1384,NULL,NULL,41305.83,NULL,0,0,41305.71458,13.05121,77.54113,13.02853,77.54625,0
691,4936,12,NULL,2,458,393,NULL,NULL,41306.17,NULL,0,0,41305.74722,13.00037,77.72746,13.19956,77.70688,0
692,24074,24,NULL,2,1163,393,NULL,NULL,41325.93,NULL,1,0,41305.76806,13.00794,77.7329,13.19956,77.70688,0
693,1768,65,NULL,1,363,NULL,15,55,41308.27,41313.27083,0,0,41305.83333,12.99287,77.71662,NULL,NULL,0
694,24079,12,NULL,2,269,25,NULL,NULL,41305.88,NULL,0,0,41305.85694,12.9744,77.69183,12.98059,77.57475,0
695,16586,12,NULL,2,269,393,NULL,NULL,41306.02,NULL,1,0,41305.88125,12.9744,77.69183,13.19956,77.70688,0
696,24082,28,1,3,1237,NULL,NULL,NULL,41306.40,NULL,0,0,41305.91667,12.92645,77.61206,NULL,NULL,0
697,23705,12,NULL,2,832,585,NULL,NULL,41306.48,NULL,0,0,41305.93542,12.88019,77.64558,12.97677,77.5727,0
698,20302,12,NULL,2,1237,1153,NULL,NULL,41306.33,NULL,1,0,41305.96528,12.92645,77.61206,12.87153,77.60206,0
699,24091,12,NULL,2,1244,119,NULL,NULL,41306.21,NULL,1,0,41306.08125,12.96462,77.68779,13.04758,77.59184,1
700,24096,12,NULL,2,974,1159,NULL,NULL,41306.42,NULL,0,0,41306.32292,13.07557,77.55904,12.90163,77.582,0
701,24098,28,NULL,2,393,776,NULL,NULL,41306.46,NULL,0,0,41306.34097,13.19956,77.70688,13.01508,77.67796,0
702,22839,12,1,3,768,NULL,NULL,NULL,41306.42,NULL,0,0,41306.35764,12.98999,77.55332,NULL,NULL,0
703,24103,12,NULL,2,393,448,NULL,NULL,41309.41,NULL,0,0,41306.36944,13.19956,77.70688,12.92732,77.63575,0
704,23755,12,NULL,2,363,393,NULL,NULL,41307.35,NULL,1,0,41306.39375,12.99287,77.71662,13.19956,77.70688,0
705,819,87,2,3,1323,NULL,NULL,NULL,41306.52,NULL,0,0,41306.4125,12.869805,77.653211,NULL,NULL,0
706,24112,12,NULL,2,1026,1192,NULL,NULL,41306.75,NULL,0,0,41306.50347,13.10482,77.57631,12.97677,77.5727,0
707,15265,12,NULL,2,585,1365,NULL,NULL,41307.34,NULL,0,0,41306.51736,12.97677,77.5727,12.845653,77.677925,0
708,24117,12,NULL,2,1083,1021,NULL,NULL,41306.88,NULL,0,0,41306.52639,12.900648,77.589183,13.02853,77.54625,0
709,24122,54,NULL,1,1237,NULL,NULL,36,41307.02,41308,1,0,41306.54444,12.92645,77.61206,NULL,NULL,0
710,24125,12,NULL,2,1337,393,NULL,NULL,41306.69,NULL,0,0,41306.59375,12.975693,77.729096,13.19956,77.70688,0
711,41357,12,NULL,2,393,471,NULL,NULL,41308.05,NULL,0,0,41306.65486,13.19956,77.70688,13.01854,77.63524,0
712,24140,12,NULL,2,625,393,NULL,NULL,41307.45,NULL,1,0,41306.69722,12.95431,77.6553,13.19956,77.70688,0
713,31523,12,NULL,2,731,585,NULL,NULL,41306.78,NULL,0,0,41306.70278,13.04937,77.51179,12.97677,77.5727,0
714,23432,12,1,3,149,NULL,NULL,NULL,41306.78,NULL,0,0,41306.72014,12.93022,77.56039,NULL,NULL,0
715,23951,12,NULL,2,1357,452,NULL,NULL,41306.94,NULL,0,0,41306.74722,12.932229,77.690567,12.95278,77.59088,0
716,24144,12,NULL,2,626,934,NULL,NULL,41306.77,NULL,0,0,41306.74861,12.975066,77.6027,12.92323,77.59203,0
717,22797,12,NULL,2,293,1017,NULL,NULL,41306.90,NULL,0,0,41306.75347,12.849482,77.663187,13.11084,77.60074,0
718,22999,12,NULL,2,585,767,NULL,NULL,41306.92,NULL,0,0,41306.79514,12.97677,77.5727,12.9122,77.51043,0
719,22764,12,NULL,2,393,540,NULL,NULL,41306.84,NULL,0,0,41306.82431,13.19956,77.70688,12.92768,77.62664,0
720,24157,12,NULL,2,846,1393,NULL,NULL,41307.21,NULL,0,0,41306.85556,12.98635,77.58203,13.19966,77.70688,0
721,24158,12,NULL,2,1194,1017,NULL,NULL,41307.99,NULL,1,0,41306.85833,13.00446,77.56923,13.11084,77.60074,0
722,24160,12,NULL,2,466,393,NULL,NULL,41306.99,NULL,1,0,41306.86806,13.017436,77.64458,13.19956,77.70688,0
723,18524,12,NULL,2,1330,1294,NULL,NULL,41309.52,41310,1,0,41306.89861,12.953434,77.70651,12.964653,77.599573,0
724,24167,12,NULL,2,1044,585,NULL,NULL,41307.23,NULL,1,0,41306.92431,12.968887,77.644329,12.97677,77.5727,0
725,24170,12,NULL,2,585,767,NULL,NULL,41306.99,NULL,0,0,41306.94792,12.97677,77.5727,12.9122,77.51043,0
726,24176,12,NULL,2,768,393,NULL,NULL,41307.29,NULL,0,0,41307.00903,12.98999,77.55332,13.19956,77.70688,0
727,23173,65,NULL,2,1384,1060,NULL,NULL,41308.25,NULL,1,0,41307.27222,13.02853,77.54625,12.970602,77.650037,0
728,24183,12,2,3,571,NULL,NULL,NULL,41307.43,NULL,0,0,41307.38264,12.95185,77.69642,NULL,NULL,0
729,3909,12,NULL,2,832,575,NULL,NULL,41308.41,NULL,0,0,41307.38472,12.88019,77.64558,13.03017,77.56684,0
730,22839,12,2,3,768,NULL,NULL,NULL,41307.46,NULL,0,0,41307.40208,12.98999,77.55332,NULL,NULL,0
731,24185,12,1,3,1010,NULL,NULL,NULL,41307.54,41307,1,0,41307.41042,12.96691,77.74935,NULL,NULL,0
732,25774,12,NULL,2,1086,571,NULL,NULL,41307.54,NULL,0,0,41307.42708,12.907487,77.64729,12.95185,77.69642,0
733,26797,12,NULL,2,150,1033,NULL,NULL,41307.55,NULL,0,0,41307.48958,12.89724,77.61065,12.906358,77.599547,0
734,24189,12,2,3,105,NULL,NULL,NULL,41308.29,NULL,0,0,41307.52708,13.01766,77.64503,NULL,NULL,0
735,24190,12,NULL,2,171,393,NULL,NULL,41307.59,NULL,0,0,41307.52917,12.98479,77.66128,13.19956,77.70688,0
736,40451,12,NULL,2,271,393,NULL,NULL,41308.26,NULL,1,0,41307.52917,12.95641,77.64076,13.19956,77.70688,0
737,24192,12,NULL,2,1248,601,NULL,NULL,41308.33,NULL,0,0,41307.54514,12.978945,77.574849,13.02434,77.56593,0
738,19545,12,NULL,2,105,1334,NULL,NULL,41307.66,NULL,1,0,41307.55347,13.01766,77.64503,13.050994,77.593661,0
739,24199,65,2,3,25,NULL,NULL,NULL,41308.67,NULL,0,0,41307.575,12.98059,77.57475,NULL,NULL,0
740,24203,12,NULL,2,1017,585,NULL,NULL,41307.83,NULL,0,0,41307.60764,13.11084,77.60074,12.97677,77.5727,0
741,29814,12,NULL,2,393,791,NULL,NULL,41309.41,NULL,1,0,41307.63333,13.19956,77.70688,13.00453,77.61717,0
742,24207,12,NULL,2,1373,353,NULL,NULL,41307.74,41307,1,0,41307.65208,13.037255,77.58166,13.03241,77.59914,0
743,14062,12,NULL,2,353,393,NULL,NULL,41308.14,NULL,0,0,41307.67639,13.03241,77.59914,13.19956,77.70688,0
744,24208,12,NULL,2,393,492,NULL,NULL,41308.51,NULL,0,0,41307.67917,13.19956,77.70688,12.851218,77.521664,0
745,24209,28,NULL,2,571,1205,NULL,NULL,41307.70,NULL,0,0,41307.68056,12.95185,77.69642,13.01899,77.54744,0
746,24210,12,NULL,2,571,1384,NULL,NULL,41307.77,NULL,0,0,41307.69097,12.95185,77.69642,13.02853,77.54625,0
747,14754,24,NULL,2,393,271,NULL,NULL,41308.88,NULL,1,0,41307.70278,13.19956,77.70688,12.95641,77.64076,0
748,24212,65,2,3,625,NULL,NULL,NULL,41307.75,NULL,0,0,41307.70486,12.95431,77.6553,NULL,NULL,0
749,24214,12,NULL,2,339,1384,NULL,NULL,41307.81,NULL,0,0,41307.725,12.91028,77.64512,13.02853,77.54625,0
750,24215,12,NULL,2,1166,1095,NULL,NULL,41307.93,NULL,0,0,41307.72708,12.997198,77.669514,12.92415,77.67229,0
751,930,12,NULL,2,1068,1245,NULL,NULL,41308.31,NULL,1,0,41307.77153,13.044009,77.606805,12.95158,77.57833,0
752,23110,12,1,3,1056,NULL,NULL,NULL,41308.63,NULL,0,0,41307.78194,12.919199,77.60931,NULL,NULL,0
753,18777,12,NULL,2,1307,293,NULL,NULL,41307.95,NULL,1,0,41307.7875,12.975903,77.601584,12.849482,77.663187,0
754,24221,12,NULL,2,1244,995,NULL,NULL,41308.30,NULL,0,0,41307.79514,12.96462,77.68779,12.95158,77.57833,0
755,24225,12,NULL,2,83,1182,NULL,NULL,41307.85,NULL,0,0,41307.81528,12.92415,77.67229,12.902551,77.521806,0
756,24227,12,NULL,2,448,393,NULL,NULL,41308.19,NULL,0,0,41307.81806,12.92732,77.63575,13.19956,77.70688,0
757,24095,12,NULL,2,1239,393,NULL,NULL,41308.28,NULL,0,0,41307.82222,12.97251,77.61954,13.19956,77.70688,0
758,24228,12,NULL,2,271,293,NULL,NULL,41307.99,NULL,0,0,41307.82222,12.95641,77.64076,12.849482,77.663187,0
759,24229,12,NULL,2,393,1158,NULL,NULL,41307.95,NULL,0,0,41307.82431,13.19956,77.70688,12.94396,77.51043,0
760,23558,12,NULL,2,1040,393,NULL,NULL,41307.96,NULL,1,0,41307.82708,12.920078,77.583432,13.19956,77.70688,0
761,24233,12,2,3,1340,NULL,NULL,NULL,41308.20,NULL,0,0,41307.85,13.049165,77.593189,NULL,NULL,0
762,23937,12,NULL,2,393,1365,NULL,NULL,41308.53,NULL,0,0,41307.85903,13.19956,77.70688,12.845653,77.677925,0
763,24241,12,NULL,2,625,413,NULL,NULL,41308.31,NULL,0,0,41307.91875,12.95431,77.6553,12.92171,77.59017,0
764,23971,12,NULL,2,515,393,NULL,NULL,41308.02,NULL,0,0,41307.94931,12.97896,77.67345,13.19956,77.70688,0
765,24245,12,NULL,2,217,585,NULL,NULL,41308.24,NULL,0,0,41307.95417,13.0011,77.6235,12.97677,77.5727,0
766,24257,12,NULL,2,168,420,NULL,NULL,41308.40,NULL,0,0,41308.35972,12.99313,77.59828,12.94396,77.51043,0
767,24262,12,NULL,2,849,353,NULL,NULL,41308.42,NULL,0,0,41308.39028,12.95434,77.60072,13.03241,77.59914,0
768,20270,12,1,3,293,NULL,NULL,NULL,41308.50,NULL,0,0,41308.41181,12.849482,77.663187,NULL,NULL,0
769,1870,12,1,3,352,NULL,NULL,NULL,41308.50,41308,1,0,41308.425,13.03369,77.62821,NULL,NULL,0
770,24270,12,NULL,2,186,393,NULL,NULL,41308.83,NULL,0,0,41308.46597,12.80257,77.70453,13.19956,77.70688,0
771,24271,12,NULL,2,1010,934,NULL,NULL,41310.04,NULL,0,0,41308.46875,12.96691,77.74935,12.92323,77.59203,0
772,24275,12,NULL,2,1192,1338,NULL,NULL,41308.57,NULL,0,0,41308.52917,12.97677,77.5727,13.03017,77.56684,0
773,15815,12,NULL,2,97,1147,NULL,NULL,41308.59,NULL,0,0,41308.53681,12.97943,77.66125,13.03064,77.6491,0
774,24278,24,NULL,2,156,393,NULL,NULL,41308.69,NULL,0,0,41308.56042,13.02622,77.70143,13.19956,77.70688,0
775,24285,12,1,3,571,NULL,NULL,NULL,41308.69,NULL,0,0,41308.66319,12.95185,77.69642,NULL,NULL,0
776,22224,12,NULL,2,115,1084,NULL,NULL,41308.89,NULL,0,0,41308.72778,12.99319,77.54472,12.892657,77.581866,0
777,30802,12,NULL,2,197,1032,NULL,NULL,41309.30,NULL,0,0,41308.76944,12.9119,77.54682,12.913301,77.685592,0
778,19705,12,NULL,2,353,452,NULL,NULL,41308.92,NULL,0,0,41308.78611,13.03241,77.59914,12.95278,77.59088,0
779,24312,12,NULL,2,150,393,NULL,NULL,41314.13,41315,1,0,41309.01181,12.89724,77.61065,13.19956,77.70688,0
780,22438,12,NULL,2,142,949,NULL,NULL,41309.29,NULL,0,0,41309.07986,12.91281,77.60923,12.98275,77.61582,0
781,16601,12,NULL,2,1296,115,NULL,NULL,41309.39,NULL,0,0,41309.35208,12.953852,77.639961,12.99319,77.54472,0
782,24319,12,NULL,2,824,363,NULL,NULL,41309.40,NULL,0,0,41309.37292,13.06557,77.58646,12.99287,77.71662,0
783,24327,12,NULL,2,1246,1384,NULL,NULL,41310.40,NULL,0,0,41309.48125,12.95158,77.57833,13.02853,77.54625,0
784,20302,12,NULL,2,1237,585,NULL,NULL,41309.52,NULL,0,0,41309.48125,12.92645,77.61206,12.97677,77.5727,0
785,20302,12,NULL,2,1237,585,NULL,NULL,41309.52,NULL,0,0,41309.48472,12.92645,77.61206,12.97677,77.5727,0
786,26525,12,1,3,363,NULL,NULL,NULL,41309.63,41310,1,0,41309.51389,12.99287,77.71662,NULL,NULL,0
787,20987,12,NULL,2,1384,1304,NULL,NULL,41311.40,NULL,1,0,41309.63333,13.02853,77.54625,12.97262,77.608832,0
788,24344,12,NULL,2,571,393,NULL,NULL,41310.10,NULL,0,0,41309.66389,12.95185,77.69642,13.19956,77.70688,0
789,24042,12,NULL,2,1010,83,NULL,NULL,41309.77,NULL,0,0,41309.70417,12.96691,77.74935,12.92415,77.67229,0
790,24354,28,2,3,1330,NULL,NULL,NULL,41310.19,NULL,0,0,41309.77083,12.953434,77.70651,NULL,NULL,0
791,24365,12,NULL,2,393,572,NULL,NULL,41312.73,NULL,1,0,41309.88333,13.19956,77.70688,12.91873,77.61494,0
792,24366,12,1,3,1365,NULL,NULL,NULL,41310.67,41310,1,0,41309.88611,12.845653,77.677925,NULL,NULL,0
793,16599,12,NULL,2,269,271,NULL,NULL,41310.36,NULL,0,0,41309.88889,12.9744,77.69183,12.95641,77.64076,0
794,15800,12,NULL,2,689,1338,NULL,NULL,41310.35,NULL,0,0,41309.89167,12.97672,77.64927,13.03017,77.56684,0
