Seller,Bidder
221551211,346080158
221551211,713406736
221551211,593626506
309608641,33018082
309608641,422545226
210125991,217849948
309608641,11059552
309608641,326068835
309608641,21685723
309608641,32090772
309608641,374601343
309608641,205863815
309608641,707786211
221551211,6728361
221551211,524180535
221551211,96008378
535926591,68819423
309608641,680459264
210125991,691659227
317672001,19491701
309608641,647352614
309608641,213401641
309608641,203832624
309608641,237700409
309608641,460091692
309608641,200400001
221551211,69967478
221551211,707786211
317672001,458148659
309608641,688758164
317672001,706562564
309608641,2239339
309608641,410329
309608641,49391127
309608641,138296553
309608641,413126403
309608641,133074519
309608641,39985269
309608641,176394389
309608641,228644259
221551211,326068835
309608641,770039
309608641,24932986
309608641,243485712
309608641,54959394
309608641,258542267
309608641,272182892
221551211,226336879
221551211,200400001
221551211,287685045
309608641,577013687
309608641,77862895
309608641,434498370
309608641,657009263
309608641,133386022
221551211,715134471
309608641,283678903
309608641,153310242
317672001,366476192
309608641,189861519
309608641,292639924
309608641,695470711
309608641,609470507
309608641,639177250
309608641,714191945
309608641,558388889
317672001,394324139
309608641,12546376
309608641,267300430
16579771,674674639
309608641,245936963
16579771,710392419
98930461,317781664
309608641,145344090
309608641,91958643
309608641,241287835
309608641,484620904
309608641,84884991
309608641,3845812
309608641,283748471
317672001,177015248
317672001,225642644
221551211,697062170
221551211,12546376
309608641,301297713
221551211,286575337
221551211,261598860
309608641,31401385
309608641,515324482
309608641,7716336
309608641,152585
309608641,380494610
309608641,22429368
309608641,670964361
309608641,122399877
309608641,707235614
221551211,56797605
309608641,56721535
309608641,46062725
309608641,717401250
309608641,268287205
309608641,341115050
309608641,220273739
221551211,46778869
317672001,294117389
309608641,215876075
309608641,666107392
309608641,605117008
309608641,84661168
309608641,82456158
309608641,525549250
309608641,57895174
221551211,64157269
221551211,1840045
309608641,111948936
309608641,36506705
309608641,189424464
309608641,117846503
309608641,301509989
309608641,6718174
309608641,203179968
309608641,718005262
317672001,280178724
309608641,77842089
309608641,19529804
309608641,173157278
309608641,56612261
309608641,567625
309608641,61747861
309608641,34981284
221551211,334142627
221551211,35794248
309608641,717691665
309608641,574577795
309608641,73003282
309608641,459780452
309608641,280178724
309608641,42388366
309608641,137305149
309608641,399853098
309608641,636715660
309608641,62293378
309608641,419578802
309608641,147181397
221551211,11038960
221551211,280178724
221551211,341115050
317672001,83549429
309608641,386542856
309608641,224960892
309608641,413707079
317672001,122817238
309608641,676112712
221551211,708410237
221551211,53240049
221551211,719377678
317672001,387415705
309608641,407688332
309608641,135781607
309608641,573642931
309608641,35794248
309608641,714267960
309608641,435224859
309608641,197387968
309608641,327964319
309608641,334142627
309608641,96852760
309608641,51724806
309608641,522109989
309608641,219022555
221551211,573642931
309608641,51804301
221551211,720255134
309608641,164033528
221551211,135781607
221551211,85467451
309608641,453179046
317672001,241640836
221551211,240027427
221551211,690734909
221551211,96852760
309608641,721666623
309608641,46778869
309608641,113557118
309608641,179437616
221551211,99538290
309608641,161167854
309608641,8235792
309608641,707744136
309608641,474557536
309608641,26437810
309608641,241640836
309608641,119811157
317672001,403788526
309608641,644181089
309608641,720303377
309608641,223239624
309608641,102217088
309608641,127201853
309608641,241425725
317672001,39026829
221551211,182231799
317672001,39865973
309608641,688562306
309608641,305079399
309608641,3351627
535926591,181977646
16579771,28502429
16579771,304836003
16579771,373989096
309608641,45085671
309608641,6818190
309608641,28502429
309608641,112515406
309608641,140561164
309608641,462191025
309608641,725616843
309608641,19626712
309608641,59738374
535926591,79230460
309608641,101636132
309608641,185673485
309608641,145896139
309608641,26733536
309608641,361415062
317672001,147719066
309608641,658721339
309608641,557511665
309608641,61935618
309608641,712430894
221551211,357052628
309608641,287663302
309608641,181107872
309608641,285586032
309608641,173007539
309608641,726966850
309608641,476698296
309608641,77517859
309608641,50417222
309608641,307613419
221551211,307613419
317672001,511735440
221551211,23456409
309608641,27130925
309608641,14378830
309608641,728080013
309608641,87074403
309608641,87572929
221551211,188468478
309608641,160717199
535926591,38635651
309608641,27330415
317672001,31345275
309608641,203680456
309608641,49446820
309608641,717177641
317672001,717177641
309608641,240552562
309608641,20999771
221551211,56392493
309608641,39865973
309608641,96666840
309608641,191495052
309608641,718627869
317672001,718627869
221551211,717177641
221551211,129953590
400487042,147585478
55617562,9793539
55617562,430080643
55617562,700511143
55617562,4801415
55617562,31677478
55617562,515324482
55617562,40149368
55617562,10322646
55617562,29592329
55617562,198330771
120070252,718627869
88175422,304770791
88175422,462908959
88175422,642046679
88175422,337640230
88175422,105530612
88175422,121131597
88175422,56877715
88175422,181044287
164297472,349559516
88175422,379954207
55617562,344213286
88175422,641547755
88175422,510401245
88175422,88413580
88175422,8527192
88175422,270893102
88175422,133333527
88175422,454024
88175422,6248395
88175422,630656
88175422,113857601
88175422,101361391
55617562,115074331
88175422,382816380
88175422,67930085
88175422,58680925
88175422,394874169
88175422,116933579
88175422,1919915
18902692,12312578
18902692,48567720
18902692,394874169
88175422,599728268
18902692,645743687
18902692,7821743
88175422,591390737
18902692,106014364
88175422,215194298
88175422,104796121
88175422,228944079
88175422,590457777
88175422,28984738
44176132,9207183
88175422,108098002
88175422,292418858
88175422,41588809
88175422,445858158
88175422,418395815
55617562,394874169
55617562,443282390
88175422,36237014
88175422,85802573
88175422,35706595
88175422,654630759
88175422,33758862
88175422,437247357
88175422,5408133
55617562,174801262
88175422,283419717
88175422,26367316
88175422,139456924
668162002,660413980
55617562,670199150
55617562,141227213
88175422,20724919
88175422,42777498
88175422,20385932
88175422,253718575
88175422,668950065
88175422,660413980
88175422,638357397
88175422,166805567
88175422,537814878
88175422,83549429
88175422,2489757
88175422,13323932
88175422,677216995
88175422,60480454
88175422,183533695
88175422,326259784
88175422,104409812
88175422,642656943
9600992,670199150
289296082,412033048
88175422,121173699
88175422,107390267
88175422,217171887
88175422,410866909
88175422,96104418
88175422,12450870
88175422,334730402
88175422,81992936
88175422,52608290
88175422,673433174
87305502,29468933
88175422,523160515
36817462,574823900
624413242,82378533
36817462,643574915
36817462,647515341
36817462,613343985
36817462,135671577
88175422,672677320
36817462,689243559
36817462,419289579
88175422,6413264
88175422,9468243
88175422,102251870
88175422,28168906
161975152,394874169
88175422,224507566
88175422,28613786
88175422,689453072
88175422,525997228
88175422,10090663
88175422,15470330
88175422,4224275
88175422,91958643
88175422,65106269
88175422,137258533
88175422,512293321
55617562,113379936
55617562,192859046
88175422,704517689
161975152,431458505
88175422,100468346
161975152,667248172
88175422,129981433
88175422,366476192
88175422,223399174
88175422,651125569
88175422,54425632
88175422,114919745
88175422,223022463
88175422,205987877
59497350,48573975
161975152,187089085
88175422,448715069
88175422,3447339
88175422,113390191
88175422,229152019
88175422,117348540
88175422,6728361
707126040,141227213
88175422,153310242
88175422,685098052
88175422,43563465
88175422,77517859
88175422,443092204
88175422,341115050
88175422,222702489
88175422,57895174
88175422,87225732
25243482,76696472
55617562,1092007
88175422,178454741
55617562,716064566
88175422,205981904
55617562,25612418
25890982,495047039
88175422,35794248
130791312,32654663
130791312,410860020
130791312,192293614
88175422,396014373
130791312,5907288
130791312,14180636
412261401,419289579
88175422,3269564
130791312,521563363
130791312,440509127
388410442,35852969
130791312,280178724
130791312,62454110
130791312,163121862
130791312,2551634
130791312,226336879
88175422,292639924
25890982,33538997
130791312,383709209
130791312,417356414
130791312,667248172
88175422,182231799
130791312,682613130
130791312,560727006
130791312,429272746
130791312,65012792
130791312,719377678
137171150,715868349
130791312,97744814
130791312,50047504
130791312,150345382
130791312,78835537
130791312,366476192
412261401,399983466
130791312,453507897
130791312,87091144
130791312,715078442
130791312,206036521
130791312,385123170
130791312,301929873
130791312,207578562
130791312,277061125
130791312,263757993
71811722,378885411
130791312,544540021
130791312,220635803
71811722,141857244
71811722,73084640
71811722,59298721
71811722,380494610
71811722,65803396
71811722,120922385
71811722,160387724
71811722,284224963
71811722,211118394
71811722,561481961
71811722,271949290
71811722,55111128
71811722,433270746
71811722,162421312
71811722,198585388
71811722,136787691
71811722,216950798
71811722,222702489
71811722,270156721
71811722,129850865
71811722,61935618
71811722,182690229
71811722,450873517
71811722,419289579
71811722,481101222
71811722,716064566
71811722,203553718
71811722,258165320
71811722,676112712
71811722,196775377
71811722,162912106
71811722,1763468
71811722,716229818
71811722,532332859
71811722,143276857
71811722,188468478
71811722,726425075
71811722,530925832
71811722,96008378
71811722,2194216
71811722,285586032
71811722,56392493
71811722,277061125
71811722,91165043
71811722,372431230
71811722,280178724
71811722,40149368
71811722,967929
71811722,171530666
71811722,67773505
71811722,89311408
71811722,646031332
71811722,124312799
71811722,217281304
71811722,456189262
130791312,27356138
130791312,724241312
130791312,131802334
130791312,723247760
130791312,94517125
130791312,164981266
130791312,724091530
412261401,227706846
412261401,91254661
130791312,105123499
130791312,691871997
130791312,285586032
130791312,202884299
130791312,130587790
130791312,211468737
130791312,524180535
130791312,263170290
130791312,644339078
130791312,105817151
130791312,91165043
130791312,547533070
130791312,214065187
130791312,690509182
130791312,284131064
88175422,91165043
130791312,680845271
138463322,175686378
130791312,143973299
130791312,729685478
130791312,724919360
130791312,107454956
130791312,165595237
130791312,136226151
130791312,689331349
130791312,56392493
130791312,729749337
130791312,167165222
130791312,52347752
130791312,106440859
54095442,410190895
54095442,379932507
54095442,6728361
130791312,651084629
130791312,360036413
130791312,552732190
130791312,35718750
130791312,87107518
130791312,589027952
130791312,194459474
130791312,79864162
130791312,206053597
130791312,192667171
130791312,85767557
130791312,213180347
130791312,607465575
130791312,219434017
130791312,2705199
130791312,33758862
130791312,430080643
54095442,402641882
54095442,62489185
130791312,198267180
130791312,113390191
130791312,520967539
130791312,301919524
130791312,14865068
130791312,113995109
130791312,288229402
130791312,169707655
130791312,651707473
130791312,652516056
130791312,34316310
130791312,47264462
130791312,642656943
130791312,395206676
130791312,221028678
130791312,62671652
130791312,52977102
130791312,76081990
130791312,93068109
130791312,20378676
130791312,392733349
130791312,107396744
130791312,603472201
130791312,49446820
130791312,81992936
130791312,43797972
130791312,636734998
130791312,219387957
130791312,112787562
130791312,4289958
130791312,656221573
130791312,475401320
130791312,3203815
130791312,80136677
130791312,47567786
130791312,129073029
130791312,53736322
130791312,82967841
130791312,339861477
130791312,1404942
130791312,205230516
130791312,558175008
130791312,80894270
130791312,646743130
130791312,196663711
130791312,544065588
130791312,552770011
130791312,7151720
130791312,38807125
130791312,440564961
130791312,273401407
130791312,243581372
130791312,453143383
130791312,459497903
130791312,333431204
130791312,74443786
130791312,32981808
130791312,242104948
130791312,67366408
130791312,648717194
130791312,147091801
130791312,177359870
130791312,139949224
130791312,657890914
130791312,195962006
130791312,659944746
130791312,637001817
130791312,6062281
130791312,636185433
130791312,437624071
130791312,187089085
130791312,41153124
130791312,586263245
130791312,180102238
130791312,329829907
130791312,449555174
130791312,307365564
130791312,322146687
130791312,48783866
130791312,159515672
130791312,148893082
130791312,215472290
130791312,220888373
130791312,543103268
130791312,62875195
130791312,552689062
130791312,662264307
130791312,121259900
130791312,516077151
130791312,72597118
130791312,415751329
130791312,136517884
130791312,62931511
130791312,112266601
130791312,28268861
130791312,126805536
130791312,157388371
130791312,50239316
130791312,50027582
130791312,97612567
130791312,414322999
130791312,580827783
130791312,548283243
130791312,38635651
130791312,105567527
130791312,396069364
130791312,62083974
130791312,53343374
130791312,1421970
130791312,402641882
130791312,22111964
130791312,160474134
130791312,654295231
130791312,473398860
130791312,2240795
130791312,180637178
130791312,173157278
130791312,76026996
130791312,61845577
130791312,146956077
130791312,557474992
130791312,172673551
130791312,405538944
130791312,223399174
130791312,134091566
130791312,666271178
130791312,9332780
130791312,655928332
130791312,73932817
130791312,167746700
130791312,654981472
130791312,184977334
130791312,228031498
130791312,57287000
130791312,206967711
130791312,25230197
130791312,122399877
130791312,66666050
130791312,392467406
130791312,638484119
130791312,82328204
130791312,582320646
130791312,36237014
130791312,445858158
130791312,85503266
130791312,42803324
130791312,85510959
130791312,236692931
130791312,100234563
130791312,51905681
130791312,404466133
130791312,239601469
130791312,367527008
130791312,71809546
130791312,237707260
130791312,9226769
130791312,146248156
130791312,283169925
130791312,488246291
130791312,59429744
130791312,19423165
130791312,662031580
130791312,344497635
130791312,288913344
130791312,295733947
524827802,83872598
524827802,46522719
524827802,133074519
263145282,133847167
524827802,660413980
524827802,394874169
130791312,102058692
130791312,80163258
130791312,671354494
130791312,394874169
130791312,131327944
130791312,650589227
130791312,269227807
130791312,128910821
130791312,837479
130791312,230522661
130791312,53062618
130791312,102062787
130791312,33786017
130791312,671499531
130791312,216709742
130791312,69528494
130791312,87224807
130791312,103945121
130791312,334730402
130791312,655828811
130791312,152585
130791312,149174507
130791312,627088185
130791312,12221214
130791312,19896613
130791312,600159420
130791312,601070028
130791312,293023940
130791312,142253486
130791312,176216307
130791312,203795753
130791312,436406011
130791312,121539222
130791312,276260948
524827802,141227213
130791312,119056141
130791312,660413980
130791312,638338553
130791312,204672848
130791312,20385932
130791312,169604357
130791312,51156209
130791312,20011604
130791312,556560681
130791312,292594301
130791312,674751242
130791312,529120101
130791312,104785021
130791312,443875285
130791312,179185644
130791312,267878640
130791312,80894125
130791312,312195183
131554542,394874169
130791312,325542050
130791312,28706105
130791312,582738797
130791312,36690548
130791312,589459855
130791312,73707484
130791312,66838194
130791312,81905476
130791312,10907121
130791312,1360366
130791312,214514434
130791312,365188702
130791312,57721543
130791312,82430425
130791312,523160515
130791312,364850736
130791312,671900361
130791312,66744411
130791312,638900824
130791312,41588809
130791312,143554220
130791312,124748129
130791312,133074519
130791312,645527222
130791312,99307452
130791312,593737611
130791312,667015069
130791312,26502370
645118872,33486886
109026962,22456720
130791312,410866909
130791312,593952623
130791312,460823463
130791312,24479116
130791312,670199150
130791312,176489091
130791312,682049234
130791312,4927102
130791312,129459606
130791312,142252547
130791312,246945110
130791312,676709010
130791312,566470372
130791312,215876075
130791312,197063575
130791312,456960667
130791312,673581720
130791312,225537293
130791312,10020454
130791312,229938914
130791312,642673109
524827802,597913188
524827802,42756282
186100932,173735964
130791312,193241265
130791312,673876625
130791312,115806567
130791312,394393501
130791312,679445900
130791312,140591031
109026962,123207833
186100932,54066615
130791312,7096379
130791312,636883261
130791312,674725666
130791312,840248
130791312,219993427
130791312,538779074
130791312,457612301
130791312,58665621
130791312,201407137
130791312,688758164
130791312,3250842
130791312,684351850
130791312,23456409
130791312,674114064
130791312,130885396
130791312,54066615
130791312,409341706
130791312,463978222
130791312,326068835
130791312,663184762
130791312,83599400
130791312,2728874
130791312,120088738
130791312,669027264
130791312,2875231
130791312,97766094
130791312,35111618
130791312,337559888
130791312,678743194
130791312,47392911
130791312,62082500
130791312,684758402
130791312,21049062
130791312,106851263
130791312,114919745
130791312,91883486
130791312,294750876
130791312,350083232
130791312,685490788
130791312,686437724
130791312,326684591
130791312,31800319
130791312,517702078
130791312,239723671
130791312,135671577
130791312,243020634
130791312,132572946
130791312,73657827
130791312,227783615
130791312,673798034
130791312,291747751
130791312,13741550
130791312,83960471
130791312,58381
130791312,8243467
130791312,690825980
130791312,582948164
130791312,134248093
130791312,40698533
130791312,32108907
130791312,66616761
130791312,105196353
130791312,23945339
130791312,690981872
130791312,688217573
130791312,197553809
130791312,134791690
130791312,178193705
130791312,647484463
130791312,386542856
130791312,2237286
130791312,129447998
130791312,102364320
130791312,573769333
130791312,692293715
130791312,119125939
130791312,1380212
130791312,688591024
130791312,209792451
130791312,308722449
130791312,302718076
130791312,280767844
130791312,692706685
130791312,510197734
130791312,270452829
130791312,216413815
130791312,273265720
130791312,13021404
130791312,71981762
130791312,376248337
130791312,45884156
130791312,99638417
130791312,65803396
130791312,63847762
130791312,39236368
130791312,2866572
130791312,106737959
130791312,98544301
130791312,83021104
130791312,36130020
130791312,303543751
130791312,227847094
130791312,186907220
130791312,670825876
130791312,513987320
130791312,543216680
130791312,693309675
130791312,67017965
130791312,1815740
130791312,85267247
130791312,661210976
130791312,672677320
130791312,76191683
130791312,36948875
130791312,694137685
130791312,258125831
130791312,89770532
130791312,6230310
130791312,217084634
130791312,212437588
130791312,95544876
130791312,333533379
130791312,365145773
130791312,691388614
130791312,55559375
130791312,203770194
130791312,339916508
130791312,110932929
130791312,50030679
130791312,219132023
130791312,335990739
130791312,352283840
130791312,380975949
130791312,684364303
130791312,525641810
130791312,60209980
130791312,316132474
130791312,291097564
130791312,113573654
130791312,241867888
130791312,226679337
130791312,551910147
130791312,673758707
130791312,26165591
130791312,341916298
130791312,559285940
130791312,101129048
130791312,28168906
130791312,31919288
130791312,85619354
130791312,141020893
130791312,204423320
130791312,148984803
130791312,213997802
130791312,308744644
130791312,99010129
130791312,31512303
130791312,132926718
130791312,437965817
130791312,63408699
130791312,351709339
130791312,327964319
130791312,182410331
130791312,650337542
130791312,303271468
130791312,372428900
130791312,167414197
130791312,687681772
130791312,210250559
130791312,60239884
130791312,223555125
130791312,675312856
130791312,10090663
130791312,185096022
130791312,37094395
130791312,87225732
130791312,19626712
130791312,701764995
130791312,601062039
130791312,587197643
130791312,10835786
130791312,348021191
130791312,179062701
130791312,295960478
130791312,85886127
130791312,388275047
130791312,53646910
130791312,281637348
130791312,108520260
130791312,241270730
130791312,13081789
524827802,700089992
524827802,6413264
130791312,568406982
130791312,143853405
130791312,193119107
130791312,106170492
130791312,664638783
130791312,688562306
130791312,872817
130791312,704517689
130791312,523298549
130791312,185702499
130791312,80898506
130791312,338140438
130791312,403987240
130791312,224889970
130791312,680255870
130791312,103802548
130791312,280553791
130791312,135626641
130791312,99346127
130791312,700089992
130791312,365268430
130791312,670417483
130791312,89671436
130791312,4226981
130791312,201759703
130791312,608287351
130791312,79865
130791312,677610786
130791312,611025614
130791312,577585700
130791312,328423518
130791312,12537264
130791312,127201853
130791312,58105844
130791312,222975
130791312,18227994
130791312,91254661
130791312,138507578
130791312,438809123
130791312,301622363
130791312,34786395
130791312,129620656
130791312,137366260
130791312,285125992
130791312,5441670
130791312,75063915
130791312,198755096
130791312,437411999
130791312,697761716
130791312,180146720
130791312,123315784
130791312,83408575
130791312,170204321
130791312,636640971
130791312,116016153
130791312,139734151
130791312,698161317
130791312,51605165
130791312,70421906
130791312,383978931
130791312,676779528
130791312,710892675
130791312,48933090
130791312,77522
130791312,100243046
130791312,27516711
130791312,413126403
130791312,222702489
130791312,169068694
130791312,605901359
130791312,15470330
130791312,213401641
130791312,24932986
130791312,138958619
130791312,284373262
47160312,716064566
130791312,173387200
130791312,256457758
130791312,530925832
130791312,534997875
130791312,693022555
130791312,72200815
130791312,301297713
130791312,558388889
130791312,39495522
130791312,437953416
130791312,180905265
130791312,109764640
130791312,129854403
130791312,886259
130791312,573642931
130791312,362634525
130791312,88977206
130791312,665129980
130791312,2099601
130791312,380494610
130791312,366665159
130791312,174801262
130791312,205581411
130791312,39985269
130791312,13261917
130791312,145215299
130791312,244401084
130791312,220273739
130791312,666107392
130791312,283344384
130791312,301509989
130791312,145587995
130791312,104796121
130791312,712857031
130791312,147181397
130791312,706039342
130791312,551402178
130791312,101106923
130791312,42388366
130791312,229340191
130791312,267300430
130791312,714267960
130791312,593632521
130791312,312586896
130791312,659019062
130791312,684182370
130791312,284343293
130791312,144365377
130791312,719380105
130791312,222486809
130791312,668781292
130791312,135781607
130791312,715868349
130791312,403781543
130791312,2475519
130791312,4452384
130791312,463325439
130791312,721666623
130791312,435142233
130791312,703161372
130791312,647515341
130791312,693623500
88175422,42510421
130791312,97471515
130791312,546286043
88175422,96666840
130791312,96008378
130791312,213267560
130791312,5269217
130791312,304836003
130791312,436004503
130791312,615689441
88175422,27130925
88175422,14695285
130791312,208539246
130791312,303556847
130791312,106672775
130791312,55111128
130791312,623716250
88175422,729749337
130791312,160554601
24729450,326068835
130791312,77807967
130791312,717177641
130791312,142624547
130791312,606360103
130791312,121629454
130791312,39865973
130791312,96666840
274570583,284888835
78517683,135671577
274570583,517778160
274570583,102716796
274570583,122807730
274570583,31919288
274570583,49872469
274570583,239437806
274570583,37013266
274570583,566013306
274570583,35625188
274570583,28910653
274570583,65420371
274570583,137707047
274570583,661801636
274570583,73391437
274570583,67768738
274570583,2950605
274570583,81854416
274570583,684281162
274570583,86267797
274570583,92920497
274570583,114060675
274570583,119581928
274570583,213861498
274570583,357442451
274570583,47997779
68819423,82502700
274570583,44635704
274570583,333431204
274570583,196169233
274570583,51689069
274570583,27040545
274570583,27911941
274570583,519644407
274570583,498784606
274570583,485532769
165248363,134111739
187047823,402641882
187047823,184478249
274570583,594935938
274570583,106911128
274570583,56878064
68819423,2093614
274570583,337640230
68819423,12394952
303138783,655522525
274570583,649797937
274570583,11141589
274570583,120291490
314154713,462191025
274570583,22929936
165248363,215472290
274570583,169663013
274570583,105254762
9468643,134791690
68819423,33601147
68819423,437247357
187362643,10907121
165248363,394874169
165248363,106014364
165248363,34321580
274570583,149319662
107925743,666271178
274570583,412108763
274570583,42833189
274570583,216709742
165248363,7151720
68819423,497266
68819423,10631875
187362643,660956096
520979313,527803112
68819423,420190820
274570583,7238951
274570583,19128186
68819423,33538997
665158323,586263245
303138783,394874169
165248363,134420884
34491443,166805567
9468643,112911755
274570583,218377963
274570583,303081644
68819423,224620734
274570583,88106594
274570583,11665058
274570583,35419524
9468643,123207833
274570583,78390152
68819423,129457491
274570583,32554384
68819423,206332111
68819423,93016905
274570583,334485341
274570583,119213551
274570583,103523
274570583,125249763
68819423,37523852
274570583,589534969
274570583,70531370
293654803,10907121
274570583,219151711
274570583,691478438
68819423,840842
68819423,346118055
68819423,93835304
396253143,99207143
106682383,185803
68819423,101129048
274570583,4162517
274570583,28613786
242990863,67121237
106682383,123207833
106682383,394874169
274570583,57269484
274570583,3187130
274570583,31642940
242990863,30365645
274570583,87583699
165248363,228031498
274570583,121516159
106682383,19687562
68819423,78505578
68819423,589534969
274570583,21075396
68819423,87645058
16733613,435527735
9468643,688217573
68819423,86322663
68819423,419461022
242990863,148893082
68819423,446558110
314154713,408984138
242990863,146176951
274570583,6728361
274570583,82378533
274570583,603728004
274570583,104409812
274570583,661841644
165248363,446558110
68819423,136645256
68819423,412033048
9468643,643712477
9468643,668988390
165248363,101129048
68819423,351997955
274570583,106272045
274570583,296917086
274570583,221592661
242990863,56204632
242990863,13016051
274570583,697130907
106682383,88106594
236535383,99346127
236535383,327964319
68819423,79230460
106682383,2875231
68819423,69856511
242990863,670199150
68819423,12312578
68819423,111948936
68819423,495047039
68819423,138308707
68819423,298538283
68819423,430080643
130791312,522109989
24273,52169646
24273,566487236
24273,24233601
24273,55979692
24273,116881440
24273,148498991
130791312,720749985
24273,72826106
130791312,99538290
130791312,179437616
24273,282589132
24273,15470994
24273,385123170
24273,283180247
130791312,232470156
24273,137184530
68819423,222690244
130791312,462191025
24273,189820711
24273,14394702
130791312,726425075
24273,368564860
24273,426299138
130791312,557511665
130791312,161795986
24273,53240049
24273,93016905
24273,179185644
130791312,43545323
130791312,120922385
130791312,241447579
130791312,679263082
168836733,33538997
538541133,651707473
24273,1491860
24273,368029772
24273,77842089
24273,8003875
24273,164633342
24273,336522331
24273,341858773
24273,96558064
24273,25297336
24273,59939865
24273,106911128
59018153,461011968
24273,657060629
24273,249856313
24273,522109989
24273,90542283
24273,2705199
24273,125768955
24273,59621305
24273,271949290
8190793,15547859
24273,129714654
24273,97699257
24273,70880286
24273,241821495
24273,641547755
24273,235794620
24273,143552330
24273,337927897
24273,589299698
24273,21354098
24273,446200236
13362623,243581372
24273,114036669
24273,293491447
24273,172931159
24273,108098002
24273,53108177
24273,73210442
24273,146796419
24273,38807125
24273,25776382
24273,266709825
24273,357442451
24273,197063746
24273,68482312
24273,182690229
24273,654630759
24273,171389361
24273,178355653
24273,169187253
168836733,50239316
24273,19423165
24273,382189417
24273,208590450
24273,419699543
24273,104339421
24273,52977102
24273,261208105
24273,99867678
24273,82775390
51829183,166805567
24273,131035
24273,167274140
24273,3584240
24273,101280483
24273,21546483
24273,654981472
24273,48938182
24273,33786017
103439913,185803
103439913,669633761
24273,116119145
24273,33601147
24273,63812424
24273,28706105
24273,42289150
24273,667740624
24273,68620615
358469893,4234367
24273,110737571
24273,2343054
24273,63313482
24273,436783011
218928763,36948875
24273,82378533
7821743,139875497
358469893,4449196
675354513,45884156
675354513,46105069
24273,11059552
358469893,78781097
358469893,600216358
675354513,326259784
7821743,116010313
7821743,545499030
60993143,76696472
22199173,11612705
33861113,15845241
24273,1282610
24273,9766934
24273,701764995
24273,103315121
274570583,182231799
274570583,70581437
24273,664638783
168836733,12192163
274570583,650249532
648935913,394874169
274570583,128677113
274570583,703673333
24273,11569379
274570583,287685045
24273,179814005
24273,53419450
24273,192293614
274570583,686471537
274570583,69967478
274570583,183802331
24273,27488767
274570583,13230867
24273,109764640
274570583,90219974
274570583,224495202
274570583,237686565
537634953,716064566
537634953,229648183
274570583,674479228
24273,103525557
24273,189446319
24273,686471537
24273,716064566
24273,710392419
24273,39366897
24273,210247935
24273,303448780
24273,178215216
537634953,107664708
24273,71755923
274570583,45884156
24273,9559371
24273,564333946
24273,655522525
24273,8235792
274570583,18728370
59018153,463208928
24273,146729407
274570583,77089051
396253143,113960358
68819423,689490692
104895944,16651051
104895944,30772898
445666464,59969015
104895944,314129708
104895944,5876892
104895944,83599400
95902324,203214564
594667804,238966032
594667804,64083929
594667804,458476915
594667804,205372663
594667804,2705199
594667804,18604289
445666464,312506835
104895944,641475862
104895944,71981762
445666464,281697504
33153464,238638989
445666464,641547755
104895944,171216384
104895944,55617562
104895944,59320466
594667804,392733349
594667804,7966993
594667804,172503500
445666464,97802372
594667804,335797999
305463694,172783511
594667804,418395815
594667804,47567786
594667804,657890914
445666464,33693759
33153464,647780204
594667804,118967340
8735654,522109989
445666464,139620481
445666464,8194487
594667804,34381389
104895944,53140121
594667804,395491284
594667804,307365564
445666464,355315991
8735654,580827783
594667804,370968219
33153464,112266601
594667804,368564860
594667804,30719912
594667804,171937223
104895944,8651349
104895944,354780488
594667804,53411854
594667804,4184863
594667804,435128188
594667804,292010422
104895944,202290667
445666464,149319662
445666464,540973438
594667804,394874169
104895944,147719066
11539604,394874169
594667804,651084629
594667804,599835541
594667804,232470156
594667804,118324904
594667804,50223421
445666464,50239316
33153464,429904558
161131364,21886975
161131364,663623964
594667804,103802548
594667804,48833734
33153464,660413980
594667804,409501170
594667804,144976978
445666464,29601442
594667804,26384981
135872624,123207833
594667804,541522939
445666464,660440192
104895944,344213286
445666464,93958892
594667804,163446059
594667804,589534969
445666464,457612301
161131364,185803
594667804,646384225
29812124,361573890
104895944,296142720
104895944,394874169
594667804,612597926
29812124,24403555
29812124,28168906
29812124,201024254
445666464,246973675
188930344,61881720
188930344,837479
188930344,185027539
676290124,22456720
445666464,64818235
104895944,174801262
445666464,453507897
547373484,59320466
445666464,338977615
24018514,279634478
24018514,417816513
135872624,449441156
33153464,308722449
594667804,82775390
594667804,241640836
6357234,136645256
594667804,17216821
594667804,692135803
594667804,276469568
188930344,110057160
188930344,600216358
594667804,379331794
594667804,686061210
594667804,429904558
305463694,142252547
305463694,394874169
305463694,28293812
76898934,6413264
547373484,12394952
29812124,392994315
29812124,31512303
29812124,207090923
29812124,351709339
29812124,698161317
594667804,142252547
24018514,667248172
24018514,5415730
24018514,41928735
409666774,44635704
594667804,312677497
119067124,686792322
594667804,24935174
594667804,13081789
119067124,218942271
33153464,55111128
6357234,6007406
119067124,456189262
594667804,3913338
594667804,610441345
6357234,311694
6357234,2875231
60885294,708214729
60885294,187277045
60885294,9468243
60885294,38864121
60885294,237840133
60885294,689589998
60885294,429904558
60885294,685098052
60885294,241270730
60885294,129110988
60885294,272182892
60885294,208439842
60885294,284343293
60885294,71784460
60885294,1380212
60885294,21546483
60885294,102866445
409666774,63684865
33153464,286575337
594667804,667248172
594667804,223205168
594667804,459780452
594667804,29601442
594667804,50738673
594667804,697062170
