"tmpID","ResidenceHHGenderDescription","EthnicDescription","BroadEthnicGroupings","PresenceOfChildrenCode","ISPSA","HomeOwnerRenter","MosaicZ4","MedianEducationYears","NetWorth","Investor","BusinessOwner","Education","OccupationIndustry","HorseOwner","CatOwner","DogOwner","OtherPetOwner","HomeOffice","BookBuyerInHome","UpscaleBuyerInHome","BuyerofAntiquesinHousehold","BuyerofArtinHousehold","GeneralCollectorinHousehold","BooksAudioReadinginHousehold","ComputerOwnerInHome"
248,"Mixed Gender Household","","English/Welsh","Known Data",8,"Likely Homeowner","",16,"$250000-499999","Yes","","Unknown","Medical","","","Yes","","","2 book purchases in home","","","","","","Yes"
3808,"Male Only Household","English/Welsh","Dutch (Netherlands)","Not Likely to have a child",9,"Likely Homeowner","",15,"$250000-499999","","","Bach Degree - Extremely Likely","Education","","","","","","1 book purchase in home ","","","","","","Yes"
4782,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",8,"Likely Homeowner","",14,"$250000-499999","Yes","","HS Diploma - Extremely Likely","Clerical/Office","","Yes","","","","","","","","","","Unknown"
4135,"Mixed Gender Household","Russian (omitting former Soviet States)","Norwegian","Known Data",9,"Likely Homeowner","Reaping Rewards",15,"$25000-49999","Yes","","HS Diploma - Extremely Likely","Management","","","Yes","","Yes","","","","","","","Yes"
5544,"Mixed Gender Household","Irish","Irish","Modeled Not as Likely to have a child",3,"Likely Homeowner","",13,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Medical","","","","Yes","","1 book purchase in home ","","","","Yes","","Yes"
1424,"Mixed Gender Household","German","Irish","Modeled Not as Likely to have a child",9,"Likely Homeowner","",15,"$250000-499999","","","Some College -Extremely Likely","Unknown","","","","","","6 book purchases in home","","","","","","Unknown"
3947,"Mixed Gender Household","","Irish","Known Data",6,"Likely Homeowner","",16,"$100000-249999","","","Some College -Extremely Likely","Unknown","","","","Yes","","5 book purchases in home","","","Yes","Yes","","Unknown"
1342,"Female Only Household","English/Welsh","Scots","Not Likely to have a child",8,"Likely Homeowner","",16,"","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
425,"Mixed Gender Household","English/Welsh","German","Known Data",NA,"Likely Homeowner","",13,"","Yes","","Unknown","Unknown","","Yes","","","","","","","Yes","Yes","","Yes"
5711,"Mixed Gender Household","English/Welsh","French","Modeled Not as Likely to have a child",9,"Likely Homeowner","",12,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","Yes","","","Yes","","","","","","","","Yes"
4042,"Male Only Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","HS Diploma - Likely","Unknown","","","","","","","","","","","","Yes"
2763,"Male Only Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",5,"Likely Homeowner","",12,"","","","HS Diploma - Extremely Likely","Unknown","","","","","Yes","","","","Yes","","","Yes"
2391,"Mixed Gender Household","English/Welsh","Swedish","Not Likely to have a child",7,"Likely Renter","",14,"$1-4999","","","Bach Degree - Likely","Skilled Trades","","","","","","","","","","","","Yes"
5501,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Modeled Not as Likely to have a child",6,"","",12,"","","","Grad Degree - Extremely Likely","Unknown","","Yes","","","","1 book purchase in home ","","","Yes","Yes","","Yes"
3013,"Male Only Household","English/Welsh","Indian/Hindu","",9,"Likely Homeowner","",16,"","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","4 book purchases in home","","","","","","Yes"
5492,"Mixed Gender Household","Arab","Scots","",7,"Likely Homeowner","",15,"$100000-249999","","","Bach Degree - Likely","Unknown","","","Yes","","","","","","","","","Yes"
5248,"Mixed Gender Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$10000-24999","","","Unknown","Management","","","","","","","","","","","","Yes"
4732,"Mixed Gender Household","Scots","French","Not Likely to have a child",9,"Likely Homeowner","",13,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","","","","","","","Yes"
2302,"Mixed Gender Household","","","Not Likely to have a child",9,"Likely Renter","",NA,"","","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
5795,"Male Only Household","English/Welsh","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",12,"$499999+","","","Bach Degree - Extremely Likely","Other","","","","","","1 book purchase in home ","","","","","","Yes"
4317,"Female Only Household","","Irish","Not Likely to have a child",8,"","No Place like Home",12,"","","","Unknown","Unknown","","","","","Yes","1 book purchase in home ","","","","","","Yes"
1971,"Male Only Household","German","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","Striving Single Scene",15,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","3 book purchases in home","","","","","","Yes"
4742,"Female Only Household","Likely Af-Am (Modeled)","English/Welsh","Modeled Not as Likely to have a child",3,"Likely Homeowner","",15,"$50000-99999","","","HS Diploma - Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
5344,"Mixed Gender Household","German","Likely Af-Am (Modeled)","Known Data",9,"Likely Homeowner","",13,"","","","Some College -Extremely Likely","Engineering","","","","","Yes","","","","","","","Yes"
1140,"Mixed Gender Household","English/Welsh","Scots","Not Likely to have a child",8,"Likely Homeowner","",15,"$50000-99999","","","Grad Degree - Extremely Likely","Education","","Yes","","","","","","","","","","Unknown"
1934,"Mixed Gender Household","German","English/Welsh","Known Data",8,"Likely Renter","No Place like Home",NA,"","","","HS Diploma - Likely","Skilled Trades","","","","","","","","","Yes","","","Yes"
1366,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Modeled Not as Likely to have a child",7,"Likely Homeowner","",16,"$499999+","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown"
2303,"Mixed Gender Household","Scots","English/Welsh","",NA,"Likely Homeowner","",16,"$50000-99999","Yes","","Bach Degree - Likely","Unknown","","Yes","","","","","","","","","","Unknown"
3525,"Mixed Gender Household","Russian (omitting former Soviet States)","","Not Likely to have a child",8,"Likely Homeowner","",NA,"$100000-249999","Yes","","Unknown","Medical","","","","Yes","","","","","","","","Yes"
3815,"Female Only Household","English/Welsh","Norwegian","Not Likely to have a child",7,"Likely Homeowner","Full Pockets Empty Nests",14,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Other","","","","","","","","","","Yes","","Yes"
3168,"Mixed Gender Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",13,"$25000-49999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","Yes","1 book purchase in home ","","","","","","Yes"
5977,"Female Only Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",NA,"$50000-99999","","","Some College - Likely","Unknown","","","","","Yes","","","","Yes","","","Yes"
459,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",8,"Likely Homeowner","Aging in Place",15,"$50000-99999","","","Unknown","Unknown","","","","","","2 book purchases in home","","","Yes","","","Unknown"
1487,"Mixed Gender Household","Likely Af-Am (Modeled)","German","Not Likely to have a child",7,"Likely Homeowner","Aging of Aquarius",13,"$100000-249999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown"
325,"Mixed Gender Household","English/Welsh","English/Welsh","Modeled Likely to have a child",6,"Likely Homeowner","",13,"$100000-249999","Yes","","Bach Degree - Likely","Unknown","","","","","","","","","","","","Yes"
2620,"Male Only Household","German","","Not Likely to have a child",8,"Likely Homeowner","",16,"","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
4355,"Mixed Gender Household","German","German","Not Likely to have a child",9,"Likely Homeowner","",16,"","","","Grad Degree - Likely","Unknown","","","","","","","","","","Yes","","Unknown"
4101,"Male Only Household","","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Other","","","","","","","","","","","","Yes"
4734,"Mixed Gender Household","English/Welsh","Norwegian","Known Data",2,"Likely Homeowner","Reaping Rewards",13,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","","","Yes"
3794,"Mixed Gender Household","German","French","Not Likely to have a child",8,"Likely Homeowner","",15,"$250000-499999","","","HS Diploma - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","","","Unknown"
2975,"Mixed Gender Household","English/Welsh","","Known Data",8,"Likely Homeowner","",15,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","Yes","","","","1 book purchase in home ","","","","","","Yes"
4726,"Male Only Household","English/Welsh","English/Welsh","Known Data",3,"Likely Homeowner","",13,"$250000-499999","","","HS Diploma - Extremely Likely","Unknown","","","","Yes","","","","","","","","Yes"
4928,"Mixed Gender Household","German","","",NA,"Likely Renter","",16,"$499999+","","","Unknown","Skilled Trades","","","","","","","","","","","","Unknown"
5188,"Mixed Gender Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
1775,"Mixed Gender Household","German","Polish","Known Data",7,"Likely Homeowner","",12,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","","","","Yes","","Yes"
5003,"Female Only Household","Irish","Hungarian","",9,"Likely Homeowner","",14,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","","","","Unknown"
4369,"Mixed Gender Household","Irish","Polish","Known Data",9,"Likely Renter","",12,"","","","Grad Degree - Likely","Clerical/Office","","","Yes","","","","","","","Yes","","Unknown"
2126,"Female Only Household","English/Welsh","","Modeled Not as Likely to have a child",6,"Likely Homeowner","",17,"$100000-249999","","","Less than HS Diploma - Likely","Unknown","","","","Yes","","","","","Yes","Yes","","Yes"
416,"Mixed Gender Household","Irish","Scots","Known Data",8,"Likely Homeowner","",15,"$250000-499999","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","","Yes","","Yes"
5485,"Mixed Gender Household","Swedish","English/Welsh","",0,"Likely Homeowner","",14,"$250000-499999","Yes","","Unknown","Unknown","","","","","","","","","","","","Yes"
3402,"Mixed Gender Household","English/Welsh","Scots","Not Likely to have a child",3,"Likely Homeowner","",16,"$100000-249999","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","Yes","","","Yes"
2564,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","HS Diploma - Likely","Unknown","","","","","","6 book purchases in home","","","","","","Unknown"
2689,"Mixed Gender Household","German","Likely Af-Am (Modeled)","Known Data",9,"","",15,"","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","","","","","","","Yes"
5427,"Mixed Gender Household","German","","Modeled Likely to have a child",3,"Likely Renter","",15,"$50000-99999","Yes","","Bach Degree - Likely","Unknown","","","","","Yes","","","","Yes","","","Yes"
1442,"Mixed Gender Household","","English/Welsh","Modeled Likely to have a child",9,"Likely Renter","",14,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","3 book purchases in home","","","","","","Yes"
1017,"Female Only Household","Swedish","German","Not Likely to have a child",9,"Likely Homeowner","",17,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","Yes","","","","","Yes","","Yes"
288,"Mixed Gender Household","French","Likely Af-Am (Modeled)","Known Data",8,"","",15,"$50000-99999","","","Some College - Likely","Unknown","","","","","Yes","1 book purchase in home ","","","Yes","Yes","","Yes"
627,"Mixed Gender Household","","German","Not Likely to have a child",4,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Unknown","","","Yes","Yes","","2 book purchases in home","","","Yes","","","Yes"
5799,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Known Data",0,"Likely Homeowner","",12,"","","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","","","","Yes","","Yes"
2281,"Female Only Household","Likely Af-Am (Modeled)","English/Welsh","Modeled Not as Likely to have a child",1,"Likely Homeowner","",16,"$50000-99999","","","HS Diploma - Extremely Likely","Unknown","","","Yes","","","2 book purchases in home","","","","","","Yes"
2894,"Mixed Gender Household","","Filipino","Modeled Not as Likely to have a child",9,"","Aging of Aquarius",15,"","Yes","","Bach Degree - Likely","Clerical/Office","","","","","Yes","","","","","","","Yes"
4255,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",8,"Likely Renter","",14,"$250000-499999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","Yes","","","","","","Yes","","Yes"
2048,"Mixed Gender Household","German","German","Known Data",7,"Likely Homeowner","Reaping Rewards",12,"","","","Grad Degree - Extremely Likely","Unknown","","","","","","9 book purchases in home","","","Yes","","","Yes"
1070,"Mixed Gender Household","","Scots","Known Data",8,"Likely Homeowner","",14,"$100000-249999","","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes"
664,"Mixed Gender Household","English/Welsh","","Modeled Not as Likely to have a child",7,"Likely Renter","Soulful Spenders",15,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
3088,"Female Only Household","Danish","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","",12,"$100000-249999","","","Bach Degree - Extremely Likely","Other","","","","Yes","","2 book purchases in home","","","","Yes","","Unknown"
5106,"Female Only Household","Likely Af-Am (Modeled)","German","Known Data",7,"Likely Homeowner","",13,"$50000-99999","Yes","","HS Diploma - Likely","Unknown","","","","Yes","","","","","","","","Unknown"
1166,"Mixed Gender Household","German","Czech","",9,"Likely Homeowner","",14,"$499999+","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","Yes","","Unknown"
4896,"Mixed Gender Household","Scots","English/Welsh","",8,"Likely Homeowner","",14,"$100000-249999","","","Unknown","Medical","","","","","","","","","Yes","Yes","","Yes"
5614,"Mixed Gender Household","English/Welsh","","Not Likely to have a child",8,"Likely Homeowner","",14,"$100000-249999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
4610,"Mixed Gender Household","German","English/Welsh","Known Data",8,"Likely Homeowner","",12,"","Yes","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","Yes","","Unknown"
3106,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",NA,"Likely Homeowner","",16,"$25000-49999","","Yes","Unknown","Clerical/Office","","","Yes","","","2 book purchases in home","","","","Yes","","Yes"
279,"Mixed Gender Household","Scots","Likely Af-Am (Modeled)","Not Likely to have a child",0,"Likely Homeowner","",13,"","Yes","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
5362,"Mixed Gender Household","Scots","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",NA,"$100000-249999","Yes","","Grad Degree - Extremely Likely","Financial Services","","","","","","","","","","","","Yes"
1128,"Male Only Household","English/Welsh","German","Not Likely to have a child",8,"Likely Homeowner","",15,"$25000-49999","","","Bach Degree - Likely","Unknown","","","","Yes","","","","","","","","Yes"
1664,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",7,"Likely Homeowner","",12,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Yes"
284,"Mixed Gender Household","German","Swedish","Not Likely to have a child",8,"Likely Homeowner","Rooted Flower Power",12,"","Yes","","Bach Degree - Likely","Unknown","","","Yes","","","","","","","Yes","","Yes"
5041,"Male Only Household","English/Welsh","English/Welsh","",5,"Likely Homeowner","",16,"$50000-99999","","","Unknown","Unknown","","Yes","","","","","","","","","","Yes"
5894,"Male Only Household","English/Welsh","Austrian","Not Likely to have a child",9,"Likely Homeowner","",16,"$250000-499999","","","HS Diploma - Extremely Likely","Other","","Yes","","","Yes","4 book purchases in home","","","","","","Unknown"
298,"Male Only Household","Likely Af-Am (Modeled)","English/Welsh","Not Likely to have a child",2,"Likely Homeowner","",12,"$10000-24999","Yes","","HS Diploma - Likely","Unknown","","Yes","","","","","","","Yes","Yes","","Yes"
2041,"Mixed Gender Household","Italian","English/Welsh","Modeled Likely to have a child",9,"Likely Homeowner","",12,"$50000-99999","","","Grad Degree - Extremely Likely","Unknown","","Yes","Yes","","","4 book purchases in home","","","Yes","Yes","","Yes"
2561,"Mixed Gender Household","Irish","Hispanic","",1,"Likely Homeowner","Silver Sophisticates",15,"$499999+","Yes","","HS Diploma - Extremely Likely","Manufacturing","","","","","","","","","","Yes","","Yes"
161,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",5,"Likely Homeowner","",17,"$100000-249999","","","Bach Degree - Extremely Likely","Manufacturing","","","Yes","","","","","","","","","Yes"
326,"Mixed Gender Household","Irish","German","Not Likely to have a child",9,"Likely Homeowner","",16,"$50000-99999","","Yes","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","Yes","","Unknown"
543,"Male Only Household","English/Welsh","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",13,"$250000-499999","","","Bach Degree - Extremely Likely","Sales/Marketing","","","","","","","","","","","","Yes"
391,"Female Only Household","","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",14,"$100000-249999","","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
4780,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",7,"Likely Homeowner","",14,"$25000-49999","Yes","","HS Diploma - Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes"
3656,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",9,"Likely Renter","",12,"","","","Some College -Extremely Likely","Unknown","","","","","","","","","Yes","Yes","","Yes"
5333,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",1,"Likely Homeowner","",16,"","Yes","","Unknown","Unknown","","","","","","","","","","","","Yes"
5243,"Male Only Household","English/Welsh","German","",4,"","",16,"","","","HS Diploma - Extremely Likely","Unknown","","","","","","4 book purchases in home","","","","","","Unknown"
5773,"Male Only Household","English/Welsh","English/Welsh","Known Data",9,"Likely Homeowner","",16,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Skilled Trades","","","Yes","Yes","","","","","","","","Yes"
5075,"Mixed Gender Household","","","Known Data",9,"","",13,"","Yes","","Unknown","Education","","","","","Yes","","","","","","","Yes"
1726,"Male Only Household","English/Welsh","German","Modeled Not as Likely to have a child",9,"Likely Homeowner","No Place like Home",12,"$250000-499999","","","Unknown","Unknown","","","","","","","","","","","","Yes"
2211,"Mixed Gender Household","English/Welsh","Irish","",6,"Likely Homeowner","",15,"$100000-249999","","","Bach Degree - Extremely Likely","Financial Services","","","","","","","","","","","","Unknown"
5463,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",3,"Likely Homeowner","Rooted Flower Power",15,"$100000-249999","","Yes","HS Diploma - Likely","Management","","","","","","","","","","Yes","","Yes"
1720,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Not Likely to have a child",7,"","",13,"","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Unknown"
5937,"Mixed Gender Household","","German","Not Likely to have a child",9,"Likely Homeowner","",16,"$25000-49999","Yes","","Unknown","Unknown","","","","Yes","","","","","Yes","Yes","","Yes"
2970,"Female Only Household","English/Welsh","Likely Af-Am (Modeled)","Not Likely to have a child",6,"Likely Renter","",12,"","","","Unknown","Unknown","","","Yes","","Yes","5 book purchases in home","","","","","","Yes"
150,"Mixed Gender Household","English/Welsh","Irish","Not Likely to have a child",4,"Likely Renter","",17,"","","","Grad Degree - Likely","Unknown","","Yes","","","","1 book purchase in home ","","","","","","Unknown"
4088,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Known Data",7,"Likely Homeowner","",16,"$250000-499999","Yes","","Unknown","Unknown","","","","","","1 book purchase in home ","","","Yes","","","Unknown"
92,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",NA,"Likely Homeowner","",16,"$250000-499999","","","Unknown","Unknown","","Yes","","","","","","","","","","Unknown"
1397,"Mixed Gender Household","Italian","German","Known Data",9,"Likely Homeowner","",15,"$50000-99999","Yes","","HS Diploma - Extremely Likely","Skilled Trades","","","","","","","","","","Yes","","Yes"
2012,"Mixed Gender Household","English/Welsh","Swedish","Not Likely to have a child",7,"Likely Homeowner","",16,"$50000-99999","","","Grad Degree - Extremely Likely","Clerical/Office","","","","","Yes","","","","","","","Yes"
4404,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",15,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","","","Yes","","","","","","","","","Unknown"
146,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",17,"$50000-99999","","","Grad Degree - Likely","Unknown","","","","Yes","","","","","","","","Yes"
1816,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",6,"Likely Renter","",15,"","","","Bach Degree - Extremely Likely","Unknown","","","","","","2 book purchases in home","","","","","","Yes"
163,"Mixed Gender Household","Likely Af-Am (Modeled)","Likely Af-Am (Modeled)","Known Data",7,"Likely Homeowner","",15,"$250000-499999","","","Unknown","Unknown","","","Yes","","","","","","Yes","Yes","","Yes"
5234,"Mixed Gender Household","German","German","Not Likely to have a child",6,"Likely Renter","",15,"$100000-249999","","","Bach Degree - Extremely Likely","Financial Services","","","","","Yes","","","","","","","Unknown"
3217,"Mixed Gender Household","Likely Af-Am (Modeled)","","Modeled Likely to have a child",1,"Likely Homeowner","",15,"$250000-499999","","","HS Diploma - Extremely Likely","Unknown","","","","","","","","","","Yes","","Yes"
2168,"Mixed Gender Household","Hispanic","German","Not Likely to have a child",8,"Likely Homeowner","",16,"$499999+","Yes","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
4306,"Male Only Household","Scots","English/Welsh","Not Likely to have a child",2,"Likely Homeowner","",15,"$100000-249999","","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
374,"Mixed Gender Household","English/Welsh","German","Known Data",1,"Likely Renter","",16,"$250000-499999","","","Some College - Likely","Unknown","","","","","","","","","","Yes","","Yes"
137,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",6,"Likely Homeowner","",16,"$100000-249999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","1 upscale merchandise purchase ","","","Yes","","Yes"
4323,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",7,"","No Place like Home",13,"","Yes","","Bach Degree - Extremely Likely","Medical","","","","","","","","","","","","Yes"
5657,"Mixed Gender Household","English/Welsh","Greek","Not Likely to have a child",8,"Likely Homeowner","",13,"$25000-49999","","","Unknown","Medical","","Yes","","","Yes","","","","Yes","","","Yes"
269,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","",15,"$50000-99999","","","Unknown","Unknown","","","","","","","","","","","","Unknown"
3732,"Male Only Household","English/Welsh","","Not Likely to have a child",7,"Likely Homeowner","",12,"$25000-49999","","","Unknown","Manufacturing","","","","","","1 book purchase in home ","","","","","","Yes"
1533,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",1,"","",14,"","Yes","","Unknown","Unknown","","","Yes","","Yes","","","","","","","Unknown"
3068,"Mixed Gender Household","Likely Af-Am (Modeled)","","Known Data",1,"Likely Homeowner","",NA,"$50000-99999","","","Unknown","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown"
3558,"Female Only Household","","Irish","Not Likely to have a child",9,"Likely Homeowner","",NA,"$10000-24999","","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Unknown"
1542,"Mixed Gender Household","Likely Af-Am (Modeled)","German","Not Likely to have a child",5,"Likely Homeowner","Aging of Aquarius",16,"$100000-249999","Yes","","Some College - Likely","Clerical/Office","","Yes","Yes","","","1 book purchase in home ","","","","","","Unknown"
925,"Female Only Household","Likely Af-Am (Modeled)","English/Welsh","Known Data",7,"Likely Homeowner","",13,"$250000-499999","Yes","","Grad Degree - Extremely Likely","Management","","","","Yes","Yes","","","","","","","Unknown"
1139,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",3,"","",12,"","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","Yes","","","Yes"
770,"Mixed Gender Household","English/Welsh","Swedish","Known Data",9,"Likely Homeowner","",14,"$250000-499999","Yes","","Grad Degree - Likely","Management","","Yes","Yes","","","2 book purchases in home","","","","","","Unknown"
1672,"Mixed Gender Household","English/Welsh","English/Welsh","",8,"Likely Homeowner","",16,"","","","Unknown","Skilled Trades","","","","","","","","","","","","Unknown"
3705,"Mixed Gender Household","Italian","","Known Data",9,"Likely Homeowner","",15,"$250000-499999","Yes","","Grad Degree - Likely","Education","","","","","Yes","","","","","Yes","","Yes"
1267,"Mixed Gender Household","","English/Welsh","Modeled Likely to have a child",9,"Likely Homeowner","",14,"$100000-249999","","","Grad Degree - Likely","Unknown","","","","","Yes","","","","Yes","","","Yes"
5831,"Female Only Household","English/Welsh","English/Welsh","Known Data",2,"Likely Renter","",NA,"$1-4999","","","Unknown","Unknown","","Yes","","","","","","","","","","Yes"
3210,"Mixed Gender Household","Hungarian","Italian","Not Likely to have a child",6,"Likely Homeowner","Status Seeking Singles",12,"$50000-99999","","","Unknown","Other","","","","","","1 book purchase in home ","","","","","","Unknown"
387,"Mixed Gender Household","German","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",16,"$50000-99999","Yes","","Bach Degree - Likely","Unknown","","","Yes","","Yes","","","","","","","Yes"
2778,"Male Only Household","","English/Welsh","Known Data",7,"Likely Renter","",13,"$250000-499999","Yes","","Some College - Likely","Unknown","","","Yes","","","","","","Yes","Yes","","Yes"
4891,"Mixed Gender Household","English/Welsh","Scots","Modeled Not as Likely to have a child",4,"Likely Homeowner","",13,"$25000-49999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes"
4902,"Mixed Gender Household","English/Welsh","German","Modeled Not as Likely to have a child",8,"Likely Homeowner","",13,"$10000-24999","","","Bach Degree - Extremely Likely","Education","","","","","","1 book purchase in home ","","","","","","Yes"
2284,"Mixed Gender Household","","Likely Af-Am (Modeled)","Known Data",9,"Likely Renter","",12,"$50000-99999","Yes","","Some College - Likely","Skilled Trades","","","","","","1 book purchase in home ","","","","","","Yes"
51,"Mixed Gender Household","Scots","","Modeled Not as Likely to have a child",9,"Likely Homeowner","Unspoiled Splendor",12,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Medical","","","","Yes","","","","","","","","Yes"
810,"Mixed Gender Household","English/Welsh","Hispanic","Known Data",8,"Likely Renter","",14,"$25000-49999","","","Some College - Likely","Unknown","","","","","","","","","","","","Yes"
788,"Mixed Gender Household","Italian","German","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","Yes","","","Yes"
2908,"Female Only Household","English/Welsh","Scots","Known Data",9,"Likely Homeowner","No Place like Home",14,"","","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes"
3333,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",8,"Likely Homeowner","Reaping Rewards",12,"$10000-24999","","","Grad Degree - Likely","Unknown","","","","","Yes","4 book purchases in home","","","","","","Yes"
2729,"Mixed Gender Household","Likely Af-Am (Modeled)","Likely Af-Am (Modeled)","Not Likely to have a child",7,"Likely Renter","",14,"","","Yes","Unknown","Unknown","","","","","","","","","","","","Yes"
3534,"Male Only Household","German","Scots","Known Data",8,"Likely Homeowner","",15,"$50000-99999","Yes","","HS Diploma - Extremely Likely","Unknown","","Yes","","","Yes","","","","","Yes","","Yes"
5729,"Male Only Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","",16,"","Yes","","Grad Degree - Extremely Likely","Unknown","","","Yes","Yes","","","","","","","","Yes"
