HHuniqueID,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age,Job,Marital,Education
HH688e5e5dd2,M,,,FALSE,5,FALSE,33,technician,married,tertiary
HHff8f652ca6,F,,Cree,TRUE,2,FALSE,54,management,married,tertiary
HHf9c3d97d4f,F,,Micronesian,FALSE,3,TRUE,59,management,married,tertiary
HH5c94bfeb32,M,,,FALSE,2,FALSE,40,management,married,tertiary
HHfaf3f08c05,F,,Filipino,FALSE,2,TRUE,51,entrepreneur,married,secondary
HHeaacea2c52,M,,,TRUE,4,TRUE,34,admin.,single,secondary
HH6e2550fbaf,M,,,TRUE,5,FALSE,41,blue-collar,married,primary
HH4534393d31,M,,,TRUE,1,TRUE,40,management,married,primary
HHc5faf40122,F,,,FALSE,4,FALSE,34,admin.,single,secondary
HHab846338e0,M,,,TRUE,3,FALSE,30,services,single,secondary
HH5e347fc47d,F,$944.78 ,Indonesian,TRUE,4,TRUE,56,services,single,secondary
HHa4e66e3a2a,M,,,TRUE,5,FALSE,42,technician,divorced,secondary
HHde1855dafd,F,,,TRUE,2,FALSE,42,blue-collar,divorced,secondary
HH6010df4676,M,,,TRUE,1,FALSE,37,blue-collar,single,secondary
HH1cf4002e7b,F,,,TRUE,1,FALSE,31,blue-collar,divorced,secondary
HH344abea322,M,$499.78 ,,FALSE,5,FALSE,47,management,married,tertiary
HHcb2d6ca9b7,F,,,FALSE,3,FALSE,39,management,married,tertiary
HH1b523ef13b,M,,,TRUE,4,FALSE,25,admin.,single,secondary
HHed5bbfce8f,F,,Yuman,TRUE,1,FALSE,61,retired,divorced,primary
HH80271fe235,F,,,FALSE,5,FALSE,28,management,single,tertiary
HH35d6af51e8,F,,,TRUE,4,TRUE,48,admin.,single,secondary
HH7e352db38a,M,,,TRUE,3,TRUE,26,management,single,tertiary
HH8f354bf44f,M,,,FALSE,4,TRUE,54,management,single,tertiary
HH468ba552dc,F,,Indonesian,FALSE,3,FALSE,28,admin.,divorced,secondary
HH8da7b06094,F,,,FALSE,1,FALSE,24,student,single,secondary
HH1057d051c0,F,$789.10 ,Pima,FALSE,2,FALSE,29,entrepreneur,single,secondary
HH4514ad05c7,M,,,FALSE,5,TRUE,52,technician,divorced,secondary
HH635922051f,M,,,TRUE,4,TRUE,37,blue-collar,married,secondary
HHaee3866cb5,M,$451.55 ,,TRUE,4,TRUE,46,technician,married,secondary
HH906ec75a8d,M,,Chinese,TRUE,4,TRUE,29,blue-collar,married,secondary
HH9f9ef49d1b,M,,,FALSE,2,TRUE,36,student,single,tertiary
HH3a8e15108f,M,,,TRUE,1,FALSE,53,unemployed,divorced,secondary
HHb42649e419,F,$854.59 ,,FALSE,5,FALSE,56,technician,married,tertiary
HH74c6de6a07,M,,,TRUE,3,TRUE,51,blue-collar,married,primary
HH806cd5227b,M,,,FALSE,4,FALSE,36,management,married,tertiary
HH91c3015bec,F,,,TRUE,3,FALSE,45,admin.,married,secondary
HH89b199cfbb,M,,,TRUE,3,FALSE,51,technician,married,secondary
HH3c53aa3db5,F,"$1,270.20 ",,TRUE,4,FALSE,30,services,married,secondary
HH1dbd016f0b,F,,Alaska Native,FALSE,4,FALSE,47,technician,single,NA
HH8b4918607c,M,,,TRUE,2,FALSE,26,blue-collar,married,secondary
HHdd1695e05c,F,,,TRUE,2,TRUE,62,retired,married,primary
HH80825f84e5,M,,,TRUE,3,TRUE,37,management,married,tertiary
HHa7a09a5413,F,,,FALSE,2,FALSE,43,management,married,tertiary
HHe249a3f1a8,F,,,FALSE,2,TRUE,71,retired,married,tertiary
HH9303982cf3,F,,,FALSE,4,TRUE,37,technician,married,secondary
HH2411f05e69,M,,,TRUE,4,FALSE,39,technician,married,secondary
HHe48505424b,M,,,FALSE,5,TRUE,34,blue-collar,married,secondary
HHb8367eb512,M,,,FALSE,1,FALSE,45,blue-collar,divorced,primary
HH08aa4284fd,F,,,FALSE,4,TRUE,30,management,married,tertiary
HHe1f27aac1b,F,$470.10 ,,FALSE,5,FALSE,30,student,single,tertiary
HH818cc11263,M,,,FALSE,5,FALSE,32,services,single,secondary
HH2a148098e2,F,,,TRUE,2,FALSE,33,services,married,secondary
HHc45656f105,F,,,TRUE,3,FALSE,30,services,single,secondary
HH0c5c8fbde9,M,,,TRUE,4,FALSE,53,blue-collar,married,primary
HHc97a27784d,F,$302.31 ,Potawatomi,FALSE,2,FALSE,55,technician,single,tertiary
HH3da625194c,F,$972.18 ,Korean,TRUE,5,TRUE,44,services,married,primary
HHc30d38d8d5,F,,Guamanian,FALSE,1,FALSE,39,technician,married,tertiary
HHa2537852fd,F,,Cree,FALSE,4,FALSE,31,management,married,tertiary
HHe7b958f1db,F,,,FALSE,5,FALSE,48,blue-collar,divorced,secondary
HH722814f3a4,M,,,TRUE,3,FALSE,55,management,married,NA
HHd0e3f34e9f,M,,Iroquois,FALSE,4,TRUE,46,technician,single,tertiary
HH387a8ff83c,M,,,TRUE,1,FALSE,31,management,divorced,tertiary
HH4330b542f0,F,,,FALSE,3,FALSE,37,management,single,tertiary
HH391674964c,M,,,TRUE,3,TRUE,56,housemaid,married,NA
HH4a4b64cb1d,F,,,FALSE,5,TRUE,49,technician,divorced,tertiary
HH847f0a6489,F,,,FALSE,1,FALSE,31,management,married,secondary
HHd1e1ee1f87,M,,Ecuadorian,FALSE,4,TRUE,32,technician,single,tertiary
HH96bf01792b,F,,,TRUE,3,FALSE,43,admin.,married,secondary
HHaad425defa,M,,,TRUE,2,FALSE,43,services,married,tertiary
HH599a978af2,F,,,FALSE,4,FALSE,52,blue-collar,married,secondary
HH5a71cf8187,F,,,TRUE,4,TRUE,38,blue-collar,married,primary
HHfebb0d883e,F,,,TRUE,2,TRUE,28,student,single,secondary
HH278c6819a7,M,,,FALSE,4,TRUE,47,blue-collar,married,primary
HHe9a3682ddd,M,,Cree,TRUE,5,FALSE,36,technician,married,secondary
HH6fa431e0d5,F,,,FALSE,2,FALSE,34,admin.,married,secondary
HH2ab66c7101,M,$411.86 ,,TRUE,1,TRUE,32,admin.,married,tertiary
HHbbefaebe0a,F,$369.72 ,,TRUE,1,FALSE,30,blue-collar,single,NA
HHd0bdc5badc,F,$181.19 ,Tlingit-Haida,FALSE,4,FALSE,33,management,married,secondary
HHd30d7d622e,M,,,TRUE,4,TRUE,36,management,married,tertiary
HHbd1bd3bc31,M,$369.63 ,,FALSE,4,FALSE,57,admin.,single,secondary
HH382f714934,M,,,TRUE,1,FALSE,44,services,married,secondary
HH422cc7ca2d,M,,,TRUE,4,FALSE,49,services,divorced,secondary
HHfc84a2b042,M,,,TRUE,1,TRUE,44,technician,single,tertiary
HHfcfac97b51,M,,,TRUE,2,TRUE,36,management,single,tertiary
HH2156424d62,F,,,FALSE,3,TRUE,28,student,single,NA
HHe6b7d618b7,M,,,FALSE,3,FALSE,29,admin.,single,tertiary
HHd33e57c1a7,M,,Native Hawaiian,TRUE,5,TRUE,45,blue-collar,married,primary
HHbbbee5bc32,F,,,TRUE,5,TRUE,45,blue-collar,married,primary
HH414ff8d7ce,M,,,TRUE,2,TRUE,32,management,single,tertiary
HHc6c995b78e,F,,,FALSE,4,FALSE,45,entrepreneur,married,primary
HH59287156e0,M,,,FALSE,4,FALSE,52,management,married,tertiary
HHcef5319d7e,F,,,TRUE,3,FALSE,32,services,single,secondary
HH39893207e4,M,,,FALSE,3,FALSE,49,management,married,tertiary
HH21ee116b5f,M,,Fijian,FALSE,4,TRUE,53,technician,divorced,secondary
HHd141ca0312,F,,,TRUE,1,TRUE,53,retired,married,secondary
HH99aaade3d1,F,$370.09 ,,TRUE,2,TRUE,28,technician,single,secondary
HHf48888acaa,M,,,TRUE,4,FALSE,53,services,divorced,secondary
HH7d7fc718c1,M,,,TRUE,4,FALSE,34,blue-collar,married,primary
HH299848a824,M,,,TRUE,4,FALSE,43,blue-collar,married,secondary
HH19af3005e3,F,,,FALSE,3,TRUE,22,student,single,secondary
HHd1794085a6,F,,Colville,FALSE,5,TRUE,55,technician,divorced,tertiary
HH757a04bf65,F,,,TRUE,1,TRUE,32,management,married,tertiary
HH7d7769c2c0,F,,Hmong,FALSE,2,FALSE,72,retired,single,tertiary
HHa2f645d3bf,F,,Bolivian,TRUE,4,FALSE,47,management,married,tertiary
HH82fa37064d,F,,Alaskan Athabascan,TRUE,3,FALSE,34,blue-collar,married,primary
HH58765a6f31,M,,,TRUE,5,TRUE,32,management,married,tertiary
HH3778387739,M,,,FALSE,2,FALSE,57,technician,divorced,secondary
HHa4c061889e,F,,,FALSE,4,TRUE,59,retired,married,secondary
HH1984921f0f,F,,Japanese,TRUE,4,TRUE,31,technician,divorced,tertiary
HH6bd609cc5b,F,,,TRUE,2,TRUE,43,admin.,married,secondary
HH115320c0c3,F,,,FALSE,3,FALSE,47,management,married,secondary
HH4e7f2eec07,F,,Tongan,TRUE,4,TRUE,42,blue-collar,single,secondary
HH159fc3fc0d,F,,,FALSE,2,TRUE,29,management,single,tertiary
HH46b7f936d2,F,,,FALSE,1,FALSE,33,blue-collar,single,primary
HH5fa4abfaea,M,,,FALSE,5,FALSE,30,admin.,single,secondary
HH20fc84c395,F,,,FALSE,4,TRUE,45,management,married,secondary
HH9b274cf2b5,F,,,FALSE,2,TRUE,42,unemployed,married,tertiary
HH534332205a,M,,,TRUE,4,TRUE,26,services,single,tertiary
HHb7622217a4,F,,,TRUE,4,TRUE,27,blue-collar,single,secondary
HH9ce85a9dc4,F,,,FALSE,4,FALSE,58,services,married,secondary
HHe14d13d2ec,M,,,TRUE,4,FALSE,51,admin.,divorced,secondary
HHd49152b68e,M,,Houma,TRUE,4,TRUE,44,services,married,secondary
HHaeb64c6129,F,,,TRUE,4,TRUE,50,admin.,divorced,secondary
HHc33b09cb58,F,$850.06 ,,TRUE,5,TRUE,31,services,divorced,primary
HH601d10698e,F,,,TRUE,5,TRUE,40,self-employed,married,tertiary
HHadae5536c8,F,,,FALSE,5,TRUE,46,entrepreneur,married,secondary
HHd43302599b,F,,,FALSE,5,FALSE,45,unemployed,married,secondary
HH6bc1c7b52c,M,,,TRUE,1,TRUE,41,services,married,secondary
HH59d8f80a31,F,,,FALSE,3,FALSE,33,services,married,secondary
HH99d0aae232,F,,,TRUE,3,FALSE,40,blue-collar,married,primary
HHf4cac3ed04,M,,Malaysian,FALSE,3,TRUE,58,admin.,married,secondary
HHaae5e25d9d,M,$476.27 ,Ute,TRUE,5,FALSE,42,unemployed,married,secondary
HH246ea8e807,M,,,FALSE,3,FALSE,35,admin.,married,primary
HHe1ca3e5721,F,,,TRUE,4,TRUE,49,admin.,married,secondary
HH66d0ed11a6,M,"$1,017.80 ",,TRUE,4,TRUE,26,services,single,secondary
HH1a15d4841c,M,,,TRUE,1,FALSE,29,student,single,tertiary
HH87b0820f62,M,,,FALSE,5,FALSE,38,technician,married,tertiary
HH5e7c956ba1,F,$623.21 ,,FALSE,4,TRUE,51,blue-collar,married,secondary
HH650f721798,M,,,FALSE,4,TRUE,60,management,married,tertiary
HHbb102483b4,M,,,FALSE,2,FALSE,28,technician,single,tertiary
HH22060b8c21,M,"$1,002.68 ",,FALSE,4,FALSE,35,self-employed,single,tertiary
HHd507b4ed69,M,,,TRUE,4,FALSE,35,technician,single,secondary
HHde18145f6b,F,,Creek,TRUE,5,FALSE,52,blue-collar,married,primary
HHf8477430c3,M,,,FALSE,3,TRUE,47,housemaid,married,secondary
HH1c8f7d2d14,F,,,TRUE,2,FALSE,27,technician,single,secondary
HH4cfa3dc108,M,,,FALSE,4,TRUE,35,technician,single,tertiary
HHd672f0b3c5,F,,,FALSE,2,FALSE,40,management,married,tertiary
HHf536755f7a,M,,,FALSE,1,FALSE,35,self-employed,married,tertiary
HHddf868405f,F,,,TRUE,5,FALSE,30,self-employed,single,primary
HHa37e81cead,F,,,FALSE,3,TRUE,42,blue-collar,married,secondary
HHa27c6ecc82,M,$378.96 ,Comanche,TRUE,4,TRUE,48,management,divorced,tertiary
HH85c7bda024,M,,Costa Rican,TRUE,1,FALSE,47,admin.,married,secondary
HH4b0ff92c4a,F,,,FALSE,3,TRUE,80,retired,married,primary
HH3e6891eb70,F,,,FALSE,2,TRUE,36,management,married,tertiary
HH63036bb45e,M,,,FALSE,3,FALSE,58,retired,married,secondary
HH8cbe5353f8,M,,,TRUE,3,FALSE,30,admin.,single,secondary
HH4626aae42f,F,,,FALSE,2,FALSE,26,entrepreneur,married,tertiary
HHbc44dae8f0,M,,,TRUE,5,FALSE,59,management,married,tertiary
HH15ec53c90f,F,,,FALSE,5,FALSE,39,admin.,single,tertiary
HH6e27aff20b,F,$384.43 ,,FALSE,3,FALSE,56,management,married,tertiary
HH90cc4cf5a1,F,,,FALSE,3,TRUE,38,technician,single,tertiary
HH1c6eaa0b17,F,,,FALSE,4,TRUE,29,entrepreneur,married,tertiary
HHe45bec09ed,F,,,FALSE,3,FALSE,44,blue-collar,married,secondary
HHdaf3865e7d,F,,,TRUE,3,FALSE,31,technician,married,tertiary
HH254f1b984c,F,,,TRUE,5,TRUE,38,blue-collar,married,primary
HH61c740d688,F,,,FALSE,3,FALSE,36,blue-collar,married,NA
HH51f633ecba,M,,,TRUE,2,FALSE,40,blue-collar,married,secondary
HH775b829834,F,,,FALSE,4,TRUE,34,entrepreneur,married,primary
HH0458e06ecb,M,,,FALSE,3,TRUE,51,technician,married,secondary
HHadb01f1c74,M,,,TRUE,5,TRUE,59,retired,married,secondary
HHac295fb27b,M,,Indonesian,FALSE,2,FALSE,23,student,single,secondary
HH82bf5d80b1,M,,White,FALSE,4,FALSE,45,management,married,tertiary
HH6b43317e9b,F,,,TRUE,5,TRUE,62,retired,married,secondary
HH4d0288ee4b,F,,,FALSE,3,FALSE,42,technician,married,tertiary
HH04a825c4f7,M,,,FALSE,4,TRUE,34,blue-collar,single,NA
HH9585f4b5f8,F,,,TRUE,3,FALSE,39,blue-collar,married,secondary
HH1e94ac1b14,M,,,TRUE,5,FALSE,36,services,divorced,secondary
HHb76652646e,F,,,FALSE,3,FALSE,57,housemaid,married,primary
HHdc260d31da,M,,,FALSE,5,TRUE,58,admin.,divorced,secondary
HH788153141e,M,,,FALSE,2,TRUE,45,blue-collar,married,primary
HH65dee67fcc,F,,,TRUE,1,TRUE,49,technician,divorced,tertiary
HH2e85e9e2ba,F,,Paiute,FALSE,2,FALSE,61,retired,married,secondary
HH5353e8a1d4,M,,,TRUE,1,FALSE,39,unemployed,married,secondary
HH7047b68bf2,M,,Melanesian,FALSE,2,FALSE,36,self-employed,single,tertiary
HH23f3951f0b,M,,,FALSE,3,TRUE,34,management,married,tertiary
HHf3bda220c2,F,,,FALSE,4,TRUE,33,blue-collar,married,primary
HHa2acdb1c72,M,"$1,332.59 ",,TRUE,5,FALSE,67,retired,married,NA
HHa83b6be86f,F,,,TRUE,3,FALSE,29,unemployed,single,secondary
HH6928771dca,F,,,TRUE,1,TRUE,31,technician,single,tertiary
HH415870e917,F,,Seminole,TRUE,5,TRUE,37,blue-collar,married,primary
HH2546d87812,F,,,FALSE,5,FALSE,36,services,married,primary
HHb4625c8a74,F,,,TRUE,5,FALSE,73,retired,divorced,primary
HH582bebc719,M,,,TRUE,2,FALSE,44,services,married,secondary
HHdb8ad0ed81,F,,,FALSE,2,TRUE,41,blue-collar,married,NA
HHf751cbee5f,F,"$1,317.06 ",,FALSE,4,TRUE,27,management,married,tertiary
HH2506df1d9d,F,,,TRUE,2,TRUE,29,admin.,divorced,secondary
HH832a5841b4,M,,,TRUE,3,FALSE,37,admin.,married,secondary
HH9ecf9bf3aa,M,,,TRUE,1,FALSE,34,management,married,tertiary
HHe0a4ca1240,F,,,TRUE,2,TRUE,49,management,single,tertiary
HHe3d234bdfa,M,,,TRUE,1,FALSE,32,technician,single,secondary
HH9083406baa,F,,,TRUE,5,FALSE,30,management,single,tertiary
HH8e90e08ba6,F,,,TRUE,3,TRUE,48,blue-collar,married,secondary
HHff7b39d9e0,M,,,FALSE,5,FALSE,50,blue-collar,married,secondary
HH700fb71c4a,F,,Yaqui,TRUE,3,FALSE,25,student,single,secondary
HHbab38bf6e4,M,$165.00 ,,TRUE,3,TRUE,32,housemaid,married,primary
HH4031b20798,F,,,FALSE,1,TRUE,31,self-employed,single,tertiary
HH4e270b8911,M,,,FALSE,1,FALSE,36,blue-collar,married,secondary
HH0751402a53,F,,Latin American Indian,TRUE,4,TRUE,25,blue-collar,single,secondary
HH8fe6623e82,M,,,TRUE,2,FALSE,34,blue-collar,married,primary
HH81a254bccb,F,,,FALSE,5,FALSE,57,management,divorced,tertiary
HH341cbeaf34,M,,,FALSE,4,FALSE,73,retired,divorced,tertiary
HH87770f92b8,M,,,TRUE,3,TRUE,29,management,single,tertiary
HHd943090e05,M,,Shoshone,TRUE,4,FALSE,32,entrepreneur,married,tertiary
HH5528e3663c,F,,,TRUE,2,FALSE,38,housemaid,married,secondary
HHc201369e0b,M,,Creek,FALSE,5,TRUE,52,retired,divorced,tertiary
HHe215d6d0e8,F,"$1,137.13 ",,TRUE,4,TRUE,34,management,single,tertiary
HHd6487d082b,F,,,FALSE,1,FALSE,58,blue-collar,married,secondary
HHab88ec6724,F,,,TRUE,3,TRUE,36,self-employed,married,tertiary
HH0c09a26bfe,M,$656.75 ,,FALSE,1,TRUE,38,admin.,married,tertiary
HH1fbb1e5373,M,,Iroquois,TRUE,1,TRUE,32,admin.,married,tertiary
HH05a7f97f16,M,,Potawatomi,TRUE,5,FALSE,37,unemployed,married,secondary
HH52756d6f05,F,$227.12 ,,FALSE,3,FALSE,29,technician,single,secondary
HH8920938c08,F,$901.01 ,,TRUE,4,FALSE,37,management,married,primary
HH1627040a97,M,$995.51 ,Chilean,FALSE,1,FALSE,59,management,married,tertiary
HH4f4230b1ca,M,,Uruguayan,FALSE,1,TRUE,32,management,married,tertiary
HH8ad7c323fe,F,,,FALSE,2,TRUE,36,management,married,tertiary
HH67fcac37ca,M,,,FALSE,3,TRUE,29,services,married,secondary
HHc031399e18,F,,,TRUE,3,TRUE,44,management,single,tertiary
HH34a35b02fd,M,,,TRUE,4,FALSE,33,entrepreneur,married,secondary
HH9777a785c6,F,,,FALSE,1,FALSE,43,entrepreneur,married,secondary
HHd53c0afa54,F,,Panamanian,TRUE,3,TRUE,32,management,married,tertiary
HHea4792e69c,F,,,FALSE,2,TRUE,42,management,divorced,tertiary
HH8c4640bb06,F,$2.60 ,,TRUE,2,TRUE,27,unemployed,single,tertiary
HH3dad174b3c,F,,,FALSE,3,FALSE,35,management,single,tertiary
HHbd9e03d215,M,,,TRUE,5,TRUE,54,management,married,tertiary
HH51de0c6c7d,M,$675.16 ,,TRUE,2,TRUE,73,retired,married,tertiary
HHa92c982d55,M,,,FALSE,1,TRUE,34,technician,married,secondary
HHab5e002778,M,,,TRUE,3,TRUE,31,management,single,tertiary
HH8e3487ae3e,M,,,TRUE,4,TRUE,25,technician,single,secondary
HH29014236cf,M,,Native Hawaiian and Other Pacific Islander (NHPI),FALSE,1,TRUE,43,blue-collar,married,primary
HHbc7bbe0c5b,M,,,TRUE,1,FALSE,52,blue-collar,married,secondary
HHa23fe5aaa2,F,$5.57 ,Panamanian,FALSE,2,TRUE,42,management,single,secondary
HHd8e7241279,F,,,FALSE,1,TRUE,37,blue-collar,married,secondary
HH3af30f3d81,F,,,FALSE,2,TRUE,36,technician,married,secondary
HH54c3c1777b,M,,Vietnamese,TRUE,2,TRUE,64,retired,married,secondary
HHe7eefa36c5,M,,,TRUE,3,TRUE,40,retired,married,primary
HH79fbc9f8d0,F,,Chamorro,FALSE,1,TRUE,41,management,divorced,tertiary
HHe469a3d346,F,,Native Hawaiian,TRUE,2,FALSE,35,technician,single,secondary
HH3705ba4fd6,F,,,FALSE,4,TRUE,29,technician,single,secondary
HHae3b74e1d3,F,,,FALSE,3,TRUE,38,student,married,secondary
HH78f1687e49,M,,Houma,FALSE,2,FALSE,41,blue-collar,married,secondary
HH78da89da3c,F,$70.68 ,Indonesian,FALSE,1,TRUE,22,student,single,secondary
HHa66091820d,F,,,TRUE,1,TRUE,58,unemployed,married,secondary
HH21a8e9e55d,F,,,TRUE,5,FALSE,50,blue-collar,married,primary
HHc6366d4e1e,F,,,FALSE,3,FALSE,34,blue-collar,single,secondary
HH090ec988a6,M,,,TRUE,5,TRUE,41,services,married,primary
HH3fd5b6fb5f,F,,,TRUE,2,FALSE,47,admin.,married,secondary
HHcd3ff1b60a,F,,,FALSE,2,FALSE,54,technician,married,secondary
HHc2e0db5196,M,,,FALSE,5,FALSE,35,technician,married,secondary
HH05c73e131e,F,,Bangladeshi,FALSE,4,TRUE,40,housemaid,married,tertiary
HH10c7526c5d,M,,,TRUE,3,TRUE,28,self-employed,single,secondary
HH2155841464,F,,,FALSE,2,FALSE,52,management,married,tertiary
HH528689c474,F,,,TRUE,3,FALSE,48,blue-collar,married,secondary
HH40e20c2e8c,F,,,TRUE,2,TRUE,55,housemaid,divorced,primary
HH259674422b,F,,,TRUE,4,TRUE,32,blue-collar,married,secondary
HH66177c84c5,M,,,FALSE,4,TRUE,40,blue-collar,married,primary
HH9343174f80,F,,,TRUE,2,FALSE,35,blue-collar,married,secondary
HHc2995f280f,F,,,FALSE,3,TRUE,29,self-employed,single,tertiary
HH8a1791d690,F,,,FALSE,2,TRUE,30,management,divorced,tertiary
HH62902197e4,F,,,TRUE,4,TRUE,36,self-employed,single,secondary
HH69cd9c8788,M,,,FALSE,5,TRUE,34,blue-collar,married,primary
HH6f1a9f66fb,M,,,FALSE,3,TRUE,60,unemployed,married,primary
HHbaf6d24604,M,,Potawatomi,FALSE,5,TRUE,50,blue-collar,divorced,primary
HH3a1ee0c41c,F,,,FALSE,5,TRUE,25,student,single,secondary
HH3885c1999d,F,,,FALSE,2,FALSE,27,blue-collar,married,secondary
HHa99cc06ca4,F,$721.74 ,,TRUE,1,FALSE,43,unemployed,divorced,secondary
HHa325ae3f24,F,,,FALSE,3,TRUE,55,NA,married,tertiary
HH9690775c5c,M,,,TRUE,2,FALSE,37,services,married,secondary
HH8cd27875a2,F,,,FALSE,3,FALSE,58,blue-collar,married,primary
HH86ca06ae9c,M,$536.20 ,,FALSE,3,FALSE,34,technician,single,tertiary
HHbd66f19c1b,M,,,FALSE,5,FALSE,32,admin.,single,secondary
HH0dab71c477,F,,,TRUE,5,FALSE,29,admin.,single,secondary
HH6015a1c219,F,,,FALSE,1,FALSE,70,retired,divorced,secondary
HH8739a4d781,M,,,FALSE,5,TRUE,42,admin.,married,secondary
HH61a6b14f11,M,,,FALSE,5,FALSE,33,management,single,tertiary
HHe7df0640f8,F,,,TRUE,5,TRUE,45,entrepreneur,married,tertiary
HH2ed5272d25,M,,,FALSE,2,TRUE,39,management,divorced,tertiary
HH75ce219c19,M,,Honduran,FALSE,4,FALSE,51,blue-collar,married,primary
HH6a7a4af2c2,F,,,TRUE,2,FALSE,22,student,single,secondary
HH4ab282ed2b,F,,Korean,FALSE,1,TRUE,38,services,married,primary
HH31b0e2fe97,M,$208.94 ,Comanche,FALSE,4,TRUE,51,blue-collar,married,secondary
HH717c153459,M,,,TRUE,3,FALSE,30,entrepreneur,single,secondary
HH51c6a6d4f0,F,,Cuban,TRUE,3,FALSE,38,admin.,divorced,secondary
HH985fc0642d,F,,,FALSE,2,FALSE,50,NA,married,NA
HH175555ac63,F,$992.80 ,Yuman,FALSE,1,TRUE,42,services,married,secondary
HH902c9d3a05,M,,Laotian,TRUE,1,FALSE,24,student,single,secondary
HHfdc78c0fa6,F,,,FALSE,4,TRUE,34,entrepreneur,single,secondary
HHee8a9dbcad,F,,,FALSE,5,TRUE,55,technician,divorced,secondary
HHbe863ee856,F,$55.10 ,,FALSE,5,TRUE,39,blue-collar,married,primary
HHaf1aa379e2,M,,,TRUE,5,FALSE,51,admin.,married,secondary
HHb7266245a8,F,,Native Hawaiian,FALSE,4,TRUE,23,services,single,secondary
HHc0c0589ecd,F,,Samoan,TRUE,5,TRUE,31,technician,married,secondary
HHba95ca9b5f,M,,,FALSE,3,TRUE,36,technician,divorced,secondary
HHf73ead3641,M,,Alaska Native,TRUE,5,TRUE,37,management,married,tertiary
HHa5243f85d8,F,,,TRUE,4,FALSE,30,management,single,tertiary
HH276771f263,F,,,TRUE,2,FALSE,38,admin.,married,secondary
HHca142df9ff,M,,,TRUE,5,FALSE,32,entrepreneur,single,tertiary
HH1cb70ba214,F,,,TRUE,1,TRUE,32,management,single,tertiary
HHc70ddf2f7a,M,$641.86 ,,TRUE,2,FALSE,53,blue-collar,married,primary
HH2485b45622,F,,South American,TRUE,4,FALSE,32,blue-collar,married,secondary
HHfce3e00643,F,,,TRUE,1,FALSE,27,services,married,secondary
HH8bc2103266,M,,,FALSE,5,TRUE,34,management,married,tertiary
HH2baf4386f9,F,,,FALSE,1,FALSE,27,blue-collar,single,primary
HH5a6b5eda17,M,,,TRUE,2,FALSE,27,student,single,tertiary
HH4ca38586ac,F,,Pueblo,FALSE,3,FALSE,24,technician,single,secondary
HHb18f992d1d,F,,,FALSE,1,TRUE,56,technician,married,secondary
HH57c932b8dc,M,,Bolivian,FALSE,4,FALSE,63,retired,divorced,tertiary
HHe418f35eba,M,,,FALSE,2,FALSE,32,management,single,tertiary
HH2f8ae7fc91,F,,,FALSE,3,FALSE,46,management,married,tertiary
HH160af01315,F,,Yaqui,FALSE,5,TRUE,35,self-employed,married,secondary
HH9cdeeb7985,F,,,TRUE,4,FALSE,47,admin.,married,secondary
HH18a34b30df,F,,,TRUE,3,FALSE,45,technician,married,tertiary
HH1ddb2da70f,M,,,TRUE,2,FALSE,31,blue-collar,married,secondary
HH43a2ae0dca,F,,,TRUE,5,FALSE,32,services,single,secondary
HH3a06e4cb35,F,,,TRUE,5,FALSE,34,services,married,secondary
HH3b984b8c80,F,,,TRUE,1,TRUE,46,management,married,tertiary
HH1ada6bd511,M,,,FALSE,2,TRUE,32,technician,single,tertiary
HH74128941e1,M,,,TRUE,4,FALSE,27,admin.,married,secondary
HHf7cac3ccbd,M,,,FALSE,4,FALSE,31,management,single,tertiary
HH2bf9213365,F,,,FALSE,2,FALSE,31,blue-collar,married,secondary
HHb1da9a0ca4,F,,,TRUE,5,TRUE,37,unemployed,married,secondary
HHe033b0587f,M,,,TRUE,5,FALSE,29,blue-collar,married,secondary
HHb3b61196cd,F,,,FALSE,4,TRUE,29,blue-collar,married,secondary
HH4379f1c6c3,F,,Venezuelan,TRUE,4,FALSE,45,services,married,secondary
HH4d9364d82d,M,$374.09 ,,FALSE,1,TRUE,57,admin.,married,secondary
HH515d333450,M,,,TRUE,1,TRUE,39,technician,divorced,tertiary
HHd285bc9faf,F,,,FALSE,1,TRUE,26,student,single,secondary
HH339896d96b,M,,,FALSE,4,FALSE,48,admin.,married,secondary
HH1b28084f59,M,,,FALSE,3,FALSE,54,management,married,secondary
HHae590a9d9a,F,,,TRUE,4,TRUE,37,technician,married,tertiary
HH5479862ffb,M,,,TRUE,1,TRUE,31,technician,married,secondary
HH1e4692d96c,M,"$1,114.04 ",Indonesian,TRUE,1,FALSE,39,management,married,secondary
HHa466129507,M,,,FALSE,1,FALSE,35,technician,married,secondary
HH23be64cef0,M,$202.62 ,,FALSE,2,FALSE,35,self-employed,single,tertiary
HH77d5289e84,M,,,FALSE,5,FALSE,31,management,married,tertiary
HH85d0ab66c9,M,,,FALSE,1,TRUE,57,admin.,married,secondary
HHe08924f8e4,M,,,TRUE,1,TRUE,41,management,married,tertiary
HHfe4c66d643,F,,Nicaraguan,FALSE,1,FALSE,55,admin.,married,secondary
HH4c763604ff,M,,Indonesian,FALSE,5,FALSE,38,admin.,divorced,secondary
HHbb96bcca59,F,,Chamorro,TRUE,2,TRUE,32,blue-collar,single,secondary
