"RowID","uniqueID","zipRange","homeOwner","NUMCHLD","INCOME","gender","WEALTH","HV","Icmed","Icavg","IC15","NUMPROM","RAMNTALL","MAXRAMNT","LASTGIFT","totalmonths","TIMELAG","AVGGIFT","Y1_Donation","Y2_DonatedAmt"
856,"donor6380","20000-39999","Yes",1,6,"FEMALE",8,2263,764,793,11,22,36,20,NA,31,5,12,"No",0
857,"donor6386","40000-59999","Yes",1,4,"MALE",4,362,312,320,24,35,45,NA,15,35,9,15,"Yes",21
858,"donor6395","80000-99999","Yes",1,4,"MALE",3,1596,272,329,22,55,92,7,5,32,9,5.111111111,"No",0
859,"donor6397","80000-99999","Yes",1,3,"FEMALE",8,NA,303,366,30,22,50,50,50,36,5,50,"No",0
860,"donor6403","80000-99999","Yes",1,5,"FEMALE",8,2045,462,494,15,25,35,10,10,31,3,8.75,"No",0
861,"donor6405","20000-39999","Yes",1,6,"FEMALE",8,729,339,369,14,39,225,50,50,32,4,22.5,"Yes",20
862,"donor6408","20000-39999","Yes",1,1,"MALE",8,702,238,321,19,71,208,11,9,30,6,7.428571429,"Yes",10
863,"donor6427","20000-39999","Yes",1,4,"MALE",8,721,269,333,23,63,57,7,7,29,5,3.8,"Yes",5
864,"donor6429","60000-79999","Yes",1,7,"FEMALE",8,1568,520,596,1,45,99,27,27,37,5,24.75,"No",0
865,"donor6440","80000-99999","Yes",1,7,"MALE",8,2184,655,709,2,34,52,9,6,30,5,6.5,"Yes",6
866,"donor6457","80000-99999","Yes",1,5,"FEMALE",8,1490,410,438,10,33,105,15,15,35,3,10.5,"No",0
867,"donor6458","80000-99999","Yes",NA,NA,"MALE",3,679,316,339,12,41,72,21,21,37,12,12,"No",0
868,"donor6473","40000-59999","Yes",1,4,"MALE",8,274,187,212,36,51,49,7,5,31,4,4.9,"No",156
869,"donor6474","80000-99999","Yes",1,4,"MALE",5,793,276,NA,21,78,447,27,20,NA,3,16.55555556,"No",0
870,"donor14574-46","20000-39999","Yes",1,3,"MALE",8,1217,297,368,NA,27,86,16,10,31,1,12.28571429,"Yes",20
871,"donor6482","60000-79999","Yes",1,NA,"FEMALE",7,589,437,454,9,71,118,10,10,30,3,7.375,"Yes",10
872,"donor6487","60000-79999","Yes",1,5,"MALE",5,807,399,386,4,57,112,10,8,31,4,6.588235294,"Yes",8
873,"donor6488","60000-79999","Yes",1,7,"MALE",8,1157,569,568,2,35,94,15,15,37,4,11.75,"No",0
874,"donor6497","80000-99999","Yes",1,4,"FEMALE",8,1282,503,575,5,78,204,15,10,32,32,10.2,"No",0
875,"donor6500","80000-99999","Yes",1,7,"FEMALE",8,3704,671,793,0,20,20,15,15,37,5,10,"Yes",15
876,"donor23254-47","80000-99999","No",1,4,"MALE",8,282,305,NA,29,25,75,50,50,37,4,37.5,"No",0
877,"donor6509","20000-39999","Yes",1,NA,"MALE",8,1138,424,441,9,25,34,5,5,30,1,4.25,"Yes",5
878,"donor6517","20000-39999","Yes",NA,4,"FEMALE",7,1342,463,553,8,47,106,15,14,30,9,10.6,"No",88
879,"donor6521","80000-99999","Yes",1,4,"MALE",7,657,389,367,22,41,223,15,14,31,2,10.61904762,"No",0
880,"donor6527","40000-59999","No",1,2,"MALE",0,446,256,256,24,70,107,8,6,32,9,4.863636364,"Yes",6
881,"donor6542","20000-39999","No",1,5,"MALE",8,1519,650,705,7,49,91,15,10,35,5,7.583333333,"Yes",10
882,"donor6554","20000-39999","Yes",1,3,"MALE",9,685,456,484,0,44,75,20,20,37,10,15,"Yes",15
883,"donor6563","60000-79999","Yes",1,4,"MALE",8,542,222,267,28,57,43.25,5,3,NA,17,2.883333333,"Yes",3
884,"donor6573","60000-79999","Yes",1,1,"FEMALE",4,927,446,442,8,56,86,10,10,37,7,6.615384615,"No",0
885,"donor6601","60000-79999","Yes",1,5,"MALE",8,735,368,406,10,27,31,15,15,29,10,10.33333333,"No",0
886,"donor6626","60000-79999","Yes",1,4,"MALE",5,645,298,362,18,55,89,10,10,28,17,8.090909091,"No",0
887,"donor6627","80000-99999","Yes",1,5,"FEMALE",6,531,179,215,41,42,44,7,6,31,3,5.5,"Yes",6
888,"donor6628","80000-99999","Yes",1,4,"FEMALE",1,0,0,0,0,63,75,10,10,30,8,6.25,"Yes",10
889,"donor6629","40000-59999","Yes",1,4,"FEMALE",8,617,367,399,12,21,34,12,12,31,6,11.33333333,"Yes",3
890,"donor6633","20000-39999","Yes",1,6,"FEMALE",7,1345,508,616,8,73,106.75,7,4,28,14,4.105769231,"Yes",4
891,"donor6634","80000-99999","Yes",1,4,"FEMALE",6,2453,453,537,9,62,159,32,32,31,23,17.66666667,"Yes",34
892,"donor6636","40000-59999","Yes",1,5,"FEMALE",6,531,344,353,20,58,129,10,5,37,5,5.608695652,"No",0
893,"donor6641","20000-39999","Yes",2,5,"MALE",8,429,186,296,40,32,36,15,9,30,22,9,"No",0
894,"donor6647","80000-99999",NA,1,2,"MALE",7,971,481,524,3,57,129,20,6,28,3,12.9,"Yes",20
895,"donor6650","40000-59999","Yes",1,2,"MALE",0,238,148,179,51,84,185,6,5,30,2,4.302325581,"Yes",5
896,"donor6652","40000-59999","Yes",1,4,"MALE",8,894,473,496,5,32,42,7,7,32,3,5.25,"Yes",119
897,"donor6661","60000-79999","No",1,5,"MALE",8,1233,620,678,0,31,33,NA,20,35,9,11,"No",0
898,"donor6675","80000-99999","Yes",1,4,"MALE",8,1677,482,493,10,42,86,25,15,21,2,14.33333333,"No",0
899,"donor6696","40000-59999",NA,1,7,"MALE",5,386,227,259,38,49,105,10,10,30,5,6.5625,"No",0
900,"donor6722","20000-39999","Yes",1,5,NA,3,459,251,NA,20,52,95,17,17,34,5,11.875,"No",0
901,"donor6723","80000-99999","No",1,4,"MALE",8,1281,515,592,2,21,NA,25,25,31,6,15,"No",0
902,"donor6737","60000-79999","Yes",1,5,"MALE",2,643,210,255,35,76,169,20,20,36,8,11.26666667,"Yes",10
903,"donor6741","80000-99999","Yes",1,1,"MALE",8,1070,247,313,10,89,101,7,5,22,2,5.05,"Yes",5
904,"donor6751","60000-79999","Yes",2,3,"MALE",3,444,233,247,8,45,50,15,15,29,44,10,"Yes",18
905,"donor6764","20000-39999","Yes",1,4,"MALE",8,863,403,438,6,65,250,24,24,35,13,12.5,"Yes",20
906,"donor6765","80000-99999","Yes",1,4,"MALE",8,4069,821,902,2,27,123,24,15,28,1,15.375,"No",0
907,"donor116543-75","20000-39999","No",1,4,"MALE",5,3063,754,692,NA,82,174,10,5,30,5,5.272727273,"Yes",5
908,"donor6767","80000-99999","Yes",1,4,"MALE",8,1737,381,416,7,18,55,35,35,28,8,27.5,"No",0
909,"donor6768","80000-99999","Yes",1,4,"MALE",0,576,223,253,26,70,137,15,14,33,2,8.058823529,"Yes",20
910,"donor6790","40000-59999","Yes",1,4,"MALE",8,342,169,216,42,84,306,25,20,37,5,10.55172414,"Yes",10
911,"donor6810","80000-99999","Yes",1,4,"MALE",5,788,266,312,20,45,152,20,NA,31,17,12.66666667,"Yes",20
912,"donor6833","40000-59999","No",1,2,"FEMALE",3,607,341,414,8,74,161,10,10,36,13,8.473684211,"Yes",12
913,"donor6835","40000-59999","Yes",1,5,"MALE",8,855,516,534,0,15,15,15,15,37,5,15,"No",0
914,"donor6849","40000-59999","Yes",1,4,"MALE",3,303,294,338,17,51,181,25,10,18,6,12.92857143,"Yes",11
915,"donor6851","40000-59999","Yes",1,4,"MALE",7,723,393,442,12,49,99,10,10,31,24,8.25,"No",0
916,"donor6866","80000-99999","Yes",1,4,"MALE",8,2526,413,456,15,58,87,10,10,31,4,4.833333333,"No",0
917,"donor6878","40000-59999","Yes",1,2,"FEMALE",8,592,282,316,23,36,50,20,20,37,3,10,"Yes",20
918,"donor6880","60000-79999","Yes",1,2,"FEMALE",4,205,345,363,5,80,112,12,11,32,10,8.615384615,"Yes",10
919,"donor6883","20000-39999","Yes",1,4,"MALE",8,744,304,355,18,26,26,10,6,28,5,6.5,"Yes",10
920,"donor6890","80000-99999","Yes",1,4,"MALE",2,1800,289,324,22,44,NA,25,25,25,5,18.2,"No",0
921,"donor6897","60000-79999","Yes",1,5,"MALE",8,515,407,433,5,24,35,15,10,28,1,8.75,"No",0
922,"donor6899","60000-79999","No",1,3,"MALE",8,636,408,477,8,25,34,10,10,34,3,8.5,"No",0
923,"donor6905","20000-39999","Yes",1,1,"FEMALE",8,646,358,373,14,74,104.01,5,3,20,16,3.35516129,"Yes",3
924,"donor6926","40000-59999","Yes",1,5,"MALE",8,567,359,372,6,24,31,7,7,30,5,6.2,"No",0
925,"donor6930","80000-99999","Yes",1,4,"MALE",8,2194,314,395,17,34,46,20,20,36,7,15.33333333,"Yes",20
926,"donor6931","60000-79999","Yes",2,4,"MALE",8,667,436,456,4,63,108,20,16,37,28,13.5,"Yes",16
927,"donor6949","80000-99999","Yes",1,6,"FEMALE",8,1413,445,466,3,38,50,10,10,32,9,5,"Yes",6
928,"donor6957","40000-59999","No",1,6,"FEMALE",8,794,530,578,2,46,85,15,15,37,19,12.14285714,"Yes",17
929,"donor6959","40000-59999","Yes",1,3,"MALE",2,500,255,300,24,54,119,11,10,37,7,9.153846154,"No",0
930,"donor6978","60000-79999","Yes",1,2,"FEMALE",0,573,193,236,21,70,96,6,5,30,3,4,"Yes",5
931,"donor6986","60000-79999","No",1,2,"MALE",0,555,330,350,14,78,98,7,5,28,3,3.0625,"Yes",5
932,"donor7004","80000-99999","Yes",1,4,"MALE",5,1095,602,631,3,NA,89,10,8,31,NA,6.357142857,"Yes",13
933,"donor7012","80000-99999","Yes",1,4,"MALE",8,2500,363,363,0,30,29,5,5,31,6,4.142857143,"Yes",6
934,"donor7015","80000-99999","Yes",1,3,"MALE",8,732,470,459,4,74,187,21,16,29,5,11,"No",0
935,"donor7039","80000-99999","Yes",1,2,"MALE",8,3111,292,338,21,38,66,15,15,31,4,13.2,"Yes",15
936,"donor7040","80000-99999","Yes",1,2,"MALE",8,996,241,263,21,36,55,8,8,30,5,6.111111111,"Yes",13.92
937,"donor7047","80000-99999","Yes",1,7,"MALE",8,3614,423,514,9,56,80,11,8,30,8,6.153846154,"Yes",10
938,"donor7053","80000-99999","Yes",1,4,"FEMALE",5,425,222,288,25,68,145,20,20,36,NA,13.18181818,"No",0
939,"donor23481-10","80000-99999","No",1,NA,NA,0,1423,240,212,30,62,77,5,5,31,6,2.138888889,"No",0
940,"donor7056","40000-59999","Yes",1,4,"MALE",2,271,274,304,18,64,102,15,15,33,8,11.33333333,"Yes",15
941,"donor7076","20000-39999","Yes",1,4,"MALE",8,484,239,288,20,35,NA,6,6,32,2,4.3125,"Yes",4
942,"donor7078","20000-39999","Yes",1,4,"MALE",8,985,501,493,7,49,116,15,14,29,27,11.6,"No",0
943,"donor7104","20000-39999","No",4,2,"FEMALE",8,1122,296,380,NA,18,25,25,25,37,5,25,"No",0
944,"donor7132",NA,"Yes",1,3,"FEMALE",8,523,351,382,18,39,61,15,15,32,11,12.2,"No",0
945,"donor7134","20000-39999","Yes",1,4,"MALE",8,872,371,423,9,31,31,5,3,29,5,3.444444444,"Yes",3
946,"donor7135","20000-39999","Yes",1,2,"MALE",3,407,240,287,32,47,186,60,50,34,5,37.2,"Yes",20
947,"donor7158","80000-99999","Yes",1,6,"MALE",6,1895,458,490,6,42,123,12,8,37,2,7.6875,"Yes",5
948,"donor7166","80000-99999","Yes",1,7,"MALE",5,2519,425,500,9,87,276,12,8,21,7,9.517241379,"Yes",10
949,"donor7171","20000-39999","No",1,6,"FEMALE",8,1614,667,744,2,28,47,32,32,37,8,15.66666667,"Yes",25
950,"donor7174","80000-99999","No",1,1,"FEMALE",8,1957,630,744,0,45,104,10,10,31,5,6.5,"No",0
951,"donor7178","80000-99999","Yes",1,6,NA,8,3877,669,729,0,53,83,20,20,37,3,NA,"Yes",20
952,"donor7186","20000-39999","Yes",1,5,"MALE",8,821,422,464,7,62,97,11,7,29,4,6.466666667,"Yes",15
953,"donor7189","20000-39999","No",1,2,"MALE",8,536,332,331,18,28,49,12,5,32,NA,9.8,"No",0
954,"donor7199","80000-99999","No",1,1,"FEMALE",8,902,193,255,40,24,NA,13,13,31,5,5.375,"No",0
955,"donor7206","80000-99999","No",2,3,"FEMALE",8,974,361,403,7,25,32,6,6,29,1,4.571428571,"No",0
956,"donor7210","80000-99999","Yes",1,6,"FEMALE",8,5625,1053,1023,2,79,257,12,6,31,8,6.58974359,"No",0
957,"donor7219","60000-79999","Yes",1,5,"MALE",8,801,545,566,7,40,70,7,7,31,5,5.833333333,"Yes",10
958,"donor7233","40000-59999","Yes",1,6,"FEMALE",5,656,341,388,4,41,110,10,NA,30,2,10,"No",0
959,"donor7239","20000-39999","No",1,5,"FEMALE",6,450,262,287,24,79,220.5,15,7,31,0,5.95945946,"Yes",6
960,"donor7248","20000-39999","Yes",1,2,"FEMALE",1,845,236,271,26,75,196,12,11,30,4,8.166666667,"No",0
961,"donor7249","40000-59999","Yes",1,4,"MALE",8,565,375,438,7,35,71,10,8,29,6,5.916666667,"No",0
962,"donor7252","40000-59999","No",1,3,"FEMALE",2,466,215,250,30,74,122,8,5,32,8,4.692307692,"No",0
963,"donor7255","80000-99999","No",1,1,"MALE",5,434,202,186,35,75,218,28,15,30,8,16.76923077,"No",0
964,"donor7269","40000-59999","No",1,2,"FEMALE",8,484,328,355,17,71,106,10,10,30,4,5.3,"Yes",10
965,"donor7271","80000-99999","Yes",1,4,"FEMALE",8,694,238,262,29,39,92,20,20,NA,4,15.33333333,"Yes",10
966,"donor7272","20000-39999","Yes",1,4,"FEMALE",2,547,306,348,17,NA,102,12,3,32,14,5.666666667,"No",0
967,"donor7275","20000-39999","Yes",1,3,"MALE",6,990,380,432,8,69,163,12,12,33,3,8.578947368,"Yes",10
968,"donor7276","60000-79999","No",1,NA,"FEMALE",9,625,348,402,0,63,92,11,10,31,11,7.076923077,"Yes",10
969,"donor7281","20000-39999","Yes",1,1,"MALE",8,641,426,413,NA,122,219,9,7,21,5,6.84375,"Yes",7
970,"donor7286","60000-79999","Yes",1,5,"FEMALE",7,728,357,376,10,44,132,25,25,37,9,16.5,"Yes",32
971,"donor7298","80000-99999","No",1,1,"MALE",8,538,152,197,48,22,31,5,3,28,1,3.444444444,"Yes",3
972,"donor7299","20000-39999","Yes",1,7,"MALE",9,1335,675,726,2,NA,101,21,15,31,12,16.83333333,"No",0
973,"donor7310","20000-39999","Yes",1,4,"MALE",8,522,307,321,28,29,32,10,5,29,4,6.4,"Yes",7
974,"donor7314","60000-79999","Yes",NA,7,NA,6,1434,449,485,4,60,129,13,5,37,4,8.0625,"Yes",13
975,"donor7319","80000-99999","Yes",1,4,"FEMALE",1,1131,284,342,20,79,251,8,6,31,5,5.837209302,"No",0
976,"donor7322","80000-99999","Yes",1,4,"FEMALE",8,973,502,496,5,52,53,12,12,29,8,4.416666667,"Yes",3
977,"donor7330","80000-99999","Yes",1,6,"FEMALE",0,1213,401,449,16,NA,186,31,31,31,6,26.57142857,"Yes",178
978,"donor7340","80000-99999","No",1,2,"MALE",4,2254,362,374,10,39,77,11,10,30,5,7.7,"No",0
979,"donor7341","80000-99999","Yes",1,1,"FEMALE",2,710,249,328,26,85,153,7,7,24,3,5.1,"Yes",12
980,"donor7363","60000-79999","Yes",1,5,"MALE",8,347,252,326,21,58,127,40,9,34,13,9.071428571,"Yes",9
981,"donor7364","20000-39999","Yes",1,4,"MALE",8,513,185,199,NA,124,246.21,16,9,26,1,5.862142857,"No",0
982,"donor7366","80000-99999","Yes",1,4,"FEMALE",8,1360,524,521,0,27,33,7,6,31,1,5.5,"Yes",8
983,"donor7380","40000-59999","No",1,1,"FEMALE",8,384,274,350,14,20,20,15,15,31,6,10,"Yes",10
984,"donor83660-50","80000-99999","No",1,6,"MALE",8,1793,753,778,0,15,15,15,15,37,5,15,"No",0
985,"donor7389","20000-39999","Yes",1,3,"FEMALE",7,698,433,495,3,64,118,25,15,17,16,14.75,"No",0
986,"donor7391","40000-59999","Yes",1,5,"MALE",8,962,437,517,0,36,54,10,10,28,6,5.4,"No",0
987,"donor7393","80000-99999","Yes",2,6,"MALE",8,761,383,423,6,56,135,NA,16,29,4,9,"Yes",31
988,"donor7407","20000-39999","Yes",1,2,"MALE",4,585,NA,340,13,54,121,15,15,33,14,11,"No",0
989,"donor41883-59","80000-99999","Yes",1,4,"MALE",8,NA,675,770,5,40,44,7,4,31,25,4.888888889,"No",0
990,"donor7413","80000-99999","No",1,1,"MALE",0,1823,195,257,NA,108,682,25,10,29,12,12.4,"No",0
991,"donor7422","20000-39999","No",1,1,"FEMALE",3,799,288,351,10,52,152,25,12,31,7,12.66666667,"Yes",12
992,"donor7425","80000-99999","Yes",1,4,"MALE",3,1054,319,379,24,71,197,20,15,37,9,14.07142857,"Yes",20
993,"donor7444","60000-79999","Yes",1,5,"MALE",9,1785,663,737,4,44,58,20,20,37,10,14.5,"Yes",20
994,"donor7449","40000-59999","No",1,1,"MALE",6,655,423,467,4,61,68,5,4,32,3,3.4,"No",0
995,"donor7455","60000-79999","No",1,3,"FEMALE",7,727,348,426,8,38,67,17,17,34,3,13.4,"No",0
996,"donor7461","20000-39999",NA,1,4,"FEMALE",3,1036,275,319,NA,82,202,15,8,30,11,6.3125,"Yes",6
997,"donor7475","80000-99999","No",1,1,"MALE",0,0,147,186,52,71,99,6,5,31,5,4.5,"Yes",5
998,"donor7476","80000-99999","Yes",1,2,"MALE",8,868,382,435,8,66,109,20,15,30,8,8.384615385,"No",0
999,"donor7492","40000-59999","Yes",1,4,"MALE",6,596,330,345,8,74,130,20,10,30,8,6.842105263,"No",0
1000,"donor7495","60000-79999","Yes",1,3,"FEMALE",8,NA,352,407,10,57,107,20,20,37,2,8.230769231,"No",0
1001,"donor7503","40000-59999","Yes",1,NA,"FEMALE",8,278,208,247,30,24,NA,17,17,30,10,15.66666667,"No",0
1002,"donor7513","80000-99999","Yes",1,6,"MALE",9,3761,768,826,2,80,311.07,60,60,33,2,8.887714286,"Yes",11
1003,"donor7521","80000-99999","Yes",1,4,"MALE",8,548,197,244,22,64,81,7,5,28,1,4.5,"Yes",5
1004,"donor7523","80000-99999","Yes",1,3,"MALE",8,868,382,435,8,46,66,10,5,28,11,4.4,"No",0
1005,"donor7528","40000-59999","Yes",1,4,"MALE",8,407,172,266,40,31,64,12,12,31,4,10.66666667,"Yes",11
1006,"donor7534","20000-39999","No",1,4,"FEMALE",8,689,285,329,20,25,32,10,10,29,5,8,"No",0
1007,"donor7538","60000-79999","No",1,1,"MALE",8,448,231,NA,25,29,52,11,10,36,2,8.666666667,"Yes",10
1008,"donor7542","80000-99999","Yes",1,4,"MALE",3,2842,305,376,21,58,158,11,10,32,3,7.523809524,"Yes",10
1009,"donor7552","20000-39999","Yes",1,4,"FEMALE",8,1896,394,488,9,57,102,10,10,17,3,7.846153846,"Yes",10
1010,"donor7558","60000-79999","No",1,NA,"MALE",8,366,213,253,30,64,213,20,5,31,2,10.65,"No",0
1011,"donor7567","40000-59999","Yes",1,4,"FEMALE",8,490,324,353,17,25,27,NA,4,28,5,4.5,"Yes",4
1012,"donor7574","40000-59999","No",1,2,"FEMALE",1,406,235,275,26,70,175,15,10,28,9,9.722222222,"Yes",10
1013,"donor7581","40000-59999","Yes",1,4,"MALE",8,593,307,349,NA,34,55,10,10,35,6,9.166666667,"Yes",10
1014,"donor64194-64","80000-99999","Yes",1,5,"MALE",3,3142,527,681,3,56,91,10,6,28,2,5.6875,"No",0
1015,"donor7600","20000-39999","Yes",1,4,"FEMALE",8,441,333,328,22,31,45,20,20,37,11,NA,"No",0
1016,"donor7608","40000-59999","Yes",1,4,"MALE",8,833,441,484,7,61,94,15,8,29,7,7.230769231,"No",0
1017,"donor7609","60000-79999","Yes",1,5,"MALE",8,622,421,454,18,39,NA,10,5,34,8,5.470588235,"No",0
1018,"donor7612","20000-39999","No",1,6,"FEMALE",4,721,269,333,23,67,111,20,20,36,2,9.25,"Yes",20
1019,"donor7635","80000-99999","Yes",1,2,"MALE",8,1169,363,404,6,27,29,10,5,28,2,4.833333333,"Yes",5
1020,"donor7639","80000-99999","Yes",1,6,"MALE",8,2262,878,898,0,18,32,17,17,29,5,16,"No",0
1021,"donor7655","80000-99999","No",1,4,"MALE",8,2560,413,538,5,25,74,24,NA,31,3,18.5,"No",0
1022,"donor7659","60000-79999","No",NA,6,"MALE",8,658,390,471,7,25,30,13,13,29,7,7.5,"No",0
1023,"donor7661","20000-39999","Yes",2,4,"MALE",3,860,282,312,16,37,104,15,10,31,14,10.4,"Yes",12
1024,"donor7667","80000-99999","Yes",1,4,"FEMALE",8,3111,347,380,14,30,37,6,4,31,6,4.111111111,"Yes",4
1025,"donor7689","60000-79999","Yes",1,4,"MALE",8,2932,767,835,8,25,30,10,10,29,5,7.5,"Yes",8
1026,"donor7696","80000-99999","Yes",1,6,"MALE",8,878,344,371,14,40,45,5,5,30,4,5,"No",0
1027,"donor7698","80000-99999","Yes",1,2,"MALE",8,3157,507,625,9,28,47,15,15,32,10,11.75,"No",0
1028,"donor7699","20000-39999","No",1,5,"FEMALE",4,681,318,362,20,64,91,8,3,33,4,5.055555556,"Yes",5
1029,"donor7704","20000-39999","Yes",1,3,"MALE",8,830,488,555,4,64,188,18,14,31,13,11.05882353,"Yes",14
1030,"donor7713","60000-79999","No",1,2,"MALE",2,319,169,212,45,134,5674.9,375,27,33,0,23.94472574,"No",0
1031,"donor7717","80000-99999","Yes",1,5,"MALE",3,1066,323,396,8,58,186,NA,15,30,5,11.625,"Yes",15
1032,"donor7729","80000-99999","Yes",1,2,"FEMALE",2,506,214,235,35,50,68,15,10,28,NA,9.714285714,"Yes",12
1033,"donor7734","80000-99999","Yes",1,4,"FEMALE",7,808,400,447,2,63,74,14,14,31,5,7.4,"Yes",10
1034,"donor7735","20000-39999","Yes",1,4,"MALE",1,521,276,294,27,110,186,11,10,35,8,6,"Yes",3
1035,"donor7738","80000-99999","Yes",1,4,"FEMALE",8,794,241,293,26,24,50,15,NA,31,3,10,"No",0
1036,"donor7748","80000-99999","Yes",1,4,"MALE",5,556,297,310,17,140,1012,90,90,32,4,16.86666667,"Yes",20
1037,"donor7749","60000-79999","Yes",1,5,"FEMALE",8,567,318,363,8,33,32,5,5,31,1,3.555555556,"Yes",4
1038,"donor7762","20000-39999","Yes",4,6,"FEMALE",8,1714,955,944,0,25,29,10,10,31,1,7.25,"No",0
1039,"donor7773","80000-99999","Yes",1,5,"FEMALE",8,2016,392,412,20,22,27,10,5,28,6,6.75,"No",0
1040,"donor7777","40000-59999","No",1,2,"MALE",8,532,330,356,15,24,80,20,20,NA,1,20,"Yes",20
1041,"donor7779",NA,"Yes",1,6,"FEMALE",9,5855,1211,1085,2,43,180,40,40,30,9,20,"Yes",36
1042,"donor7803","20000-39999","Yes",1,6,"FEMALE",8,1442,479,557,7,51,54,14,10,31,9,7.714285714,"No",0
1043,"donor7808","20000-39999","Yes",1,4,"MALE",8,737,337,377,13,37,59,10,10,30,3,7.375,"Yes",15
1044,"donor7816","20000-39999","Yes",2,6,"MALE",8,837,366,434,10,18,18,15,15,36,6,9,"No",0
1045,"donor7825","20000-39999","Yes",2,7,"MALE",2,1226,522,556,4,53,92,12,12,NA,6,NA,"No",0
1046,"donor7828","80000-99999","No",1,2,"MALE",1,806,223,277,29,59,247,26,26,29,3,NA,"Yes",28
1047,"donor7832","60000-79999","Yes",1,2,"MALE",8,394,240,284,19,25,30,8,8,31,6,6,"No",0
1048,"donor7839","60000-79999","Yes",1,4,"FEMALE",0,727,293,339,21,70,89,10,10,31,2,6.846153846,"Yes",12
1049,"donor7842","20000-39999","Yes",1,4,"MALE",5,923,343,403,13,48,124,20,20,37,4,NA,"Yes",15
1050,"donor7848","40000-59999","No",1,4,"MALE",0,606,247,289,18,44,218,50,50,30,8,NA,"Yes",50
1051,"donor7853","60000-79999","Yes",4,4,"MALE",8,898,542,521,14,24,42,12,12,31,4,10.5,"No",0
1052,"donor7862","80000-99999","Yes",1,5,"MALE",8,747,342,340,9,24,39,15,14,32,5,13,"No",0
1053,"donor7873","60000-79999","Yes",1,2,"FEMALE",1,374,317,349,17,71,83.3,10,5,30,4,4.9,"No",0
1054,"donor7876","80000-99999","Yes",1,3,"FEMALE",8,1238,NA,396,7,29,82,15,15,31,2,10.25,"Yes",15
1055,"donor7899","40000-59999","Yes",4,2,"MALE",8,230,97,171,58,23,47,35,35,30,6,15.66666667,"No",0
1056,"donor7901","40000-59999","Yes",1,3,"FEMALE",8,397,302,323,29,17,15,NA,15,36,5,15,"No",0
1057,"donor7913","80000-99999","Yes",1,7,"MALE",9,2214,711,829,5,140,389,140,28,20,24,32.41666667,"Yes",50
1058,"donor7931",NA,"Yes",1,3,"MALE",1,606,200,237,32,76,160,10,NA,30,7,7.619047619,"Yes",10
1059,"donor7935","60000-79999","No",1,1,NA,8,427,289,302,20,18,30,10,5,30,5,6,"No",0
1060,"donor7941","80000-99999","Yes",1,2,"FEMALE",4,778,277,325,19,44,310,50,50,34,2,28.18181818,"No",0
1061,"donor7942","60000-79999","No",1,2,"MALE",8,401,325,379,20,54,104,10,6,19,1,6.933333333,"Yes",6
1062,"donor7945","20000-39999","No",1,1,"FEMALE",8,817,296,335,NA,43,119,25,25,31,9,17,"No",0
1063,"donor7959","40000-59999","Yes",1,3,"MALE",6,584,417,458,NA,61,113,10,5,35,30,5.947368421,"Yes",6
1064,"donor7963","80000-99999","Yes",1,3,"MALE",7,1488,366,407,6,49,135,11,9,37,2,9,"No",0
1065,"donor7966","80000-99999","Yes",1,6,"MALE",3,1137,324,352,20,98,406,15,14,29,4,8.826086957,"Yes",10
1066,"donor7968","20000-39999","Yes",1,4,"MALE",3,513,295,338,12,79,222,8,5,35,4,5.285714286,"Yes",5
1067,"donor7970","40000-59999","Yes",3,7,"FEMALE",8,886,436,528,21,53,73,5,5,29,12,4.866666667,"Yes",5
1068,"donor7972","20000-39999","No",1,2,"MALE",8,521,282,357,12,14,25,25,25,37,5,25,"Yes",30
1069,"donor7978","80000-99999","No",1,2,"MALE",8,587,195,256,40,33,56,11,10,35,8,9.333333333,"No",0
1070,"donor7979","20000-39999","No",1,7,"FEMALE",8,704,326,367,14,27,50,10,10,32,6,7.142857143,"No",0
1071,"donor7981","80000-99999","Yes",1,6,"MALE",5,1342,349,371,16,72,141,10,10,31,1,NA,"Yes",9
1072,"donor7988","40000-59999","Yes",1,5,"MALE",5,304,242,279,23,86,188,15,10,22,2,9.4,"No",0
1073,"donor8002","80000-99999","Yes",1,NA,"FEMALE",5,689,280,326,31,58,190,15,10,37,3,9.5,"Yes",15
1074,"donor8003","60000-79999","No",1,2,"FEMALE",3,517,270,318,25,40,50,25,25,37,27,16.66666667,"No",0
1075,"donor8013","20000-39999","Yes",1,2,"FEMALE",8,981,263,419,9,66,81,7,5,34,5,4.764705882,"Yes",5
1076,"donor8014","80000-99999","No",1,5,"MALE",5,735,310,358,14,74,74,5,3,30,7,3.083333333,"Yes",3
1077,"donor8026","60000-79999","Yes",1,2,"FEMALE",0,479,167,225,45,71,149,9,9,31,7,6.208333333,"Yes",5
1078,"donor8034","80000-99999","Yes",1,5,"MALE",8,2463,406,460,15,86,305,11,10,17,7,8.714285714,"Yes",10
1079,"donor8037",NA,"Yes",1,4,"MALE",5,484,314,347,13,51,140,12,7,32,10,8.235294118,"Yes",11
1080,"donor8045",NA,"No",1,5,"FEMALE",8,809,421,444,9,85,242,15,5,17,4,8.642857143,"No",0
1081,"donor8076","20000-39999","Yes",1,4,"MALE",8,384,122,150,59,59,138,10,7,32,4,6.571428571,"Yes",0
1082,"donor8079","80000-99999","Yes",1,5,"MALE",8,1225,484,570,6,29,46,7,5,34,2,5.75,"Yes",6
