"uniqueID","likesDogs","creditScore"
"donor13998","Yes",649.899715739501
"donor382","Yes",651.152252017936
"donor20056","No",650.875515979594
"donor12367","Yes",650.476367053133
"donor15876","No",650.590017809063
"donor18894","Yes",649.74155522824
"donor1865","No",650.343721930356
"donor18623","No",649.341521018958
"donor7319","Yes",648.658005409282
"donor23223","No",650.900447097678
"donor18059","Yes",649.331414588996
"donor8758","No",651.214608022857
"donor4204","No",651.210440951766
"donor11512","Yes",650.952821377986
"donor9189","Yes",648.644384479195
"donor9739","Yes",650.69619603358
"donor17303","No",650.433640836236
"donor3171","No",648.636138612734
"donor8999","No",649.117816276202
"donor9280","Yes",649.915288193788
"donor11875","Yes",647.429164421233
"donor12641","Yes",650.960124206461
"donor122451-94","No",648.459863161058
"donor19782","Yes",650.518835115062
"donor1740","Yes",648.587880394705
"donor237","No",649.69437563998
"donor430","No",649.027139094415
"donor6737","No",650.535636206319
"donor1826","No",649.025389394766
"donor16376","Yes",649.361106265728
"donor785","No",649.845218089334
"donor19681","No",649.637860294583
"donor15175","Yes",649.601629492112
"donor10998","No",651.272401337314
"donor3780","No",648.584467751953
"donor13130","No",648.980933396882
"donor5598","No",648.886825014429
"donor14420","No",649.418704426333
"donor12065","Yes",650.806534660116
"donor19344","No",649.389452730617
"donor9438","No",650.84031830501
"donor9959","Yes",649.826549024578
"donor3198","No",651.923630031774
"donor21113","Yes",649.434232442005
"donor853","Yes",651.908444220808
"donor12074","No",649.629389245219
"donor15787","No",649.49547174142
"donor241","Yes",650.070861756135
"donor12113","No",646.790484114544
"donor1375","No",648.63651744026
"donor10029","Yes",650.038238064553
"donor19800","Yes",649.515196351338
"donor4535","Yes",651.534053764465
"donor17624","Yes",649.249762459418
"donor8764","Yes",650.390947097746
"donor19846","Yes",651.318745672321
"donor13029","Yes",650.562436397536
"donor1517","No",651.258578393695
"donor23247","No",651.438505251171
"donor17365","Yes",647.595863957347
"donor11809","Yes",652.018198830113
"donor20824","Yes",652.24413598934
"donor2171","No",648.938520210866
"donor13402","No",650.930679645055
"donor2286","No",649.238246456216
"donor22357","No",649.701488610131
"donor6193","Yes",650.621440192666
"donor19544","No",650.543871699909
"donor9121","Yes",649.56539529475
"donor14477","Yes",650.599320250421
"donor759","No",649.977035659427
"donor3410","No",650.835755867385
"donor15703","No",650.513200534871
"donor7135","No",649.949544118623
"donor16396","Yes",649.782470196314
"donor104","No",649.244205590556
"donor2660","No",647.512481243142
"donor14985","No",648.208415969526
"donor5279","Yes",649.58399873915
"donor22822","Yes",649.186625505842
"donor3571","Yes",650.851252519535
"donor21126","No",651.179919877313
"donor2824","Yes",648.462855802015
"donor18728","Yes",650.443874207038
"donor12004","Yes",650.721012934068
"donor14722","Yes",651.084486143036
"donor18456","Yes",652.54154556506
"donor9236","No",650.117289960617
"donor17006","No",650.79204285189
"donor9428","Yes",650.507795064377
"donor16622","Yes",647.440046379806
"donor16840","No",651.088256903427
"donor14539","No",647.779151088414
"donor22575","No",649.666009261848
"donor11299","No",650.202777626203
"donor12840","No",649.290774667881
"donor2844","Yes",649.915117948796
"donor1824","Yes",650.515779948013
"donor2254","Yes",648.947045683825
"donor9925","No",650.022108669451
"donor11841","No",649.986287860778
"donor15218","No",650.234270928919
"donor13791","No",651.21999488604
"donor87","No",650.239923885796
"donor21317","No",649.951982609828
"donor12242","Yes",649.773071546447
"donor3925","No",650.313491083965
"donor5943","Yes",650.262514585561
"donor3042","Yes",650.019643009133
"donor21781","Yes",649.016247619482
"donor22852","Yes",649.525234072992
"donor8908","No",650.850995644912
"donor6109","Yes",649.47281112216
"donor13060","No",650.76591763698
"donor3748","Yes",651.329534957094
"donor15214","Yes",651.285919525435
"donor3781","Yes",650.862208800131
"donor22504","Yes",651.725241967115
"donor1274","No",648.430873365032
"donor22331","Yes",651.121615454452
"donor5448","No",648.841024828441
"donor22127","No",650.931691110206
"donor10868","Yes",650.686200978824
"donor21842","No",649.98328270294
"donor22544","No",649.610786184323
"donor10599","Yes",649.003875793196
"donor3991","No",649.354728982204
"donor96554-40","Yes",649.213455704636
"donor8677","No",651.794203748972
"donor7171","Yes",648.546871536446
"donor8232","Yes",649.5308993678
"donor946","Yes",648.69191888009
"donor22680","No",650.341860261534
"donor23044","Yes",649.550727875862
"donor15555","Yes",649.336531057691
"donor14651","Yes",649.007362090455
"donor6331","Yes",649.779457111908
"donor1845","Yes",650.738447698638
"donor3508","Yes",649.952439881668
"donor8856","Yes",649.953401395584
"donor2093","No",652.093414992516
"donor19067","No",652.370824122378
"donor7608","No",649.03752644419
"donor9764","Yes",650.564507193361
"donor6696","Yes",650.739409553431
"donor14035","Yes",649.781034103185
"donor20731","Yes",648.761227830912
"donor8442","No",650.686877890297
"donor3609","Yes",649.990719816099
"donor20650","Yes",651.744506942698
"donor9815","Yes",650.404768991779
"donor3058","Yes",648.924829151079
"donor3115","No",649.007415701906
"donor12748","No",649.173429296536
"donor113617-18","No",651.4733816686
"donor7476","No",649.768972635115
"donor14794","Yes",651.66210373208
"donor11787","No",650.493434905378
"donor17790","Yes",649.198776241356
"donor13635","No",649.429006226616
"donor11396","No",650.629637733418
"donor10607","Yes",648.404177904907
"donor14725","No",651.450599887914
"donor18249","Yes",650.976652947652
"donor1837","No",650.681831902242
"donor4394","No",649.126721855864
"donor23481-10","Yes",648.944039831184
"donor728","Yes",649.965643368059
"donor100","Yes",650.152079508085
"donor9808","No",651.39011327595
"donor19036","No",650.111080840296
"donor17536","No",650.320958312367
"donor8002","Yes",648.883166616092
"donor9954","No",650.323327870792
"donor22585","Yes",650.603942362423
"donor6061","No",649.815112398964
"donor8947","Yes",650.900625935279
"donor7239","Yes",649.120867910774
"donor10605","No",649.657613163523
"donor10405","Yes",649.488517679092
"donor13684","No",651.001207203687
"donor15558","No",648.732342255505
"donor15594","No",648.771646432059
"donor15715","Yes",648.482859500443
"donor16316","Yes",646.17717252063
"donor10365","No",650.255708137984
"donor2916","No",650.304060275829
"donor11142","No",649.165507627412
"donor20749","No",651.15596268783
"donor10307","Yes",650.281868089421
"donor17377","No",648.765229065878
"donor11215","Yes",652.102582624617
"donor15519","Yes",650.509510666057
"donor20461","Yes",650.710565994133
"donor22310","No",648.99780338881
"donor3412","Yes",650.885593162573
"donor5346","No",650.730072809939
"donor725","No",649.719497650541
"donor5824","No",652.053438632081
"donor1312","Yes",651.190682922409
"donor9281","No",649.725367539034
"donor2515","Yes",651.228830916156
"donor491","Yes",650.049043890204
"donor17106","Yes",649.268283539864
"donor917","No",649.559942356943
"donor17791","No",650.116525078769
"donor2631","No",649.880873833293
"donor4168","No",650.45568742242
"donor20217","Yes",649.83060486816
"donor82870-14","No",649.803237643557
"donor4417","No",647.729255026217
"donor6287","Yes",651.316581386476
"donor3713","No",650.527406061532
"donor12196","Yes",649.547345945703
"donor11120","No",648.583356918498
"donor2379","Yes",650.257879436636
"donor17711","Yes",650.532917602025
"donor10220","Yes",651.979946953264
"donor11631","No",651.133400106616
"donor11868","Yes",649.855915043404
"donor21358","No",649.879012637159
"donor10992","No",649.842347064628
"donor18440","No",651.308965996223
"donor3857","Yes",650.77801200073
"donor20716","Yes",650.582702764459
"donor1263","No",648.438230731356
"donor20409","No",649.292620492562
"donor1129","No",650.532369507313
"donor12070","No",649.656704605854
"donor142","No",649.105787977317
"donor19080","Yes",649.387511979665
"donor12610","No",651.45900861237
"donor115472-4","Yes",649.631467205434
"donor11408-64","Yes",650.647195265913
"donor19429","No",651.348857822609
"donor4765","Yes",650.90847389426
"donor19585","No",649.494478679739
"donor1105","No",648.004169850659
"donor21306","Yes",649.487983940056
"donor8185","No",650.163710759023
"donor9242","No",648.962704847352
"donor22387","Yes",649.081315988667
"donor4664","No",647.43714786657
"donor9775","Yes",650.646895583548
"donor12578","Yes",648.896133204616
"donor15069","No",650.177871990823
"donor14889","Yes",651.280611132254
"donor10057","No",650.287111347379
"donor803","No",649.339330777223
"donor17519","Yes",647.832813937884
"donor12967","Yes",650.996707300955
"donor14831","Yes",649.452527363348
"donor9071","No",650.691329755595
"donor11900","No",650.125118336639
"donor314","No",649.491146988069
"donor35087-5","No",650.37490908651
"donor13014","No",649.355227443087
"donor12738","Yes",649.51814303497
"donor17975","No",649.006823490879
"donor3166","Yes",648.278073960458
"donor21056","Yes",649.768474918427
"donor2929","Yes",650.857912163415
"donor1549","Yes",649.750518820132
"donor4453","Yes",649.847981872201
"donor7729","No",651.774533174693
"donor16866","Yes",650.228657339729
"donor22956","Yes",648.464610494089
"donor16463","No",649.403993220782
"donor7255","Yes",651.857859593688
"donor17255","No",650.705225102306
"donor14838","No",650.482411303266
"donor54174-80","Yes",651.004294315651
"donor22062","Yes",650.929094535795
"donor13082","No",650.644171743075
"donor12099","No",649.971122261261
"donor22462","No",649.34130656125
"donor3673","No",650.881932498309
"donor18932","Yes",649.337853775739
"donor4860","Yes",650.121368337336
"donor17554","No",649.376607780907
"donor19861","No",650.173509100998
"donor10084","Yes",650.037612587714
"donor8219","No",649.711128136374
"donor10411","No",649.928252901204
"donor2304","Yes",651.099827401208
"donor3307","No",648.832721823504
"donor116098-39","No",650.361632107161
"donor21139","No",651.517823171714
"donor8131","No",651.184806454186
"donor14148","Yes",651.412942537799
"donor2969","Yes",650.198143368703
"donor10860","No",649.860930223805
"donor13591","No",651.662120221102
"donor1699","Yes",648.668666908195
"donor4423","Yes",650.276086436368
"donor13680","Yes",648.412109554687
"donor18817","No",647.265509511209
"donor10197","No",650.908432274744
"donor3764","Yes",649.824729630043
"donor14401","Yes",648.925939482256
"donor475","No",648.794150869196
"donor15906","Yes",649.031720448588
"donor7698","Yes",650.182793582458
"donor18114","No",651.331973317344
"donor17361","No",651.387512622437
"donor15821","Yes",649.340323376923
"donor17014","No",650.856521783692
"donor7012","Yes",651.220312499846
"donor113403-5","Yes",649.365833314921
"donor7276","No",650.747457726154
"donor8260","No",650.818047032914
"donor18324","No",650.897361318417
"donor20279","No",648.737190673127
"donor9291","No",651.526164381174
"donor9830","Yes",650.114061813736
"donor16258","No",650.127635022229
"donor21383","No",650.78082831516
"donor3914","Yes",650.990781696269
"donor17716","Yes",651.378326873343
"donor21438","Yes",649.40103668678
"donor7942","Yes",650.74398067288
"donor15905","No",651.258884067552
"donor1612","Yes",649.283207157402
"donor13863","No",650.183184684498
"donor14930","Yes",650.78304016299
"donor17139","Yes",649.67335548219
"donor18541","No",649.713036747998
"donor16936","No",648.741773010028
"donor11997","Yes",650.301044818118
"donor11199","No",649.02955288223
"donor5453","Yes",652.51010132875
"donor11307","No",646.714414595726
"donor11543","No",648.446905223867
"donor11268","Yes",649.774216916874
"donor641","Yes",649.973089427725
"donor5938","No",647.688144319724
"donor14765","No",650.389719402585
"donor1580","Yes",648.406197971171
"donor15688","No",649.323583567166
"donor12399","Yes",649.631610433763
"donor7538","Yes",649.91010909568
"donor13596","Yes",650.308047761654
"donor22603","Yes",649.692091543311
"donor6178","Yes",649.468756545075
"donor20901","Yes",650.169540283167
"donor15601","No",648.675244877688
"donor5846","Yes",649.338334717111
"donor5902","Yes",649.615829787567
"donor6626","No",649.843199221246
"donor12880","Yes",650.993188456607
"donor18157","Yes",648.922469244077
"donor9401","No",648.320915262486
"donor12425","Yes",648.601044135124
"donor14475","No",648.971035442052
"donor13618","Yes",649.782905193888
"donor12544","Yes",648.833409910587
"donor18991","No",649.783378453048
"donor1117","Yes",651.403131676513
"donor19704","Yes",650.153764152717
"donor10394","Yes",650.996953519817
"donor10817","Yes",651.458821546315
"donor20385","Yes",648.660269312677
"donor2290","Yes",650.897298402884
"donor15733","Yes",649.257051837087
"donor10060","Yes",649.54616377451
"donor11740","Yes",649.537600826107
"donor8384","No",650.668107697507
"donor8632","No",650.160895946855
"donor1408","No",651.247074114999
"donor8034","No",650.59543491373
"donor13597","No",650.563104331961
"donor15917","No",650.215928981743
"donor6573","No",649.041398493146
"donor17756","Yes",650.659017011256
"donor17487","Yes",647.759694757775
"donor17531","No",650.879914394441
"donor5246","No",650.379901260998
"donor578","Yes",650.17392573533
"donor17048","Yes",652.033465088625
"donor369","No",648.287878964523
"donor16336","Yes",650.342015269461
"donor18899","Yes",649.760077234782
"donor954","No",650.595842366917
"donor15887","No",648.343438913341
"donor42112-50","No",648.037337310863
"donor9234","Yes",650.582029526132
"donor12870","Yes",651.003435799491
"donor11446","Yes",649.5586300255
"donor4131","No",649.428135921789
"donor4606","No",650.114874276291
"donor21021","Yes",649.882241534794
"donor3696","No",651.290910374488
"donor15080","Yes",651.144775120074
"donor2519","No",651.19160356935
"donor3452","No",649.314774404477
"donor14157","Yes",649.381752763502
"donor7661","Yes",650.11616593405
"donor9083","No",650.704047358024
"donor14541","Yes",649.164155698255
"donor19113","Yes",650.137676792963
"donor18670","Yes",650.745408022715
"donor22435","Yes",649.617951643893
"donor18454","No",651.159950202564
"donor10861","Yes",650.089951701624
"donor13006","Yes",649.561637783099
"donor15713","No",650.885262619831
"donor12908","Yes",650.171509188965
"donor11216","No",651.129052084462
"donor15455","No",650.654678638451
"donor925","No",649.512299409968
"donor21893","No",651.495988000682
"donor2795","No",651.466492555089
"donor346","No",650.300608807627
"donor6957","No",650.03826019354
"donor21372","No",648.984750148978
"donor5854","No",650.369488315715
"donor4855","No",650.269857933765
"donor4539","No",648.346761086813
"donor19802","No",651.660835402141
"donor553","Yes",651.952314786513
"donor22416","Yes",648.883742835064
"donor22106","No",652.465774801452
"donor1767","Yes",652.068193347784
"donor7853","Yes",649.848434304609
"donor11169","No",649.369769362975
"donor23166","Yes",649.7015999743
"donor9106","Yes",649.8751999341
"donor695","Yes",651.512399750941
"donor21276-47","No",649.672168540931
"donor5735","No",649.193947870454
"donor9139","No",648.730637091611
"donor875","No",650.0080321568
"donor22506","No",648.928809799182
"donor9887","No",649.80831407568
"donor9854","No",649.834346271272
"donor20281","No",649.336728180718
"donor7056","No",649.899882073546
"donor5709","No",648.967437333285
"donor7979","No",651.12752428768
"donor11831","No",650.100267878097
"donor16996","Yes",650.425547159235
"donor5631","Yes",651.268704653889
"donor7053","No",649.32308955237
"donor19736","Yes",650.033862321205
"donor3222","No",648.092920131645
"donor17081","Yes",651.882035173312
"donor3625","No",647.769410050528
"donor15006","No",650.854130961713
"donor5865","No",649.569070957368
"donor15412","Yes",649.012661372407
"donor10396","No",650.976599671811
"donor14395","No",648.734600946874
"donor5412","No",649.71564701935
"donor11910","No",649.048883103694
"donor11046","Yes",647.827759583565
"donor10034","Yes",648.495127839843
"donor19587","Yes",648.895181507578
"donor14213","No",649.576390915876
"donor18700","No",649.394603429244
"donor22236","No",649.501868354392
"donor13655","Yes",650.850126228365
"donor15847","No",651.146566335482
"donor3014","Yes",649.923659417572
"donor13301","Yes",649.064381638051
"donor20599","Yes",648.700400122508
"donor4940","No",649.951402187338
"donor1272","Yes",647.664427661052
"donor29079-61","Yes",649.237509729153
"donor6279","Yes",647.782153336669
"donor5117","Yes",648.898452245066
"donor16524","Yes",650.892862336373
"donor8494","Yes",650.451233030079
"donor5139","Yes",648.787009430188
"donor6427","Yes",651.618968164119
"donor7966","Yes",650.723253300242
"donor23142","Yes",649.898880897471
"donor22582","No",650.262400165739
"donor11239","No",649.981246699769
"donor20519","No",650.04079833796
"donor14500","No",650.544127247059
"donor3537","No",648.752082971501
"donor546","No",649.142041529249
"donor8236","No",649.499978734036
"donor8454","Yes",651.455974270866
"donor22677","No",649.406290620207
"donor22490","Yes",651.924616989736
"donor7609","Yes",650.841101790591
"donor5264","Yes",650.462202026154
"donor11965","No",648.657138637348
"donor13428","Yes",648.77351476894
"donor14899","No",651.203272312747
"donor1213","Yes",650.973751834122
"donor21978","No",649.354230874182
"donor18050","Yes",650.445040436324
"donor1186","Yes",648.456596923093
"donor6500","Yes",649.77604026202
"donor2672","No",649.866548356621
"donor4206","Yes",648.094654489144
"donor3996","No",652.502907833213
"donor3982","Yes",650.184912373077
"donor924","Yes",648.686774795444
"donor14751","No",651.418863327825
"donor10840","No",651.456216995983
"donor10486","No",650.783474232215
"donor21665","Yes",650.543280761179
"donor12114","Yes",650.880533563109
"donor1697","Yes",649.37267191779
"donor2821","No",650.080716789372
"donor16109","No",650.538042309263
"donor20544","No",650.565220814342
"donor20131","Yes",652.411430645506
"donor7413","No",649.435263763967
"donor1261","Yes",649.094718122599
"donor3090","No",650.046471936534
"donor1413","Yes",648.194611044988
"donor2282","Yes",650.405373408663
"donor1749","No",648.263476132367
"donor2447","Yes",649.717607171709
"donor2252","No",650.843473328167
"donor6627","Yes",649.885815396937
"donor4333","No",650.82205055432
"donor20843","Yes",648.433438302744
"donor13982","Yes",650.685132196722
"donor5947","No",650.262537290948
"donor11483","No",649.094551530655
"donor14091","Yes",649.15485906457
"donor4402","Yes",650.380887657224
"donor2724","Yes",650.241610810551
"donor21830","Yes",649.083869579525
"donor2142","Yes",649.721317762967
"donor19187","Yes",650.098527436006
"donor196","Yes",649.969104257667
"donor18615","Yes",649.860107730216
"donor18778","Yes",649.63952474227
"donor14237","No",649.495826183557
"donor6661","Yes",650.703019909025
"donor19104","No",648.755795374928
"donor21159","Yes",650.709282446842
"donor22601","No",648.964336855548
"donor23265","Yes",651.071794337239
"donor12567","No",649.531079598349
"donor20403","Yes",650.656216320281
"donor8084","No",649.263479532965
"donor23210","No",649.400630691586
"donor11622","No",650.147134361867
"donor19690","Yes",651.149341375665
"donor21147","Yes",650.33191945341
"donor3059","No",651.429408561202
"donor5007","Yes",648.25027578106
"donor15253","Yes",650.600236242413
"donor3141","Yes",649.926096753174
"donor1039","No",650.258123973476
"donor2891","Yes",650.757382246646
"donor17984","No",649.456486075575
"donor23114","Yes",650.693212980276
"donor15552","No",650.331721726726
"donor15161","Yes",651.437216745302
"donor6361","Yes",651.307833995114
"donor21722","No",650.435250227424
"donor16199","Yes",650.156688221447
"donor10525","No",649.614675858088
"donor16357","No",649.169266635221
"donor331","Yes",648.85138243237
"donor3155","No",649.177051890989
"donor9992","Yes",650.131273891762
"donor17241","No",650.601654977957
"donor11043","No",651.997040433852
"donor10402","No",650.810463524653
"donor6517","No",651.772723596535
"donor6723","Yes",651.916661670446
"donor30011-76","Yes",649.725402989044
"donor22986","No",650.112037911442
"donor9539","No",650.07326529064
"donor6293","Yes",651.799716875214
"donor7689","Yes",649.961685281021
"donor3446","No",651.172874365449
"donor23052","No",649.492449397589
"donor10852","Yes",648.275055298424
"donor22135","No",649.504291914656
"donor12727","No",650.10078758631
"donor15785","Yes",650.062129159666
"donor7748","No",648.837791296143
"donor10482","Yes",650.283898254643
"donor19381","Yes",649.27733795598
"donor11022","No",649.007957751568
"donor19957","Yes",650.164602793899
"donor17056","Yes",648.235295678058
"donor15233","Yes",649.084582483132
"donor69217-2","No",650.206208831339
"donor15693","Yes",649.058706757621
"donor11780","Yes",649.485513966785
"donor15145","No",650.073821449249
"donor7558","No",648.85549761066
"donor20157","No",648.403136978375
"donor2758","No",650.31326445125
"donor6269","Yes",649.698391303429
"donor4047","Yes",651.818201529062
"donor9309","Yes",651.126633781361
"donor8550","Yes",647.639991812054
"donor12351","Yes",649.740968983326
"donor16679","No",649.320553647324
"donor10645","No",650.332773914244
"donor11731","No",651.617233676192
"donor14659","No",648.775796710422
"donor6103","No",649.468327754323
"donor6849","No",648.911716657823
"donor4677","Yes",649.863282873738
"donor9313","No",649.579403054035
"donor4016","Yes",649.664382248317
"donor368","Yes",650.479702907314
"donor3356","No",650.98889506031
"donor12604","Yes",649.617005343676
"donor6316","Yes",649.927323036269
"donor16783","No",649.939087750235
"donor8969","Yes",649.694320203796
"donor22302","Yes",650.023727006917
"donor20381","No",648.972704638737
"donor19412","No",649.768830901165
"donor9008","Yes",650.11605837331
"donor17090","Yes",649.646528519275
"donor7134","Yes",648.36304101589
"donor6790","No",649.489184833158
"donor20534","No",650.856685753439
"donor19089","Yes",650.340083513476
"donor16636","No",651.502786758419
"donor4802","No",650.121289803512
"donor13702","Yes",650.349154329876
"donor12558","No",649.623676164678
"donor9581","No",649.179266502455
"donor3830","Yes",651.116403614205
"donor18507","No",649.035739776458
"donor952","Yes",649.742481873336
"donor7704","Yes",651.459868167317
"donor21239","Yes",650.128574585833
"donor15776","No",649.9445319342
"donor97108-2","No",648.718162023477
"donor18916","No",650.804168793116
"donor21501","Yes",651.000857142754
"donor7828","No",651.447513142025
"donor4587","Yes",650.519805483505
"donor22275","No",651.134707085501
"donor17700","No",652.145633791972
"donor4244","Yes",650.675407727902
"donor12414","No",649.437927816056
"donor61","No",649.946271884053
"donor4230","Yes",649.510313515047
"donor18314","No",649.871532810406
"donor4200","Yes",649.258284084387
"donor3949","Yes",649.106579182879
"donor36848-14","No",651.158283945759
"donor5799","No",650.270941990159
"donor36026-35","Yes",650.081473008784
"donor1462","No",650.424780458996
"donor5639","No",649.505267426595
"donor17143","No",650.6429687356
"donor30137-28","No",650.358875490105
"donor12092","Yes",649.699678256135
"donor1446","No",649.969799134314
"donor8259","Yes",650.291284102675
"donor14517","Yes",649.98775729415
"donor23261","No",647.705925987685
"donor6810","Yes",651.098274996852
"donor8272","Yes",648.084891661424
"donor3941","Yes",650.168377015518
"donor16657","No",648.801804274986
"donor6959","Yes",650.545917942884
"donor21616","Yes",650.25313271613
"donor5593","Yes",651.582569297215
"donor3408","Yes",649.919980900849
"donor5167","Yes",649.52367335675
"donor22590","Yes",650.217132145278
"donor22318","Yes",649.783967581158
"donor2240","No",650.137279068524
"donor12745","No",649.971624583439
"donor4957","Yes",650.375163167051
"donor19905","No",650.294072151966
"donor9095","No",650.568491154505
"donor14661","Yes",651.908588049165
"donor12430","Yes",649.074516021045
"donor12810","Yes",649.882174240159
"donor21849","Yes",649.769675545361
"donor30759-93","No",650.307768406685
"donor20350","Yes",650.289620765035
"donor14134","No",649.124340698429
"donor8278","No",649.693705627796
"donor17111","No",650.842701247736
"donor7735","No",650.811533510915
"donor16276","Yes",651.652970668308
"donor19647","No",650.110643931121
"donor4129","Yes",648.488150052552
"donor14307","No",649.795190963697
"donor22344","Yes",649.756876003086
"donor12857","No",651.671308782371
"donor4018","No",650.810784771406
"donor18523","No",650.596113672543
"donor1342","No",649.744767612277
"donor15462","Yes",651.999595845107
"donor19818","Yes",648.134979510032
"donor186","Yes",650.188644833068
"donor1102","No",650.813769661225
"donor8125","Yes",650.693420867993
"donor5520","Yes",648.748200126894
"donor1394","Yes",648.726004427579
"donor22183","Yes",649.931028218401
"donor494","No",649.457352344658
"donor6228","No",649.845468947754
"donor15303","No",650.841580696622
"donor5811","Yes",650.589308502295
"donor11347","No",649.943990602913
"donor3007","No",650.409193127801
"donor3065","No",650.604955699713
"donor9890","No",650.069273446675
"donor15840","No",650.969136724508
"donor20866","No",649.771025653966
"donor20286","Yes",650.324507546228
"donor6207","No",650.451684880741
"donor9325","No",650.91927961825
"donor8885","Yes",648.920855832517
"donor9059","Yes",649.684993123724
"donor21806","Yes",649.760764165068
"donor17178","No",650.158550020402
"donor10264","No",649.313257669471
"donor6487","No",650.704838025117
"donor178","No",650.592460784132
"donor21944","No",649.348805174554
"donor4359","Yes",651.508573695291
"donor12918","No",649.086671535519
"donor19032","Yes",650.712495798431
"donor22673","Yes",650.030007569437
"donor4600","Yes",651.181726368351
"donor1795","Yes",648.765449727218
"donor18007","No",649.656587219042
"donor15349-9","No",649.797994868372
"donor4477","Yes",649.921324026213
"donor20199","No",648.969876772828
"donor18741","No",650.25891562302
"donor1469","No",651.199185579941
"donor10184","No",648.464899189566
"donor11999","No",650.351524897046
"donor1256","No",650.199472652699
"donor17950","No",650.46592184874
"donor12878","No",650.439416490178
"donor7901","No",649.755948675982
"donor19413","Yes",651.676931189191
"donor20133","No",652.100430707068
"donor16856","No",650.175928820538
"donor8411","Yes",649.386555874943
"donor16423","No",649.33822885618
"donor19554","No",651.136734926379
"donor4277","Yes",650.57918884432
"donor15227","No",648.581571227236
"donor17533","Yes",651.064764577488
"donor15374","No",652.631220552935
"donor16965","Yes",651.489242006833
"donor9782","No",648.228878012846
"donor5436","No",650.233581407859
"donor16064","No",650.411075635437
"donor15138","Yes",649.031745354067
"donor8119","Yes",649.083137371381
"donor2925","No",649.793929965139
"donor22695","Yes",648.720668962291
"donor4412","Yes",649.327261690838
"donor19253","Yes",649.969090175095
"donor10964","Yes",648.73104652252
"donor1471","Yes",649.515786069256
"donor19984","Yes",651.386758299153
"donor22158","No",649.587519992415
"donor16616","Yes",650.371402969873
"donor5038","Yes",650.521827129092
"donor3928","Yes",649.249620970193
"donor17805","No",650.94783641028
"donor23248","Yes",649.677416268951
"donor16334","No",648.677848094139
"donor3336","No",650.75587062927
"donor22267","No",650.975718382613
"donor64194-64","No",649.233834551936
"donor17501","Yes",649.554808181906
"donor17925","No",650.4588899903
"donor5021","No",650.201910376044
"donor5100","No",652.421412505666
"donor16360","Yes",650.015908891733
"donor10914","No",649.311332946183
"donor18110","Yes",649.758601464783
"donor23138","No",649.588041440168
"donor1236","No",649.682992160573
"donor18992","Yes",651.344957311771
"donor16990","Yes",650.989077116279
"donor20410","Yes",651.334897868205
"donor17930","No",650.029116773562
"donor15115","No",650.505587219374
"donor11243","Yes",651.778807645751
"donor2886","No",650.062202764058
"donor21728","No",649.890977682296
"donor18228","No",648.29427295501
"donor3378","Yes",649.756909327556
"donor20707","No",650.0509404636
"donor2125","No",650.400518444804
"donor17158","Yes",650.772315138837
"donor17667","Yes",650.897333406097
"donor12992","No",649.937372854565
"donor19409","Yes",650.406244144078
"donor17068","Yes",650.503210566933
"donor5204","No",649.795316474096
"donor17619","No",649.977473063244
"donor9155","No",651.014598008891
"donor20883","No",648.982186447338
"donor16987","No",650.412456067078
"donor10108","Yes",649.205261591666
"donor4313","No",651.086321728475
"donor18017","No",650.607703917315
"donor20031","Yes",650.041480639507
"donor19106","Yes",651.488786547166
"donor9158","Yes",649.03682774839
"donor20425","Yes",650.756334506867
"donor8844","No",649.799404584295
"donor6208","Yes",651.845947687544
"donor1399","Yes",650.291492277811
"donor22222","Yes",650.207745982075
"donor16689","Yes",652.694192370868
"donor5306","Yes",648.667762259027
"donor14466","Yes",649.070273554038
"donor963","No",651.194067059628
"donor19500","Yes",650.723345447894
"donor18073","No",650.439745075272
"donor16049","Yes",648.449797678121
"donor13747","No",649.480262377218
"donor601","Yes",648.156018956123
"donor21490","Yes",651.93826885205
"donor15067","Yes",650.556804674684
"donor8230","No",649.509776548928
"donor5679","No",651.261542228277
"donor3062","Yes",650.328241336827
"donor13003","No",648.984451768801
"donor19313","No",649.858245264734
"donor7174","No",650.24798462964
"donor19574","No",651.291255737132
"donor357","No",648.625504221445
"donor15338","Yes",650.280564916825
"donor7779","Yes",651.020815543188
"donor22879","No",650.220117512565
"donor20680","No",649.921617199055
"donor9411","Yes",649.45344475668
"donor6386","Yes",649.975524592033
"donor21678","No",651.351944889247
"donor19914","Yes",651.614276432361
"donor780","Yes",652.122707555763
"donor8458","No",650.879613000292
"donor8612","No",650.595777661629
"donor383","No",648.478219413528
"donor5906","No",646.868478516134
"donor3607","No",649.040219943563
"donor18390","Yes",651.199171383661
"donor13558","No",649.940086305492
"donor19072","No",650.787767131629
"donor17808","Yes",649.836310677969
"donor23100","No",649.425463874348
"donor3948","No",651.296635497451
"donor22617","No",650.499051579035
"donor11237","Yes",649.361429300167
"donor12586","No",650.445671993609
"donor18750","No",651.286722873271
"donor193","Yes",650.630409745035
"donor6563","Yes",649.936678527989
"donor16099","No",648.68645460924
"donor17084","No",650.354857279349
"donor20212","No",648.431221729765
"donor20622","No",651.542198903782
"donor9532","No",649.468807834363
"donor17209","No",650.270209308776
"donor21826","No",649.792219750416
"donor9980","Yes",652.271864123335
"donor22047","No",650.519728484132
"donor14169","No",650.228379184309
"donor5736","Yes",650.10631652159
"donor5820","No",648.954629924508
